Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 12 964
1 31 961
2 9 986
3 35 946
4 17 976
5 13 937
6 9 934
7 21 982
8 29 997
9 18 993
10 29 993
11 32 955
12 20 982
13 22 973
14 37 941
15 12 956
16 8 997
17 9 979
18 8 986
19 7 926
20 8 997
21 10 985
22 6 997
23 10 995
24 8 990
25 8 985
26 13 982
27 7 987
28 9 897
29 6 915
30 6 968
31 14 996
32 18 922
33 26 917
34 25 929
35 23 923
36 7 925
37 24 915
38 18 912
39 24 925
40 5 924
41 5 908
42 5 927
43 19 918
44 5 908
45 5 927
46 5 922
47 6 916
48 21 925
49 21 957
50 21 997
51 23 935
52 28 931
53 16 939
54 17 931
55 12 990
56 27 947
57 18 924
58 26 940
59 12 930
60 19 937
61 24 932
62 32 935
63 30 948
64 26 935
65 33 950
66 34 953
67 32 937
68 30 935
69 28 931
70 35 937
71 33 928
72 43 943
73 40 935
74 33 927
75 39 941
76 33 926
77 36 927
78 42 933
79 36 967
80 7 985
81 10 988
82 11 917
83 7 926
84 7 914
85 10 916
86 8 983
87 7 968
88 13 972
89 9 909
90 11 916
91 12 935
92 16 919
93 17 906
94 10 899
95 13 927
96 27 929
97 11 944
98 23 937
99 30 946
100 26 944
101 38 943
102 31 944
103 22 946
104 32 961
105 34 945
106 37 960
107 35 941
108 29 925
109 22 919
110 17 925
111 23 943
112 28 931
113 19 930
114 13 922
115 25 924
116 18 981
117 16 925
118 12 896
119 14 959
120 16 905
121 10 921
122 14 901
123 26 924
124 15 902
125 16 917
126 20 921
127 27 923
