Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  127.7  3.8  -8.4  3.5  89.8  120.7  2.2  -0.2  2.0  29.8  6055  13.8654  6062  13.3256 
 1  125.9  4.2  -9.3  3.6  91.6  130.9  2.0  -7.7  1.3  5.0  3294  13.027  3301  12.9202 
 2  113.5  2.1  4.4  1.7  24.7  118.3  1.9  -4.3  1.6  19.3  701  12.3889  694  13.5331 
 3  125.3  3.6  -2.4  3.2  81.9  122.9  1.0  -3.9  0.9  6.6  4278  13.034  4228  13.5228 
 4  115.5  1.6  3.0  1.7  24.6  120.2  0.8  -4.3  0.8  5.6  6093  12.713  6082  12.5789 
 5  118.8  2.4  2.2  1.6  21.3  122.7  1.4  -7.5  1.1  7.4  6072  13.1669  6060  13.0443 
 6  118.7  3.1  -0.6  2.5  49.2  126.2  1.4  -2.7  1.1  9.2  0 0 0 0
 7  127.8  4.2  -6.0  5.1  209.9  117.2  2.0  -1.3  2.0  18.3  328  13.4042  324  12.7455 
 8  119.5  3.3  -0.3  2.2  36.0  127.1  1.4  -9.2  1.0  6.3  0 0 0 0
 9  127.5  2.2  -8.2  1.9  24.5  123.5  1.7  1.4  1.4  15.3  4868  13.6088  4876  12.773 
 10  118.5  0.9  -3.8  0.9  6.9  121.2  1.4  -2.0  1.5  17.9  6172  13.2066  6156  13.1015 
 11  119.4  2.1  -4.1  1.7  21.5  109.4  4.1  6.2  3.1  72.2  0 0 0 0
 12  122.8  3.8  -4.4  2.5  44.1  119.1  1.7  2.3  1.1  8.5  0 0 0 0
 13  120.8  2.2  -0.7  1.4  14.1  121.6  1.1  -2.5  0.7  3.3  6067  13.8843  6058  13.541 
 14  121.5  3.9  -6.6  3.2  73.5  117.5  4.8  -0.9  3.7  100.6  0 0 0 0
 15  123.9  4.7  -4.8  4.3  142.8  118.7  2.6  -0.2  2.4  46.3  1153  13.4114  1111  14.1758 
 16  117.3  6.2  7.1  7.4  467.0  117.1  2.3  1.4  3.0  68.4  4579  13.7607  4613  13.6875 
 17  123.3  4.5  -3.3  5.6  233.2  123.5  3.4  4.0  4.1  129.3  1064  14.3848  1035  13.9009 
 18  117.4  2.5  0.2  2.6  51.5  119.2  2.4  1.1  2.5  47.8  332  13.2254  347  13.2424 
 19  121.3  1.0  5.0  0.9  6.4  122.3  0.7  0.2  0.6  3.1  0 0 0 0
 20  128.8  3.2  -1.2  2.5  50.7  120.1  2.7  -1.8  2.2  35.6  494  13.9836  525  13.6695 
 21  122.7  5.9  -4.9  6.5  339.6  124.8  4.1  9.1  4.0  142.7  3915  14.7366  3868  13.4554 
 22  113.2  2.5  5.7  2.3  42.7  124.1  1.8  1.6  1.5  18.6  0  0  0  0 
 23  114.8  4.5  4.6  3.2  80.0  119.0  5.2  3.5  3.7  98.7  0 0 0 0
 24  126.2  5.1  -0.1  6.5  324.2  125.2  3.1  -0.7  3.9  113.2  6092  13.3579  6100  13.4221 
 25  114.6  2.4  7.6  3.3  90.6  120.0  2.3  2.7  3.2  81.8  5659  14.2122  5667  13.6082 
 26  118.0  2.2  0.2  2.2  37.6  121.0  3.1  3.4  3.1  72.1  0 0 0 0
 27  123.3  3.5  0.4  3.0  63.1  123.2  4.4  1.0  3.8  100.3  6063  13.731  6069  13.897 
 28  130.8  4.0  -5.3  4.7  174.3  120.0  1.0  3.4  1.1  10.5  1351  13.0873  1269  13.8557 
 29  124.1  4.6  1.1  3.2  74.5  119.8  4.4  4.4  2.9  63.2  0 0 0 0
 30  116.7  4.4  1.1  3.2  72.6  122.4  3.7  -1.5  2.6  43.5  0 0 0 0
 31  125.5  1.3  -1.2  1.2  12.1  118.2  5.3  -1.0  5.2  199.5  4658  14.5169  4698  14.0163 
 32  120.4  2.0  -0.3  1.7  23.3  122.1  2.6  -0.6  2.3  38.6  0 0 0 0
 33  115.7  1.6  7.8  2.2  38.6  118.7  2.2  5.0  3.0  70.6  0 0 0 0
 34  117.0  5.8  2.6  8.9  666.8  127.6  1.4  -3.4  2.2  23.4  468  12.5234  448  11.6608 
 35  124.6  2.2  -0.5  2.1  34.1  125.6  3.2  1.7  3.1  56.4  0 0 0 0
 36  125.9  5.2  -5.4  7.8  288.1  126.5  2.6  -0.3  4.5  130.3  1326  12.361  1281  11.827 
 37  123.0  2.0  1.8  3.5  101.8  140.8  6.6  -22.5  11.7  1098.8  5966  13.4785  5941  13.324 
 38  119.9  3.9  -1.3  5.9  269.7  124.1  3.6  -0.2  5.4  223.7  1163  11.9408  1139  12.6516 
 39  124.2  1.9  -1.3  2.1  35.4  122.5  3.0  -6.6  3.6  92.3  596  13.0495  586  11.9908 
 40  122.3  0.9  2.9  1.1  10.4  121.6  0.9  -4.9  1.1  9.7  0 0 0 0
 41  126.0  2.4  -3.9  1.9  25.9  136.3  5.5  -4.9  4.2  127.5  0 0 0 0
 42  123.3  1.4  1.6  1.8  28.9  117.8  4.0  5.2  5.3  243.2  0 0 0 0
 43  121.9  1.8  1.2  2.2  40.7  126.6  1.3  -3.2  1.6  19.3  0 0 0 0
