Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 73.2 2.2 71.0 2.2 80.5 1.1 76.1 1.1 
1 67.8 2.1 74.4 2.1 82.3 1.3 82.7 1.1 
2 71.4 1.8 67.9 2.0 80.8 1.4 77.6 1.1 
3 69.0 2.0 71.2 1.9 74.5 1.4 77.3 1.4 
4 68.6 2.1 76.8 2.2 81.0 1.3 76.8 1.0 
5 77.3 2.0 74.8 1.8 77.9 1.2 80.0 0.9 
6 70.4 2.0 68.8 2.3 77.6 1.3 73.7 1.0 
7 69.7 2.1 70.0 2.0 83.3 1.1 79.7 1.3 
8 70.3 2.2 66.7 2.1 79.8 1.0 74.8 1.2 
9 65.5 2.1 71.6 2.1 80.2 1.1 84.5 1.0 
10 74.3 2.2 73.4 2.1 78.3 1.2 76.1 0.9 
11 68.3 2.2 70.1 2.1 81.6 1.4 77.0 1.1 
12 68.7 2.2 71.5 2.1 79.7 1.3 82.7 1.1 
13 74.6 2.2 74.3 2.0 72.7 1.2 78.1 1.2 
14 64.7 2.0 65.8 2.2 73.6 1.2 75.3 1.0 
15 72.5 2.1 68.5 2.0 81.8 1.3 75.4 1.2 
16 61.3 2.0 63.6 2.0 73.2 1.3 71.8 1.4 
17 57.9 2.0 56.9 2.2 63.8 1.2 66.3 1.1 
18 65.2 2.1 67.9 2.0 76.6 1.1 70.2 1.4 
19 69.6 2.1 67.4 2.3 78.3 1.1 76.2 1.0 
20 67.2 2.1 69.6 2.2 69.9 1.4 75.5 1.1 
21 65.9 2.0 65.9 2.0 72.3 1.3 74.8 1.1 
22 61.2 1.9 63.6 1.9 70.6 1.2 68.6 1.0 
23 65.0 1.9 66.4 2.1 74.7 1.2 72.9 1.1 
24 66.7 2.0 72.1 2.0 67.4 1.4 71.4 1.0 
25 66.1 2.0 65.5 2.0 72.9 1.1 74.5 1.1 
26 62.6 2.1 65.9 2.0 68.6 1.2 75.8 1.1 
27 64.2 2.0 67.4 1.9 71.8 1.2 66.2 1.3 
28 70.3 1.9 63.1 2.1 73.0 1.1 75.0 1.1 
29 62.6 1.9 61.2 2.3 70.0 1.2 71.6 1.0 
30 64.8 2.0 60.1 2.0 72.2 1.1 69.2 1.1 
31 65.8 2.0 61.0 2.1 69.3 1.2 62.7 1.2 
32 80.8 3.3 81.2 3.1 86.6 1.3 82.4 1.2 
33 73.1 2.9 72.9 3.0 88.2 1.3 81.9 1.2 
34 82.8 3.2 80.0 3.0 77.6 1.3 81.9 1.6 
35 79.5 2.8 82.2 2.9 89.2 1.3 86.5 1.1 
36 75.8 3.3 80.7 3.1 82.8 1.4 84.4 1.2 
37 82.5 2.7 81.5 2.6 86.4 1.3 80.4 1.3 
38 84.2 2.9 78.6 3.0 83.3 1.3 81.4 1.4 
39 76.3 2.7 77.7 2.7 81.3 1.2 85.2 1.1 
40 76.3 2.9 77.9 3.0 83.0 1.5 88.0 1.3 
41 84.2 2.8 83.9 3.1 90.3 1.4 91.3 1.1 
42 76.9 3.0 75.0 3.1 80.8 1.3 86.5 1.4 
43 78.6 2.7 76.7 2.7 87.3 1.4 82.1 1.3 
44 80.0 3.3 77.2 3.2 83.4 1.5 80.2 1.5 
45 76.1 2.8 76.7 2.6 86.8 1.4 85.7 1.4 
46 80.4 2.7 78.9 2.9 82.8 1.3 84.9 1.1 
47 73.8 2.9 71.7 2.9 83.0 1.4 85.1 1.2 
48 61.1 2.2 68.0 2.0 76.2 1.1 76.3 1.4 
49 64.3 2.3 64.3 2.1 69.8 1.2 72.6 1.3 
50 68.4 2.0 73.5 2.0 73.6 1.1 75.2 1.1 
51 68.0 2.0 68.5 2.1 69.6 1.2 75.5 1.2 
52 67.4 2.1 63.1 2.0 72.5 1.4 69.2 1.1 
53 67.5 2.3 69.3 2.3 72.3 1.1 76.3 1.0 
54 63.7 2.1 65.0 2.3 67.3 1.2 67.5 1.1 
55 68.2 2.3 70.6 2.2 70.2 1.2 72.3 1.2 
56 65.9 2.2 63.5 2.2 71.4 1.1 69.5 1.1 
57 62.5 2.3 63.3 2.1 71.6 1.2 69.4 1.1 
58 66.2 2.1 65.4 2.1 77.8 1.2 77.7 1.1 
59 65.4 2.2 60.0 2.4 71.9 1.1 70.0 1.0 
60 66.2 2.0 66.5 2.1 70.4 1.2 68.1 1.2 
61 59.2 2.3 61.3 2.3 66.8 1.2 64.9 1.1 
62 68.2 2.4 67.8 2.2 73.3 1.2 73.1 1.1 
63 67.8 2.5 70.5 2.3 70.3 1.2 70.7 1.1 
64 78.4 2.2 76.5 2.0 79.0 1.2 83.0 1.3 
65 85.1 2.1 80.6 2.0 82.9 1.2 84.6 1.1 
66 77.0 2.1 78.7 2.1 86.6 1.2 81.0 1.1 
67 79.5 2.2 80.1 2.0 80.7 1.1 86.5 1.2 
68 86.6 2.0 82.4 2.0 85.8 1.1 88.2 1.0 
69 80.3 2.2 82.0 2.1 76.3 1.3 82.5 1.4 
70 85.1 2.2 81.8 2.0 80.8 1.1 78.8 1.1 
71 81.3 2.1 83.2 2.1 82.4 1.2 83.9 1.1 
72 79.9 2.1 75.6 2.0 82.5 1.2 84.1 1.1 
73 79.9 2.0 85.1 2.1 84.3 1.1 83.0 1.1 
74 80.5 2.0 82.0 1.9 84.4 1.2 80.2 1.3 
75 75.2 2.3 77.4 2.1 85.9 1.3 83.3 1.5 
76 80.3 2.2 83.9 2.0 78.7 1.1 80.9 1.3 
77 86.2 2.0 80.9 1.9 82.0 1.2 85.5 1.0 
78 73.8 2.0 73.6 2.0 84.9 1.0 82.8 1.1 
79 75.9 2.1 79.2 2.2 84.7 1.2 82.1 1.1 
80 63.7 4.2 65.7 3.9 71.2 1.4 73.9 1.4 
81 75.2 2.5 72.4 2.4 72.4 1.3 74.6 1.1 
