Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 62.0 2.2 65.0 2.5 78.5 1.1 76.4 1.0 
1 66.6 2.3 66.0 2.4 73.0 1.1 74.7 1.1 
2 66.5 2.1 68.1 2.1 77.0 1.2 72.1 1.1 
3 70.0 2.2 66.5 2.3 75.7 1.1 72.5 1.0 
4 73.7 2.2 66.7 2.3 78.3 1.2 76.5 1.0 
5 65.5 2.1 68.2 2.1 74.0 1.2 75.3 1.0 
6 72.5 2.4 69.7 2.3 73.4 1.3 70.0 1.3 
7 68.1 2.3 64.8 2.2 65.3 1.2 67.2 1.0 
8 65.3 2.4 69.6 2.2 73.7 1.2 76.2 1.1 
9 67.5 2.2 64.8 2.2 72.8 1.1 77.2 1.2 
10 65.0 2.3 65.4 2.1 75.5 1.1 79.8 1.0 
11 64.9 2.3 62.8 2.3 76.4 1.0 79.2 1.1 
12 65.2 2.3 74.3 2.1 70.0 1.2 72.1 1.1 
13 69.3 2.2 66.7 2.1 72.0 1.1 74.9 1.1 
14 68.4 2.1 70.2 2.1 74.5 1.2 72.3 0.9 
15 66.8 2.1 66.8 2.1 75.0 1.1 72.2 1.0 
16 60.7 1.9 57.3 2.1 61.7 1.1 61.2 1.1 
17 58.5 2.0 56.9 2.1 65.4 1.1 68.0 1.1 
18 65.2 1.9 67.3 1.9 69.0 1.1 70.5 1.0 
19 52.5 2.0 60.1 2.0 71.3 1.1 67.6 1.2 
20 63.8 1.9 61.3 2.0 69.7 1.2 72.0 0.9 
21 58.0 2.0 58.1 2.0 65.2 1.2 69.4 1.4 
22 62.5 1.9 62.1 2.0 70.5 1.3 71.4 1.0 
23 60.7 2.1 58.8 2.0 68.5 1.1 68.0 1.4 
24 66.2 1.9 60.6 1.9 72.8 1.1 65.3 1.1 
25 63.3 1.8 60.0 1.9 69.1 1.2 71.6 0.9 
26 58.9 2.0 63.3 2.0 68.1 1.1 65.2 1.1 
27 55.3 1.9 56.6 2.2 67.5 1.1 65.6 1.1 
28 60.1 1.8 55.0 2.2 71.6 1.1 67.6 1.2 
29 56.1 2.0 58.1 2.1 71.9 1.1 69.9 1.0 
30 58.0 1.9 58.2 2.2 70.2 1.2 63.8 1.1 
31 62.5 1.8 61.8 2.0 65.0 1.2 67.0 1.1 
32 81.0 2.6 73.7 2.7 84.9 1.1 87.1 1.0 
33 80.7 2.4 81.0 2.6 84.7 1.1 88.2 1.0 
34 82.8 2.4 86.2 2.5 88.4 1.1 84.3 1.1 
35 80.4 2.4 78.5 2.4 76.7 1.1 82.0 1.3 
36 86.7 2.6 83.6 2.6 88.1 1.3 88.1 1.0 
37 84.5 2.2 80.7 2.3 84.8 1.3 84.2 1.0 
38 81.9 2.4 77.7 2.3 90.0 1.3 87.8 1.0 
39 81.8 2.0 76.8 2.2 82.0 1.2 84.5 1.1 
40 83.6 2.1 77.1 2.3 90.0 1.3 91.3 1.1 
41 82.6 2.5 82.9 2.4 88.0 1.1 88.3 1.0 
42 79.1 2.3 81.5 2.6 85.6 1.1 87.3 1.1 
43 77.8 2.4 76.7 2.4 84.6 1.2 84.1 1.4 
44 81.2 2.5 79.2 2.6 85.0 1.1 86.4 1.0 
45 79.0 2.3 82.8 2.2 76.4 1.1 82.8 1.3 
46 81.2 2.1 84.0 2.1 87.3 1.1 85.3 1.1 
47 75.0 2.1 78.3 2.1 87.8 1.3 89.7 1.5 
48 85.4 2.0 82.3 2.0 87.6 1.1 85.4 1.0 
49 83.0 1.9 84.3 2.1 91.5 1.0 88.6 1.0 
50 78.8 2.0 85.0 1.9 87.8 1.1 91.9 0.9 
51 86.9 2.2 87.3 1.9 87.3 1.0 84.3 1.3 
52 86.0 2.1 83.3 1.9 85.5 1.1 88.0 1.0 
53 82.4 2.1 81.5 2.1 89.2 1.1 91.3 1.1 
54 76.5 2.1 82.2 2.1 87.4 1.1 84.2 1.1 
55 87.0 2.0 84.3 2.1 96.3 1.1 89.0 1.1 
56 85.2 1.9 80.1 1.9 92.1 1.0 83.4 1.2 
57 80.5 2.1 84.6 1.9 88.3 1.1 88.1 1.0 
58 75.5 2.2 76.0 2.0 85.6 1.1 86.8 1.0 
59 88.4 1.9 81.1 2.1 91.6 1.0 88.5 1.0 
60 76.9 1.9 78.5 1.9 90.9 1.3 95.3 1.2 
61 85.0 2.3 84.4 2.0 88.8 1.1 90.8 1.1 
62 82.8 2.0 79.3 2.3 84.0 1.2 86.7 1.0 
63 81.8 2.2 78.8 2.5 87.1 1.1 84.2 1.2 
64 72.9 2.0 68.9 1.9 74.8 1.2 73.3 1.1 
65 75.4 1.8 74.9 2.0 74.3 1.2 75.8 1.0 
66 69.8 1.8 71.7 2.0 78.2 1.3 75.3 1.4 
67 72.9 1.9 78.9 2.0 76.3 1.0 78.6 1.0 
68 75.8 1.9 71.0 1.9 79.2 1.1 77.0 1.0 
69 69.8 2.0 73.4 2.1 71.2 1.2 74.4 1.4 
70 73.5 1.8 75.2 1.9 76.6 1.0 78.8 0.9 
71 68.1 1.8 68.7 1.9 73.7 1.2 75.8 1.0 
72 77.3 1.9 74.5 1.9 72.5 1.1 76.4 1.0 
73 69.0 1.9 69.9 2.1 71.8 1.2 74.9 1.1 
74 73.9 1.9 72.2 1.9 74.7 1.2 72.1 1.0 
75 72.0 2.0 66.4 2.1 78.0 1.3 73.0 1.1 
76 64.8 2.0 66.3 1.9 79.5 1.1 74.0 1.2 
77 72.5 1.8 72.0 2.1 74.3 1.2 76.2 0.9 
78 71.9 1.9 73.9 1.9 76.2 1.0 73.4 1.0 
79 67.9 1.9 70.8 2.0 75.3 1.2 80.4 0.9 
80 73.0 4.4 75.7 4.4 78.7 1.4 76.1 1.3 
81 79.3 3.4 72.6 3.3 74.1 1.4 76.5 1.6 
82 74.7 3.7 72.5 3.7 80.2 1.3 76.3 1.3 
83 78.7 3.2 76.0 3.1 80.3 1.3 80.4 1.2 
84 74.3 3.4 74.0 3.4 78.9 1.5 80.0 1.2 
85 69.9 3.1 71.9 2.9 72.5 1.3 75.2 1.3 
86 76.0 3.1 78.7 3.3 75.0 1.5 79.2 1.3 
87 68.2 3.1 67.8 3.1 79.1 1.4 75.6 1.5 
88 71.4 3.0 72.0 3.0 75.4 1.5 76.7 1.7 
89 78.2 3.0 80.8 3.0 78.1 1.5 80.1 1.2 
90 69.1 3.0 72.8 3.0 76.7 1.3 76.7 1.2 
91 72.7 3.0 70.1 3.1 76.7 1.3 76.9 1.2 
92 69.0 3.0 75.7 3.0 71.9 1.4 76.1 1.2 
93 67.7 3.1 72.0 3.0 80.3 1.3 79.6 1.2 
94 69.9 2.9 69.2 2.9 78.5 1.4 77.1 1.2 
95 77.9 3.1 73.9 3.1 75.4 1.5 79.4 1.2 
96 73.4 2.1 72.7 1.8 69.3 1.2 64.3 1.1 
97 70.2 1.8 69.9 1.8 75.4 1.4 77.0 1.4 
98 72.2 1.9 71.3 1.9 70.1 1.2 71.9 1.0 
99 69.7 2.1 75.5 1.9 66.6 1.4 71.8 1.0 
100 72.3 2.1 71.0 2.0 69.2 1.2 71.3 1.1 
101 72.3 1.9 70.0 1.9 76.4 1.1 69.6 1.2 
102 70.7 1.8 68.0 1.9 70.1 1.2 72.0 1.3 
103 66.8 1.9 66.4 1.8 69.5 1.4 66.5 1.5 
104 68.3 1.9 63.8 1.9 72.1 1.1 76.1 0.9 
105 66.9 2.0 73.1 1.9 71.7 1.1 68.2 1.0 
106 64.9 2.0 64.1 2.1 68.6 1.0 72.6 1.1 
107 67.3 1.9 69.8 2.0 75.6 1.1 73.3 1.0 
108 70.8 2.0 66.3 2.0 71.6 1.1 69.5 1.1 
109 65.0 1.9 68.3 1.8 72.9 1.1 75.3 1.1 
110 63.0 2.0 67.2 1.9 69.6 1.2 71.4 1.0 
111 67.5 2.0 65.5 1.8 74.7 1.1 73.6 1.0 
112 90.3 2.0 88.5 2.1 100.3 1.1 96.5 1.1 
113 88.3 2.0 90.2 2.1 96.8 1.1 97.7 1.1 
114 88.2 2.0 92.4 2.0 89.3 1.2 93.2 1.4 
115 89.3 2.0 92.8 2.2 91.8 1.1 89.5 1.1 
116 90.8 2.0 89.5 1.9 94.8 1.3 99.0 1.0 
117 90.7 2.0 90.5 1.9 86.9 1.2 91.5 1.1 
118 87.6 2.0 85.1 1.9 94.7 1.2 96.3 1.0 
119 92.3 2.0 95.8 1.9 95.6 1.2 93.0 1.1 
120 85.3 2.2 89.7 2.2 84.8 1.2 93.4 1.3 
121 83.6 2.1 86.3 1.9 91.0 1.2 89.2 1.1 
122 85.4 2.2 86.5 1.9 91.7 1.1 95.7 1.0 
123 86.1 2.0 85.3 1.9 92.2 1.1 92.0 1.0 
124 84.9 2.1 85.7 2.1 89.0 1.1 92.4 1.1 
125 89.4 2.1 86.6 2.1 98.5 1.2 96.2 1.3 
126 86.1 2.0 84.1 2.1 96.5 1.1 98.8 1.1 
127 81.4 2.1 84.7 2.1 99.9 1.1 93.3 1.2 
