Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 84.6 2.7 88.3 2.8 96.6 1.2 98.9 1.2 
1 91.1 2.6 87.2 2.6 98.6 1.2 96.1 1.5 
2 86.1 2.7 92.8 2.7 98.7 1.3 96.8 1.1 
3 98.0 2.5 93.4 2.7 94.6 1.4 93.4 1.2 
4 83.1 2.7 85.7 2.5 91.9 1.3 94.7 1.2 
5 84.8 2.5 85.8 2.6 93.3 1.3 96.8 1.6 
6 89.0 2.6 84.1 2.8 92.2 1.4 89.3 1.2 
7 88.1 2.5 90.6 2.8 94.0 1.3 92.4 1.2 
8 90.4 2.8 93.1 2.7 93.4 1.3 96.0 1.1 
9 92.5 2.7 89.5 2.8 94.1 1.3 96.1 1.1 
10 89.0 2.9 86.7 2.5 98.6 1.2 95.5 1.6 
11 86.7 2.9 94.5 2.6 98.8 1.2 96.8 1.1 
12 88.2 2.6 92.2 2.6 90.2 1.4 92.1 1.6 
13 90.7 2.8 85.4 2.5 89.9 1.5 91.5 1.2 
14 90.0 2.7 89.4 2.5 92.5 1.4 89.1 1.3 
15 87.0 2.6 90.6 2.8 94.2 1.4 95.1 1.2 
16 87.3 2.4 89.6 2.8 88.2 1.3 92.0 1.2 
17 87.5 2.6 87.2 2.7 95.9 1.2 89.8 1.6 
18 82.2 2.8 81.2 2.5 92.3 1.2 95.9 1.1 
19 87.6 2.5 90.5 2.8 89.3 1.3 91.2 1.2 
20 86.9 2.5 88.8 2.7 90.7 1.5 93.2 1.5 
21 93.1 2.6 89.2 2.6 94.8 1.3 92.4 1.2 
22 82.9 2.8 84.1 2.6 92.1 1.2 92.1 1.6 
23 87.3 2.6 82.4 2.7 90.9 1.3 89.5 1.2 
24 84.9 2.7 91.4 2.6 94.0 1.3 86.5 1.3 
25 85.6 2.5 80.3 2.5 86.3 1.4 93.3 1.4 
26 84.8 2.4 83.0 2.5 91.6 1.3 88.8 1.2 
27 85.8 2.7 84.6 2.8 92.2 1.4 86.7 1.4 
28 82.7 2.6 87.1 2.6 89.5 1.5 87.1 1.5 
29 76.4 2.7 74.3 2.6 92.1 1.2 88.4 1.2 
30 85.2 2.5 85.8 2.6 90.6 1.3 88.5 1.2 
31 76.0 2.8 80.2 2.5 94.0 1.3 93.7 1.2 
32 86.8 3.2 77.2 3.4 91.2 1.5 88.0 1.3 
