Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  125.0  2.7  -4.5  2.4  43.9  127.1  2.6  -0.5  2.3  38.8  6051  14.2483  6077  13.3316 
 1  126.1  2.0  -4.9  1.7  20.6  139.6  2.7  -5.0  1.8  9.6  2888  13.9232  2840  14.4248 
 2  117.1  2.1  6.9  1.7  25.0  124.2  2.9  -4.3  2.5  43.7  449  13.4936  491  14.8055 
 3  134.5  4.7  -6.3  4.2  138.8  122.8  1.9  1.5  1.7  21.9  4016  14.3012  3960  14.3164 
 4  119.6  2.7  4.8  2.9  67.6  123.4  1.2  -0.9  1.3  13.4  5352  13.0004  5377  12.8022 
 5  121.4  3.6  4.9  2.5  50.6  126.4  1.1  -2.8  0.8  4.6  6088  13.4771  6009  13.3014 
 6  122.2  3.3  3.4  2.6  56.3  132.9  1.3  -3.8  1.0  7.4  0 0 0 0
 7  128.2  2.5  -2.7  3.1  74.7  113.7  2.3  6.0  2.4  26.2  231  14.0504  224  14.5141 
 8  129.8  4.8  -1.2  3.2  78.2  126.3  2.9  -4.5  2.0  28.2  0 0 0 0
 9  133.8  2.2  -7.4  1.8  23.1  129.3  2.6  -0.5  2.1  33.2  4453  14.3601  4377  13.9783 
 10  125.0  2.8  -2.1  3.0  68.5  128.3  1.9  -1.8  2.0  29.8  6196  13.3989  6195  13.76 
 11  120.5  3.0  -5.5  2.4  43.8  131.5  1.7  4.3  1.3  12.7  0 0 0 0
 12  125.1  4.6  -1.4  3.0  65.0  126.0  3.8  1.6  2.5  43.3  0 0 0 0
 13  126.0  3.3  3.5  2.1  33.2  127.8  2.5  -3.0  1.6  17.1  6098  14.337  6125  14.0976 
 14  125.3  2.7  -6.8  2.2  33.6  127.0  4.8  -3.4  3.7  101.3  0 0 0 0
 15  127.9  4.9  -4.4  4.6  159.7  124.4  1.5  0.2  1.4  14.5  827  14.6862  847  14.6295 
 16  124.1  4.7  9.4  5.6  266.0  118.0  2.6  0.7  3.4  89.4  4487  14.4803  4551  13.8104 
 17  129.7  3.7  -5.8  4.6  160.2  135.0  5.0  -2.6  6.0  283.7  1062  13.5453  1063  14.2136 
 18  125.9  2.9  -2.2  3.0  70.2  124.1  2.1  1.4  2.1  35.2  391  13.9574  376  13.8761 
