Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 66.9 2.3 67.9 2.3 80.1 1.2 82.6 1.1 
1 77.5 2.3 75.2 2.4 79.5 1.1 77.1 1.1 
2 69.3 2.2 77.5 2.4 80.5 1.1 83.0 1.1 
3 82.1 2.2 82.4 2.2 86.2 1.1 84.1 1.3 
4 78.1 2.4 74.9 2.4 85.8 1.2 75.8 1.2 
5 75.9 2.3 74.6 2.1 82.8 1.3 81.5 1.1 
6 77.8 2.5 80.5 2.4 83.8 1.2 81.5 1.1 
7 83.6 2.5 77.6 2.2 85.7 1.1 85.3 1.1 
8 78.3 2.4 80.4 2.3 82.9 1.3 80.2 1.5 
9 80.4 2.2 81.7 2.4 86.1 1.1 87.6 1.0 
10 76.7 2.5 79.8 2.4 84.7 1.1 87.1 1.0 
11 73.8 2.3 75.3 2.4 81.8 1.3 83.1 1.1 
12 85.3 2.1 76.8 2.5 84.5 1.3 87.0 1.1 
13 76.8 2.2 77.6 2.4 85.0 1.1 87.8 1.0 
14 78.1 2.3 75.3 2.2 83.8 1.3 88.0 1.1 
15 77.2 2.4 68.7 2.5 87.8 1.1 84.7 1.3 
16 67.0 2.5 64.4 2.5 72.1 1.4 76.5 1.2 
17 69.5 2.5 65.9 2.6 68.4 1.3 71.2 1.2 
18 72.4 2.7 69.8 2.6 72.5 1.3 76.9 1.2 
19 64.7 2.8 62.9 2.7 76.5 1.2 77.6 1.6 
20 70.9 2.7 68.4 2.5 72.4 1.3 65.7 1.5 
21 65.1 2.7 64.6 2.6 72.1 1.3 69.1 1.2 
22 64.0 2.6 73.3 2.5 70.4 1.4 74.6 1.2 
23 71.3 2.7 68.1 2.5 68.8 1.3 71.2 1.3 
24 70.3 2.6 70.5 2.6 73.9 1.3 76.3 1.2 
25 70.1 2.7 68.6 2.6 72.9 1.5 71.4 1.6 
26 65.0 2.6 67.5 2.6 70.9 1.3 71.2 1.2 
27 66.8 2.5 63.0 2.5 69.3 1.3 69.3 1.2 
28 62.1 2.5 65.8 2.5 72.2 1.2 76.0 1.1 
29 69.6 2.6 66.3 2.7 70.0 1.3 69.5 1.2 
30 63.1 2.7 60.1 2.6 77.6 1.3 67.5 1.4 
31 62.4 2.7 62.3 2.5 70.1 1.3 71.5 1.1 
32 64.1 3.2 63.2 3.3 72.8 1.4 69.0 1.2 
33 64.1 2.9 65.0 2.9 69.0 1.2 71.1 1.2 
34 69.5 3.2 65.2 3.0 76.2 1.1 79.0 1.1 
35 60.5 3.0 68.8 2.8 73.1 1.4 67.4 1.4 
36 60.5 3.1 61.9 3.2 66.1 1.3 67.8 1.2 
37 62.7 2.9 66.8 2.7 75.2 1.2 75.3 1.5 
38 64.7 3.0 57.8 3.2 73.2 1.3 75.4 1.2 
39 67.4 2.7 62.2 2.8 74.3 1.3 70.7 1.5 
40 67.2 3.0 68.4 2.7 69.9 1.2 71.1 1.1 
41 61.3 2.9 69.2 3.0 75.8 1.2 71.8 1.4 
42 65.5 2.8 66.1 3.0 73.2 1.4 70.5 1.4 
43 66.8 2.8 59.9 3.0 77.5 1.4 73.1 1.1 
44 67.5 3.1 62.1 3.1 72.3 1.2 65.3 1.3 
45 65.8 2.7 62.6 2.9 75.6 1.3 79.8 1.1 
46 60.5 2.8 62.5 2.9 69.9 1.3 71.6 1.1 
47 59.6 3.0 63.5 2.7 74.6 1.3 67.6 1.3 
48 75.5 2.6 73.3 2.6 82.9 1.3 80.7 1.1 
49 70.3 2.7 71.1 2.7 81.1 1.4 77.7 1.2 
50 70.5 2.8 72.0 2.6 76.5 1.4 78.3 1.3 
51 74.5 2.6 77.3 2.9 76.6 1.5 79.1 1.2 
52 67.9 2.9 70.6 2.9 80.6 1.3 82.8 1.2 
53 70.6 2.7 78.2 3.0 79.7 1.3 74.6 1.6 
54 72.3 2.7 74.1 2.8 83.5 1.2 80.6 1.1 
55 69.9 2.7 73.3 3.0 76.9 1.4 73.4 1.2 
56 71.0 2.7 71.2 2.6 81.3 1.4 77.8 1.2 
57 71.7 2.8 66.9 2.8 80.2 1.2 76.3 1.1 
58 76.7 2.7 75.3 2.6 76.0 1.5 80.0 1.1 
59 74.7 2.8 75.9 3.0 74.0 1.3 76.1 1.1 
60 78.5 2.7 74.5 2.7 80.4 1.4 76.7 1.2 
61 78.0 2.8 80.8 3.0 79.0 1.4 75.8 1.6 
62 68.8 2.8 72.6 2.9 78.1 1.5 85.0 1.2 
63 69.4 3.1 70.7 3.0 75.4 1.2 73.4 1.2 
64 74.0 2.6 75.3 2.8 68.8 1.2 71.0 1.3 
65 78.3 2.4 77.6 2.9 77.6 1.4 80.6 1.2 
66 74.0 2.5 73.6 2.7 76.3 1.4 72.8 1.2 
67 73.7 2.5 75.0 2.6 74.4 1.4 76.7 1.1 
68 76.5 2.5 77.1 2.7 76.1 1.3 75.4 1.2 
69 72.4 2.5 74.0 2.9 73.7 1.4 69.2 1.5 
70 75.7 2.5 75.3 2.7 79.6 1.3 75.0 1.4 
71 67.8 2.7 72.0 2.6 77.0 1.2 76.7 1.2 
72 70.4 2.6 76.0 2.6 74.8 1.3 74.9 1.2 
73 73.4 2.7 69.4 2.8 76.5 1.2 76.6 1.2 
74 78.4 2.5 73.1 2.7 80.2 1.2 77.5 1.1 
75 66.5 2.7 68.8 2.7 73.4 1.3 75.4 1.2 
76 74.2 2.5 78.3 2.6 72.1 1.5 72.5 1.6 
77 79.1 2.7 76.0 2.7 76.6 1.3 79.9 1.1 
78 76.4 2.5 71.8 2.5 77.9 1.3 80.0 1.1 
79 73.1 2.5 72.4 3.0 73.0 1.3 75.9 1.1 
80 77.4 4.3 77.3 4.2 82.7 1.5 84.2 1.2 
81 75.6 2.5 77.9 2.7 80.3 1.3 84.3 1.3 
82 79.1 3.1 78.2 3.0 79.8 1.2 77.7 1.1 
83 74.9 2.5 77.9 2.5 77.1 1.2 80.1 1.1 
84 81.0 2.9 83.2 2.6 85.5 1.3 79.6 1.2 
85 75.2 2.1 71.4 2.4 77.1 1.2 80.1 1.1 
86 79.8 2.6 80.5 2.5 83.3 1.4 84.3 1.0 
87 70.3 2.3 71.3 2.4 78.9 1.3 80.4 1.1 
88 78.8 2.4 76.3 2.2 85.2 1.2 86.7 1.1 
89 76.8 2.3 78.5 2.3 87.4 1.2 80.1 1.2 
90 74.2 2.3 73.9 2.4 80.2 1.2 79.9 1.1 
91 67.5 2.2 71.4 2.4 73.8 1.4 78.0 1.4 
92 72.5 2.3 76.1 2.2 84.5 1.1 80.9 1.1 
93 73.0 2.2 72.5 2.2 83.9 1.1 81.3 1.1 
94 76.9 2.1 75.4 2.2 83.4 1.2 78.9 1.5 
95 71.6 2.4 67.5 2.2 78.4 1.4 74.1 1.4 
96 71.2 2.4 79.1 2.4 83.6 1.2 81.2 1.1 
97 78.0 2.2 77.6 2.3 76.7 1.2 79.0 1.1 
98 74.9 2.3 79.0 2.2 75.1 1.3 79.6 1.0 
99 78.8 2.4 80.6 2.2 82.9 1.3 80.2 1.5 
100 83.6 2.2 74.9 2.2 76.1 1.4 79.7 1.1 
101 81.5 2.4 84.3 2.2 78.2 1.3 82.1 1.4 
102 75.4 2.5 77.8 2.4 76.6 1.2 73.2 1.1 
103 77.7 2.4 73.7 2.3 80.8 1.1 84.1 1.1 
104 75.4 2.2 74.3 2.4 76.5 1.3 72.2 1.1 
105 78.1 2.2 74.4 2.2 77.2 1.2 79.5 1.1 
106 78.8 2.4 82.0 2.4 82.6 1.3 73.9 1.4 
107 74.4 2.2 73.2 2.3 75.8 1.2 76.9 1.5 
108 80.8 2.3 77.7 2.5 79.2 1.2 77.1 1.1 
109 76.7 2.6 75.0 2.3 83.5 1.2 80.0 1.3 
110 67.8 2.2 70.5 2.5 80.1 1.3 77.6 1.1 
111 73.9 2.4 81.5 2.4 81.1 1.2 82.8 1.1 
112 75.4 2.7 67.5 2.7 73.7 1.4 78.8 1.4 
113 71.0 2.5 65.0 2.6 78.1 1.4 75.3 1.4 
114 73.0 2.6 70.2 2.6 81.3 1.4 79.9 1.1 
115 72.2 2.5 74.3 2.5 71.0 1.5 72.9 1.6 
116 76.9 2.7 67.0 2.5 75.9 1.4 68.9 1.3 
117 71.1 2.4 72.5 2.5 80.8 1.3 76.7 1.3 
118 72.5 2.7 75.0 2.7 73.8 1.4 75.9 1.2 
119 66.0 2.7 68.9 2.5 80.8 1.3 76.1 1.2 
120 69.0 2.5 69.5 2.7 74.3 1.4 73.8 1.2 
121 72.6 2.4 71.6 2.4 75.6 1.3 80.1 1.1 
