Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 6 993
1 8 941
2 8 991
3 11 989
4 15 991
5 26 939
6 5 928
7 11 989
8 7 994
9 5 997
10 15 995
11 6 995
12 11 973
13 9 991
14 12 929
15 7 995
16 5 993
17 5 994
18 15 993
19 7 994
20 7 941
21 15 919
22 6 999
23 6 991
24 7 914
25 12 992
26 22 999
27 24 993
28 30 994
29 5 946
30 6 992
31 7 990
32 5 999
33 6 991
34 7 960
35 15 953
36 10 987
37 11 996
38 11 988
39 9 996
40 9 998
41 15 955
42 17 999
43 6 996
44 31 987
45 5 955
46 33 943
47 12 940
48 7 995
49 9 939
50 8 991
51 5 992
52 8 936
53 9 937
54 15 922
55 15 991
56 5 912
57 15 940
58 11 986
59 25 987
60 13 996
61 8 976
62 16 951
63 6 960
64 31 939
65 43 945
66 41 947
67 45 945
68 33 946
69 40 944
70 34 936
71 33 939
72 31 934
73 30 932
74 36 931
75 37 945
76 37 926
77 38 937
78 37 951
79 40 939
80 29 931
81 42 938
82 22 930
83 37 922
84 25 924
85 32 941
86 36 937
87 29 948
88 33 932
89 35 933
90 35 923
91 28 928
92 32 926
93 38 939
94 34 927
95 45 981
96 36 952
97 24 931
98 38 941
99 25 993
100 32 933
101 43 951
102 30 938
103 33 943
104 33 937
105 35 938
106 31 947
107 40 947
108 34 934
109 31 947
110 36 947
111 34 934
112 22 990
113 28 916
114 18 906
115 30 925
116 26 924
117 17 942
118 27 910
119 22 934
120 28 908
121 25 912
122 35 917
123 19 912
124 34 913
125 30 922
126 16 916
127 33 997
