Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 37 995
1 36 947
2 35 948
3 25 972
4 34 954
5 25 962
6 18 957
7 34 946
8 37 951
9 26 937
10 31 940
11 27 943
12 27 941
13 32 945
14 30 945
15 13 991
16 29 935
17 17 928
18 23 933
19 21 927
20 27 935
21 17 945
22 18 920
23 31 944
24 21 935
25 14 925
26 17 916
27 25 933
28 25 918
29 30 936
30 25 914
31 28 932
32 22 950
33 25 920
34 31 928
35 26 925
36 33 943
37 33 936
38 23 942
39 24 931
40 22 934
41 19 946
42 25 945
43 29 942
44 27 945
45 27 927
46 37 960
47 41 942
48 14 919
49 30 931
50 29 930
51 25 925
52 24 930
53 25 927
54 26 919
55 26 933
56 24 918
57 22 924
58 28 920
59 23 921
60 19 933
61 28 930
62 32 941
63 28 978
64 13 926
65 15 918
66 15 934
67 18 917
68 24 931
69 15 915
70 6 920
71 25 926
72 7 925
73 21 927
74 20 919
75 20 918
76 15 915
77 22 936
78 22 915
79 21 920
80 8 972
81 15 937
82 27 947
83 8 950
84 27 936
85 27 938
86 20 933
87 25 945
88 13 937
89 8 933
90 25 941
91 24 933
92 35 937
93 23 976
94 33 937
95 26 933
96 17 971
97 42 984
98 35 992
99 39 976
100 38 987
101 41 968
102 44 966
103 39 955
104 38 959
105 32 953
106 36 957
107 41 955
108 42 967
109 41 963
110 43 956
111 51 971
112 9 998
113 18 939
114 18 923
115 29 959
116 23 963
117 17 905
118 20 934
119 13 988
120 21 962
121 18 913
122 17 925
123 17 992
124 20 991
125 24 925
126 30 925
127 12 989
