Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  125.8  2.2  -2.8  2.0  29.7  131.3  2.1  -3.0  1.9  26.1  6113  13.9054  6101  13.238 
 1  121.5  5.6  -3.9  4.8  166.4  136.9  3.3  -5.6  2.1  13.9  2887  14.3316  2923  14.0225 
 2  115.1  3.9  6.1  3.2  85.5  124.0  3.0  -3.9  2.6  47.5  520  14.163  542  13.733 
 3  133.5  2.7  -2.5  2.4  45.4  128.7  1.5  -2.7  1.4  15.1  4105  13.2907  4095  14.2417 
 4  123.5  2.5  0.7  2.6  56.9  120.5  1.7  -0.2  1.8  26.4  6132  12.7683  6124  12.631 
 5  127.2  4.3  1.5  2.9  69.4  126.7  1.7  -4.6  1.2  9.9  6153  13.6789  6162  13.4543 
 6  129.2  3.8  -3.0  3.0  73.2  134.4  1.9  -7.9  1.5  17.0  0 0 0 0
 7  132.6  3.2  -6.1  4.0  124.9  124.1  2.4  -0.5  2.4  27.2  226  14.5439  233  14.977 
 8  136.1  2.4  -4.8  1.6  18.9  134.2  1.7  -7.2  1.2  10.1  0 0 0 0
 9  131.0  3.4  -7.2  2.9  58.1  130.2  1.9  -3.5  1.5  17.6  4352  13.9369  4384  13.753 
 10  126.7  2.9  -2.6  3.1  73.0  129.8  1.1  -2.3  1.2  10.9  6211  13.3785  6229  13.4034 
 11  111.3  4.6  8.0  3.6  103.1  127.4  1.1  -1.0  0.8  5.0  0 0 0 0
 12  133.3  5.4  -4.0  3.5  88.5  129.6  2.8  -2.5  1.8  23.4  0 0 0 0
 13  123.6  2.7  0.7  1.7  22.2  122.7  2.7  -1.9  1.7  19.9  6118  14.0437  6140  13.5116 
