Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 76.7 2.8 80.6 2.7 84.4 1.4 84.8 1.5 
1 80.1 2.5 83.6 2.6 87.0 1.4 88.1 1.0 
2 75.6 2.5 76.2 2.8 80.6 1.3 85.3 1.4 
3 79.8 2.7 81.4 2.5 89.2 1.2 83.5 1.3 
4 84.8 2.7 76.7 2.8 90.5 1.4 87.5 1.2 
5 86.9 2.6 84.2 2.6 82.2 1.3 82.2 1.4 
6 81.3 2.7 73.3 2.6 88.6 1.2 91.4 1.1 
7 77.8 2.9 79.3 2.7 88.2 1.3 85.7 1.1 
8 80.1 2.8 78.7 2.6 88.0 1.2 90.7 1.2 
9 81.0 2.6 78.2 2.7 81.5 1.2 85.1 1.5 
10 77.8 2.7 76.0 3.0 78.6 1.4 85.2 1.2 
11 80.4 2.8 82.6 2.8 89.5 1.5 86.9 1.4 
12 80.5 2.8 82.9 2.7 88.0 1.2 91.3 1.2 
13 79.3 2.6 79.9 2.6 92.3 1.2 89.0 1.2 
14 82.9 2.6 81.7 2.7 85.8 1.2 88.0 1.1 
15 83.2 2.9 78.3 2.9 85.9 1.2 84.9 1.2 
16 74.9 2.0 71.8 2.1 75.3 1.1 71.6 1.4 
17 67.9 2.1 69.4 2.2 80.3 1.1 82.9 1.1 
18 71.0 2.1 75.7 1.9 80.1 1.1 77.5 1.1 
19 70.8 2.0 71.5 2.0 74.0 1.2 75.8 1.1 
20 77.5 2.2 77.1 2.0 78.0 1.2 80.6 1.4 
21 67.5 2.2 72.0 2.3 78.8 1.2 76.8 1.1 
22 68.4 1.9 73.2 1.9 76.8 1.2 79.1 1.1 
23 73.5 2.1 67.2 2.2 74.1 1.3 76.4 1.3 
24 74.1 2.1 70.7 2.2 79.7 1.2 74.2 1.4 
25 68.1 2.1 70.1 2.0 78.6 1.3 80.5 1.2 
26 69.1 1.9 68.5 2.1 74.2 1.2 72.2 1.1 
27 67.6 2.2 69.7 2.1 80.2 1.1 76.7 1.1 
28 67.3 2.1 69.8 2.1 75.7 1.1 72.6 1.1 
29 69.6 2.0 68.9 2.1 74.7 1.3 76.2 1.0 
30 62.8 2.0 68.9 2.0 82.9 1.2 80.1 1.4 
31 70.6 1.9 69.2 1.9 74.8 1.4 76.5 1.4 
32 68.1 2.8 74.6 2.9 73.2 1.2 75.6 1.1 
33 68.9 2.4 73.7 2.8 79.7 1.1 78.0 1.2 
34 69.8 2.5 74.1 2.6 76.6 1.2 76.1 1.6 
35 70.8 2.2 73.0 2.4 84.1 1.2 80.5 1.2 
36 72.7 2.6 72.2 2.7 79.5 1.3 72.5 1.3 
37 73.2 2.1 76.2 2.1 76.4 1.2 76.2 1.1 
38 71.7 2.3 70.6 2.3 79.6 1.2 85.0 1.3 
39 76.7 2.3 73.0 2.4 80.8 1.2 82.8 1.1 
40 67.7 2.4 70.3 2.4 77.2 1.2 79.3 1.1 
41 67.2 2.4 71.4 2.7 76.3 1.2 79.5 1.1 
42 72.6 2.6 68.2 2.4 74.1 1.4 79.9 1.1 
43 67.8 2.2 68.7 2.5 78.4 1.2 76.0 1.3 
44 71.9 2.8 71.6 2.6 75.6 1.2 81.1 1.4 
45 66.2 2.2 67.5 2.2 77.1 1.2 80.1 1.2 
46 73.8 2.2 75.7 2.3 80.5 1.2 76.5 1.1 
47 59.9 2.2 73.2 2.2 68.8 1.2 81.0 1.2 
48 73.8 2.1 74.5 2.1 83.6 1.2 83.9 1.1 
49 79.6 2.1 76.9 2.1 76.1 1.2 82.6 1.4 
50 85.3 2.2 78.9 2.1 83.1 1.3 79.1 1.4 
51 81.2 2.1 77.2 2.1 91.1 1.3 80.6 1.3 
52 73.6 2.1 77.3 2.3 80.1 1.2 88.0 1.1 
53 80.3 2.2 82.8 2.2 83.3 1.4 85.5 1.3 
54 75.7 2.4 79.1 2.2 81.5 1.2 85.5 1.4 
55 73.2 2.2 73.5 2.3 77.7 1.3 86.0 1.3 
