Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 6 999
1 8 999
2 5 998
3 13 997
4 13 995
5 9 999
6 20 997
7 10 986
8 9 997
9 10 995
10 7 999
11 5 995
12 5 996
13 7 993
14 5 997
15 19 998
16 5 998
17 6 988
18 11 996
19 8 991
20 9 991
21 14 990
22 15 992
23 5 994
24 23 994
25 9 992
26 6 998
27 9 998
28 5 995
29 15 988
30 10 989
31 8 991
32 5 998
33 9 992
34 6 996
35 6 996
36 8 996
37 13 993
38 8 999
39 13 994
40 7 998
41 11 989
42 25 993
43 7 995
44 9 993
45 6 996
46 8 996
47 5 995
48 7 998
49 22 999
50 8 999
51 5 998
52 15 997
53 5 958
54 8 981
55 7 994
56 10 980
57 21 998
58 20 970
59 7 966
60 15 927
61 24 996
62 22 948
63 11 996
64 24 942
65 17 929
66 13 936
67 13 937
68 14 934
69 15 921
70 25 940
71 9 926
72 27 946
73 26 930
74 24 931
75 11 915
76 9 913
77 20 940
78 23 935
79 11 923
80 20 928
81 10 922
82 7 916
83 8 938
84 6 914
85 7 929
86 13 923
87 6 906
88 12 931
89 10 922
90 6 900
91 6 919
92 14 926
93 12 916
94 9 911
95 13 907
96 19 942
97 20 924
98 10 911
99 11 925
100 13 916
101 17 902
102 12 921
103 24 923
104 6 908
105 21 911
106 15 916
107 14 913
108 19 912
109 17 901
110 20 910
111 29 921
112 13 926
113 20 926
114 20 920
115 19 922
116 10 917
117 13 933
118 23 916
119 24 960
120 13 932
121 18 916
122 22 918
123 13 915
124 21 935
125 14 932
126 22 920
127 21 932
