Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 6 987
1 6 993
2 6 940
3 6 961
4 6 987
5 6 918
6 6 965
7 6 997
8 6 981
9 6 923
10 6 983
11 6 961
12 6 997
13 6 987
14 6 916
15 6 983
16 6 915
17 6 915
18 6 915
19 5 995
20 6 947
21 6 900
22 7 909
23 6 910
24 7 961
25 7 903
26 6 915
27 7 908
28 7 973
29 6 923
30 7 912
31 6 891
32 6 995
33 6 899
34 6 925
35 6 921
36 6 957
37 7 927
38 6 907
39 6 995
40 6 979
41 6 909
42 6 994
43 6 997
44 6 998
45 6 998
46 6 910
47 6 921
48 6 905
49 6 918
50 6 910
51 6 909
52 6 906
53 6 897
54 6 906
55 6 912
56 6 897
57 6 900
58 7 907
59 6 922
60 6 906
61 6 891
62 7 903
63 6 905
64 6 910
65 6 904
66 6 904
67 6 894
68 6 900
69 6 900
70 7 892
71 6 897
72 6 901
73 6 890
74 6 900
75 6 895
76 6 888
77 6 906
78 6 889
79 6 900
80 6 911
81 6 915
82 5 917
83 6 906
84 5 899
85 7 902
86 5 924
87 6 931
88 6 902
89 5 907
90 6 897
91 6 902
92 6 912
93 6 894
94 7 888
95 6 889
96 11 930
97 7 928
98 17 937
99 11 916
100 9 919
101 13 935
102 6 922
103 6 929
104 18 928
105 10 922
106 9 932
107 11 921
108 14 933
109 11 920
110 6 917
111 21 931
112 9 929
113 12 914
114 15 925
115 22 909
116 10 918
117 21 920
118 12 908
119 11 919
120 14 927
121 9 913
122 11 907
123 19 931
124 16 913
125 18 917
126 16 903
127 19 910
