Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  127.2  3.4  -5.3  3.1  71.6  121.8  3.1  0.8  2.7  55.1  5947  15.3885  5933  14.3225 
 1  131.9  3.0  -9.5  2.6  47.4  132.5  2.7  -5.3  1.8  9.5  3439  14.4902  3407  14.0556 
 2  117.4  3.5  3.4  2.8  67.8  122.8  2.7  -3.4  2.3  37.7  723  14.0571  705  14.1527 
 3  131.8  4.6  -6.9  4.2  134.5  123.9  2.0  -1.8  1.8  24.5  4256  14.1907  4269  13.8104 
 4  122.7  2.5  -2.4  2.7  59.4  121.4  1.1  -2.1  1.2  11.0  5989  13.075  5963  12.9093 
 5  126.3  3.0  1.8  2.1  34.0  131.0  1.8  -5.6  1.3  11.3  5854  14.4722  5829  14.2497 
 6  123.9  2.9  1.3  2.3  42.9  127.6  1.2  -3.3  0.9  6.5  0 0 0 0
 7  122.0  1.0  0.3  1.2  11.2  116.4  4.0  -0.3  4.1  75.4  253  14.9348  264  15.0214 
 8  130.1  3.5  -5.2  2.4  41.3  131.6  1.7  -6.9  1.2  10.2  0 0 0 0
 9  127.0  1.5  -7.8  1.2  10.6  126.4  1.8  1.2  1.4  15.5  4731  14.2698  4688  14.8104 
 10  122.4  3.2  -2.8  3.5  92.7  123.2  1.3  -1.3  1.4  14.4  6010  14.1308  6022  14.6472 
 11  119.2  1.7  -1.7  1.4  14.6  125.6  2.0  2.3  1.5  17.8  0 0 0 0
 12  124.9  4.9  -0.9  3.2  73.1  126.2  2.6  -2.4  1.7  20.2  0 0 0 0
 13  126.1  3.2  -0.7  2.0  31.1  128.2  1.6  -2.4  1.0  6.8  5944  14.9076  5949  15.0585 
 14  118.1  2.7  -0.3  2.3  35.5  121.7  3.6  -1.5  2.8  57.3  0 0 0 0
 15  121.5  2.9  -4.9  2.7  56.9  124.3  2.1  -2.2  2.0  30.1  1152  15.2283  1080  14.7342 
 16  119.6  5.2  8.5  6.2  331.4  115.9  1.7  -0.8  2.2  38.2  4768  13.3496  4794  14.4422 
 17  118.3  3.6  -0.5  4.5  151.4  119.0  2.2  3.5  2.7  56.0  1153  14.5047  1183  13.0783 
 18  124.5  4.1  -5.0  4.3  142.8  120.9  1.0  0.3  1.1  9.1  499  13.4654  469  13.1523 
 19  119.3  2.3  -0.3  2.2  36.9  119.4  1.0  3.2  0.9  6.8  0 0 0 0
 20  126.2  3.7  -2.3  2.9  70.4  117.8  3.3  0.1  2.7  53.1  722  13.2687  735  13.127 
 21  116.0  2.2  -0.9  2.5  49.1  123.5  3.9  9.8  3.8  131.6  4377  14.333  4440  14.065 
 22  117.3  3.1  2.3  2.8  64.9  124.2  1.0  1.3  0.9  6.4  240  13.2831  240  14.2037 
 23  124.8  3.8  -0.2  2.7  57.1  124.6  2.1  -0.5  1.5  15.4  0 0 0 0
 24  123.4  1.9  1.1  2.4  44.3  127.1  2.2  -1.3  2.8  58.0  5980  14.3142  5977  14.0446 
 25  117.0  2.1  4.3  2.9  66.9  115.2  1.2  5.7  1.6  21.2  5767  14.3018  5766  14.353 
 26  118.0  3.1  0.5  3.2  75.4  121.7  2.3  0.9  2.3  39.4  228  12.6199  255  13.1744 
