Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 6 999
1 15 999
2 15 999
3 11 996
4 10 998
5 9 994
6 12 999
7 5 999
8 11 998
9 6 999
10 13 999
11 7 999
12 19 999
13 13 998
14 9 998
15 10 999
16 7 999
17 7 999
18 15 995
19 10 999
20 15 993
21 9 990
22 8 998
23 6 992
24 8 999
25 15 993
26 11 996
27 10 999
28 14 998
29 5 991
30 15 982
31 5 992
32 10 998
33 17 999
34 8 999
35 9 999
36 5 990
37 11 995
38 9 999
39 19 998
40 8 999
41 8 997
42 9 999
43 5 994
44 6 997
45 5 999
46 7 997
47 9 999
48 7 998
49 9 996
50 15 994
51 5 998
52 15 999
53 15 997
54 11 993
55 15 999
56 5 988
57 8 995
58 15 990
59 15 992
60 14 991
61 15 989
62 8 989
63 11 999
64 7 920
65 6 898
66 8 923
67 8 908
68 7 926
69 9 922
70 9 921
71 7 914
72 9 922
73 9 919
74 7 916
75 8 922
76 17 920
77 9 915
78 17 921
79 20 925
80 29 945
81 39 941
82 39 948
83 29 942
84 33 948
85 32 942
86 32 954
87 38 954
88 31 945
89 26 949
90 36 950
91 29 931
92 27 933
93 28 944
94 29 938
95 30 937
96 29 963
97 36 940
98 36 944
99 44 949
100 30 955
101 40 944
102 41 947
103 41 960
104 45 952
105 38 928
106 46 947
107 46 945
108 33 938
109 25 932
110 44 946
111 37 956
112 14 943
113 32 939
114 18 919
115 36 942
116 27 933
117 25 926
118 9 919
119 26 938
120 32 929
121 33 937
122 38 932
123 25 910
124 30 915
125 30 928
126 37 924
127 25 939
