Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 14 999
1 13 948
2 13 956
3 15 938
4 14 907
5 15 919
6 17 945
7 8 987
8 12 980
9 11 994
10 18 996
11 23 995
12 8 988
13 15 911
14 22 978
15 27 926
16 12 999
17 15 994
18 15 994
19 15 992
20 15 995
21 15 988
22 31 979
23 23 997
24 15 980
25 31 964
26 11 988
27 42 979
28 25 997
29 38 995
30 19 999
31 7 997
32 15 995
33 28 998
34 15 993
35 15 994
36 15 993
37 27 972
38 24 957
39 28 994
40 15 972
41 15 974
42 15 942
43 12 935
44 24 998
45 15 917
46 26 990
47 15 994
48 12 999
49 32 939
50 32 998
51 31 960
52 9 984
53 10 943
54 31 995
55 5 941
56 24 944
57 9 935
58 23 959
59 29 943
60 39 937
61 36 940
62 34 925
63 7 989
64 21 951
65 20 934
66 19 934
67 22 931
68 17 934
69 9 926
70 25 933
71 22 946
72 18 930
73 20 942
74 29 941
75 23 936
76 29 945
77 16 933
78 24 942
79 37 949
80 21 929
81 11 923
82 15 932
83 12 911
84 12 927
85 12 924
86 11 922
87 15 924
88 7 909
89 7 911
90 9 911
91 18 927
92 19 932
93 11 919
94 15 920
95 15 914
96 23 994
97 15 919
98 25 940
99 14 930
100 22 938
101 27 996
102 27 932
103 17 931
104 31 941
105 33 939
106 21 941
107 20 925
108 17 923
109 22 929
110 23 920
111 34 921
112 48 949
113 44 946
114 35 946
115 40 935
116 41 947
117 38 929
118 36 932
119 44 940
120 39 917
121 44 937
122 31 933
123 40 925
124 46 939
125 43 939
126 48 940
127 48 941
