Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  119.8  2.8  0.1  2.6  48.7  122.4  5.0  2.9  4.4  147.2  6026  15.0225  6035  13.9609 
 1  124.8  2.3  -4.1  1.9  27.4  157.4  4.9  -14.1  3.2  30.7  3315  14.0986  3266  14.436 
 2  120.1  3.9  3.9  3.2  85.8  125.4  2.1  -4.4  1.8  22.9  694  13.5317  695  14.817 
 3  133.9  3.2  -5.1  2.9  64.4  125.7  3.0  -0.1  2.7  57.4  4349  14.1106  4372  14.3634 
 4  130.0  3.0  -3.2  3.2  85.8  127.7  2.1  -2.3  2.3  40.1  4950  13.2966  4910  13.0692 
 5  122.9  3.7  2.6  2.5  51.6  129.1  2.7  -3.8  1.9  25.0  5711  13.9679  5697  13.9305 
 6  125.8  2.7  -2.6  2.1  36.6  131.3  1.0  -5.3  0.8  4.8  0 0 0 0
 7  131.8  4.0  -5.0  4.9  188.0  124.0  2.3  -2.1  2.3  24.9  271  14.3698  250  13.5867 
 8  138.7  1.5  -5.9  1.0  8.0  131.7  1.8  -5.4  1.3  11.0  0 0 0 0
 9  129.7  1.5  -4.4  1.3  11.7  127.1  1.7  0.9  1.4  14.1  4693  14.338  4662  14.8064 
 10  125.6  2.2  -2.1  2.4  45.2  126.8  1.7  0.5  1.8  24.0  6124  13.8029  6140  14.1058 
 11  116.8  5.6  -0.8  4.4  152.0  121.5  3.2  2.7  2.4  44.2  0 0 0 0
 12  129.1  4.9  -2.8  3.2  73.7  127.6  2.7  -1.0  1.8  21.7  0 0 0 0
 13  122.7  2.9  0.2  1.8  24.4  129.3  2.2  -4.3  1.4  12.9  6043  14.2462  6044  14.799 
 14  127.4  2.0  -6.2  1.6  18.6  123.1  3.7  0.6  2.9  60.8  0 0 0 0
 15  123.0  4.3  -2.8  4.0  120.5  126.1  4.5  -3.1  4.2  139.5  1109  13.7327  1061  14.367 
 16  117.4  3.1  6.8  3.7  117.4  112.4  2.2  2.6  2.9  65.6  4862  13.7762  4865  13.0841 
 17  121.9  2.5  -3.8  3.1  73.2  124.5  2.0  1.7  2.4  43.8  1283  13.1806  1189  13.8536 
 18  120.4  3.0  -0.8  3.1  74.6  121.6  2.1  -0.3  2.2  36.2  400  12.9652  409  13.2424 
 19  118.3  1.0  2.6  1.0  7.2  120.9  0.5  1.4  0.4  1.5  0 0 0 0
 20  120.3  4.7  2.4  3.7  109.8  121.0  3.3  -3.8  2.7  52.2  605  12.4343  642  12.833 
 21  111.1  2.1  4.1  2.3  42.2  123.9  2.4  9.0  2.4  50.6  4366  14.0416  4390  13.24 
 22  115.0  3.5  3.7  3.2  83.5  118.9  0.5  3.8  0.5  1.6  0  0  0  0 
 23  120.6  3.7  3.8  2.6  53.4  122.1  3.0  1.4  2.2  33.7  0 0 0 0
 24  122.5  4.9  -1.6  6.2  295.5  127.0  3.8  -3.7  4.8  170.7  6062  13.7555  6073  13.3844 
 25  115.6  2.1  5.9  2.8  65.7  116.1  1.1  1.5  1.5  18.3  5796  13.9784  5777  13.3571 
 26  120.6  3.6  0.2  3.6  97.2  114.2  2.3  6.9  2.2  38.1  245  12.6106  221  14.3957 
 27  128.2  4.8  -6.7  4.0  117.5  117.1  3.5  2.1  3.0  62.8  6054  13.5939  6051  13.7278 
 28  116.5  3.3  3.5  4.0  123.8  118.4  1.0  0.8  1.3  12.4  1458  12.7994  1408  13.08 
 29  122.0  2.6  1.3  1.8  24.4  126.0  3.1  2.5  2.1  32.1  0 0 0 0
 30  117.6  4.0  -0.1  2.9  58.9  119.0  2.9  -0.4  2.0  25.4  0 0 0 0
 31  120.8  3.0  0.6  2.8  60.9  113.1  3.4  2.3  3.3  81.6  4956  13.4739  4960  13.5179 
 32  120.1  2.1  -0.3  1.8  24.7  119.1  1.3  -2.0  1.1  9.5  0 0 0 0
 33  118.5  1.7  -0.1  2.2  41.9  119.3  2.6  5.4  3.4  93.2  0 0 0 0
 34  118.1  2.3  3.9  3.5  103.8  124.7  3.4  4.4  5.0  196.4  374  13.3099  350  12.1348 
 35  124.0  3.8  -1.2  3.6  97.6  121.2  3.1  4.3  2.9  50.6  0 0 0 0
 36  125.6  5.2  -2.3  7.8  288.4  122.5  2.4  1.3  4.5  168.2  1133  12.9947  1192  12.7196 
 37  129.3  2.7  -5.1  4.8  190.9  133.8  4.4  -8.7  7.8  489.5  5903  13.756  5890  13.1623 
 38  118.1  3.7  4.2  5.6  243.5  122.7  2.6  0.7  3.9  117.5  1103  13.3268  1083  12.2163 
 39  123.6  1.7  3.9  1.9  29.9  118.3  1.7  -3.9  2.0  27.2  406  13.64  433  12.1325 
 40  120.9  0.7  2.4  0.8  5.7  120.8  0.9  -2.0  1.1  9.7  0 0 0 0
 41  123.0  3.5  -3.5  2.8  55.1  128.5  5.3  1.2  4.1  120.3  0 0 0 0
 42  122.3  2.3  2.5  3.0  78.5  122.4  4.4  5.0  5.8  289.4  0 0 0 0
 43  122.4  1.1  -0.6  1.4  15.0  123.3  1.4  -1.8  1.7  22.6  0 0 0 0
 44  122.9  1.4  1.3  1.5  17.2  119.4  3.8  2.2  4.1  131.5  0 0 0 0
 45  125.8  5.7  -4.3  7.6  450.5  124.0  1.6  -2.4  2.2  40.5  5861  14.0358  5889  14.0256 
 46  116.8  1.6  3.6  2.0  31.0  117.8  1.5  3.3  1.9  29.2  4735  14.3534  4753  13.5853 
 47  117.7  4.2  6.9  5.6  257.1  135.3  4.1  -15.5  5.6  219.6  397  13.1158  418  13.4195 
 48  128.1  1.8  1.3  2.9  67.1  125.6  1.1  4.9  1.9  28.6  5963  13.4406  5973  14.3357 
 49  124.7  1.7  5.1  2.3  43.6  122.3  2.0  3.8  2.8  64.5  2515  14.0538  2472  13.8366 
 50  118.8  3.8  6.7  5.3  260.2  117.1  2.0  7.9  2.9  72.1  2821  13.7593  2793  13.2734 
 51  124.3  1.7  1.9  2.6  56.7  123.3  1.9  -0.4  3.1  76.0  5854  11.3959  5824  11.345 
 52  127.9  2.2  -1.3  3.0  72.1  124.7  1.5  5.8  2.0  33.5  5026  14.3484  5034  13.8296 
 53  123.4  0.4  4.7  0.6  3.2  124.7  1.0  0.4  1.3  14.0  417  14.8558  453  14.3986 
 54  121.1  1.3  1.1  1.5  17.5  125.1  1.0  -2.4  1.1  9.7  5885  13.4284  5886  14.1584 
 55  121.8  2.3  6.3  3.0  76.5  124.1  3.6  -2.0  4.8  188.8  0  0  0  0 
 56  126.3  3.1  0.6  5.0  215.7  130.3  2.9  -0.7  4.7  178.7  877  13.2477  854  14.5546 
 57  123.3  0.9  5.7  1.1  10.2  120.7  1.6  0.7  1.3  3.5  5960  14.168  5966  13.8822 
 58  119.2  2.8  7.1  4.8  190.8  128.6  5.8  1.6  9.7  771.9  6188  12.0106  6164  11.9774 
 59  122.5  1.7  3.3  2.4  47.0  121.0  2.2  -0.7  3.2  80.4  5361  13.8943  5324  13.9941 
 60  130.1  7.6  -1.4  12.8  1367.3  117.6  3.0  8.2  5.3  235.6  5558  13.8893  5540  13.9158 
 61  121.8  2.6  1.7  3.6  109.8  125.1  1.9  -2.3  2.6  54.0  0 0 0 0
 62  121.5  1.0  3.0  1.4  15.2  123.4  0.6  1.9  0.8  5.3  563  13.7933  528  13.499 
 63  127.0  0.7  -1.6  0.8  5.2  122.9  1.8  1.8  2.0  31.0  469  15  475  14.0729 
 64  130.2  1.5  -3.6  1.1  7.4  124.9  5.5  3.7  3.2  33.5  0 0 0 0
 65  126.2  3.2  -1.4  2.5  37.9  116.8  2.5  4.2  2.0  23.2  2344  13.9139  2296  13.7525 
 66  126.9  1.8  -4.6  1.2  9.3  123.7  1.5  4.3  1.0  6.2  0 0 0 0
 67  124.9  4.2  -0.1  3.2  63.8  126.6  3.7  0.8  2.7  42.1  0 0 0 0
 68  128.0  0.9  -1.0  0.7  2.9  121.0  2.6  2.1  2.0  23.9  5595  14.3121  5532  13.8992 
 69  128.7  2.8  -0.1  1.8  17.4  126.7  2.4  1.0  1.5  13.5  0 0 0 0
 70  127.3  2.2  -2.3  1.4  10.5  130.3  1.9  0.7  1.1  7.3  6067  13.9272  6060  13.9313 
 71  126.0  2.5  1.7  1.9  21.5  119.3  2.3  2.5  1.8  19.7  6133  14.4432  6127  14.7402 
 72  119.0  2.5  7.8  1.8  21.5  132.5  3.2  -6.1  2.4  31.5  1086  14.5646  1088  13.1204 
 73  130.4  1.3  -3.4  0.9  4.3  126.6  6.6  4.6  4.4  111.7  6090  14.7392  6093  14.804 
 74  127.2  2.0  -0.1  1.4  11.0  125.8  5.2  1.7  3.4  71.0  0 0 0 0
 75  129.0  3.7  -0.3  2.7  45.1  126.6  4.5  1.3  3.4  68.4  3228  14.742  3145  14.6011 
 76  120.7  1.9  2.0  1.4  11.2  117.3  0.8  3.2  0.6  2.0  2581  13.973  2567  15.0489 
 77  126.0  2.2  -0.9  1.6  16.7  128.5  2.7  1.2  2.0  22.9  5623  14.514  5672  14.6403 
 78  124.3  2.5  2.0  1.2  8.0  118.4  6.5  -0.5  3.3  58.6  6042  14.9485  6031  13.7111 
 79  125.7  1.3  3.5  0.8  4.3  126.9  4.5  -5.2  3.2  52.4  1151  13.4633  1107  14.5963 
 80  120.5  3.6  2.0  2.9  71.3  124.4  1.9  0.8  1.6  19.5  0 0 0 0
 81  112.8  3.6  2.2  2.5  51.5  128.5  3.5  -3.1  2.4  43.8  3388  13.3108  3429  13.5671 
 82  125.4  2.2  0.4  1.7  23.1  125.0  6.4  3.3  4.9  194.9  220  12.5659  235  12.8053 
 83  129.9  3.0  -2.9  2.8  67.8  123.7  1.1  -1.3  1.1  9.6  264  12.8311  246  12.5399 
 84  124.9  1.7  -3.3  1.7  24.3  117.5  3.2  4.2  2.5  32.2  635  12.992  675  13.679 
 85  125.6  2.4  2.2  2.2  42.1  125.8  1.6  -0.9  1.2  6.9  0 0 0 0
 86  126.3  2.9  -1.7  2.1  37.9  121.8  3.8  -4.6  3.0  65.6  6062  14.62  6053  14.0331 
 87  125.2  2.3  0.4  2.5  52.5  122.9  2.6  2.4  2.8  68.2  0 0 0 0
 88  124.7  3.6  -1.3  2.5  52.8  124.1  2.5  -0.1  1.8  25.2  0 0 0 0
 89  125.0  1.0  3.8  1.0  8.0  121.7  0.8  1.4  0.8  5.1  4650  13.8492  4662  13.3285 
 90  125.0  3.8  0.5  3.6  104.9  123.2  1.5  -3.1  1.2  6.0  0 0 0 0
 91  128.8  3.7  -1.3  3.2  79.9  125.3  2.9  -1.2  2.5  51.3  0 0 0 0
 92  125.2  4.2  1.0  4.5  165.4  123.7  2.4  3.0  2.0  19.1  3346  13.7861  3418  13.1345 
 93  126.9  4.1  -3.2  2.9  64.8  130.9  2.9  -2.0  1.7  10.9  0 0 0 0
 94  128.7  2.3  1.2  2.0  29.2  123.7  2.9  0.1  2.5  48.9  0 0 0 0
 95  121.9  2.2  0.9  2.1  36.7  130.9  3.0  -1.4  2.7  58.3  635  13.0078  597  14.3295 
 96  116.1  3.1  2.8  2.0  32.3  116.8  5.0  5.7  3.0  79.4  5874  14.2442  5849  13.7451 
 97  129.1  2.4  -4.3  1.5  16.0  124.9  6.1  1.4  3.7  112.8  0 0 0 0
 98  125.9  1.6  -1.9  1.0  7.5  129.2  2.3  0.3  1.3  13.5  0 0 0 0
 99  124.8  2.2  1.6  2.0  32.9  128.4  1.0  -1.0  0.9  7.1  0 0 0 0
 100  119.9  1.8  1.0  1.1  10.1  109.6  5.2  2.0  3.2  82.0  0 0 0 0
 101  121.9  2.0  1.6  1.3  15.5  131.0  1.6  -1.9  1.0  8.9  0 0 0 0
 102  121.5  2.3  2.2  1.6  23.6  124.3  2.3  1.1  1.6  21.0  0 0 0 0
 103  117.7  1.6  4.0  1.0  8.0  127.1  4.7  -5.5  3.0  62.6  6046  13.9321  6046  13.4422 
 104  121.2  1.9  0.8  1.2  11.8  124.3  3.8  2.5  2.3  42.1  4201  14.4183  4173  13.0664 
 105  130.2  3.3  -3.8  2.3  40.3  131.7  6.7  1.0  4.2  144.6  0 0 0 0
 106  120.0  1.5  -1.2  1.1  10.4  126.5  2.9  3.9  2.1  38.0  6070  13.8877  6082  14.3304 
 107  131.8  1.9  -5.7  1.6  20.8  125.7  3.3  3.4  2.6  58.9  0 0 0 0
 108  124.1  1.6  0.4  1.2  11.1  126.8  1.9  0.7  1.4  15.0  0 0 0 0
 109  120.3  2.2  1.7  1.5  17.6  126.6  3.4  0.1  2.2  39.7  0 0 0 0
 110  112.5  4.7  5.6  3.8  121.8  125.1  4.6  0.4  3.6  97.3  6062  14.0621  6073  13.4893 
 111  123.2  2.9  4.4  2.0  29.4  123.3  6.0  2.6  4.0  132.6  0 0 0 0
 112  117.8  2.7  -0.5  1.8  26.9  121.7  3.1  7.1  2.1  35.8  6059  11.6441  6046  11.7432 
 113  128.6  5.5  -0.9  5.8  165.3  119.8  3.4  3.8  4.6  187.3  6041  13.7022  6029  13.6969 
 114  122.2  0.4  2.6  0.3  0.8  122.6  0.4  0.9  0.3  1.0  790  12.2254  840  12.4901 
 115  123.5  4.4  2.2  4.5  97.5  118.5  2.7  6.7  3.5  104.0  5984  13.7275  5990  13.8251 
 116  121.8  2.3  1.7  1.7  26.8  131.6  2.3  -0.3  1.7  22.2  6066  12.0323  6070  11.6977 
 117  125.3  2.4  -1.3  2.9  71.2  116.9  3.8  3.9  4.6  180.0  6043  13.7857  6049  13.6931 
 118  116.3  4.1  1.7  3.0  76.9  126.6  4.9  -4.1  3.6  95.8  0  0  0  0 
 119  122.3  1.6  4.5  1.5  20.0  121.4  2.5  -0.8  2.6  50.0  6025  13.2947  6028  13.6845 
 120  123.4  3.4  -0.2  1.9  16.3  122.2  4.8  2.4  3.2  84.9  2924  13.395  2943  12.7324 
 121  124.9  2.4  -1.9  1.9  30.9  123.4  1.8  4.4  1.4  17.6  6055  13.8627  6041  14.0991 
 122  126.8  1.1  -2.1  0.9  7.2  126.3  0.9  3.7  0.8  4.7  6048  13.9241  6049  13.715 
 123  116.5  4.3  3.2  3.6  112.1  122.2  2.9  0.2  2.5  51.9  5527  14.1937  5536  14.4128 
 124  125.2  3.0  -1.0  2.5  47.7  121.0  2.0  1.8  1.6  19.5  2460  14.4144  2432  13.083 
 125  126.3  1.2  2.5  1.4  16.2  123.3  1.0  -1.9  1.2  11.2  5863  13.864  5842  14.2046 
 126  121.3  2.8  2.5  2.6  55.4  122.4  1.0  -0.2  1.0  7.9  960  12.9121  896  13.7926 
 127  128.1  3.9  -6.2  4.6  161.1  124.8  2.0  2.4  2.4  45.1  2374  14.4157  2460  12.965 
