Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 48 956
1 44 946
2 38 938
3 33 949
4 41 940
5 42 929
6 41 946
7 41 954
8 47 924
9 27 941
10 37 924
11 40 935
12 45 949
13 36 929
14 49 953
15 53 948
16 17 929
17 14 938
18 19 938
19 17 942
20 19 958
21 22 926
22 11 919
23 14 925
24 17 927
25 22 994
26 10 994
27 14 932
28 18 916
29 22 923
30 16 926
31 12 909
32 43 944
33 41 947
34 39 932
35 46 936
36 35 943
37 43 946
38 45 956
39 33 971
40 42 953
41 39 940
42 44 941
43 37 952
44 35 933
45 47 946
46 54 968
47 54 945
48 40 951
49 51 950
50 44 949
51 47 960
52 48 946
53 50 952
54 40 947
55 44 958
56 50 955
57 44 948
58 43 953
59 46 956
60 60 970
61 51 953
62 46 956
63 54 952
64 15 939
65 42 946
66 41 939
67 46 930
68 45 933
69 44 927
70 38 919
71 36 943
72 31 927
73 39 939
74 38 911
75 46 942
76 44 934
77 32 910
78 34 920
79 44 925
80 41 999
81 30 994
82 21 999
83 49 928
84 47 944
85 31 993
86 48 940
87 36 930
88 51 945
89 43 929
90 38 995
91 47 936
92 31 999
93 50 937
94 49 925
95 51 986
96 38 933
97 32 939
98 27 943
99 40 937
100 34 934
101 32 936
102 20 935
103 23 917
104 35 923
105 37 935
106 33 937
107 40 943
108 42 940
109 34 934
110 47 933
111 42 946
112 36 933
113 40 942
114 35 993
115 39 936
116 38 961
117 40 933
118 33 991
119 37 935
120 27 957
121 31 947
122 35 925
123 44 939
124 37 932
125 35 953
126 38 942
127 47 958
