Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  124.7  3.4  -1.9  3.1  72.3  130.5  1.6  -0.1  1.4  14.5  6076  14.634  6077  13.6043 
 1  128.0  2.4  -3.3  2.1  30.7  142.6  2.0  -8.3  1.3  5.4  3501  13.2759  3480  14.0599 
 2  121.7  1.2  2.7  1.0  7.9  123.1  2.3  -4.6  1.9  27.2  620  13.6096  693  14.3106 
 3  128.8  2.4  0.7  2.1  34.6  128.8  1.4  -4.2  1.3  12.6  4370  14.0349  4308  13.547 
 4  127.6  2.5  -2.0  2.7  58.3  126.9  1.8  -2.1  1.9  27.9  6137  13.0706  6116  12.9823 
 5  126.6  3.0  -1.5  2.1  34.5  132.5  3.0  -4.1  2.2  31.8  5964  13.818  5945  13.7951 
 6  122.5  1.5  5.6  1.2  11.7  130.9  0.9  -6.6  0.7  3.6  0 0 0 0
 7  127.8  3.2  -0.5  3.9  120.2  128.0  4.6  -2.1  4.7  99.7  340  13.2677  333  14.2082 
 8  134.7  1.7  -0.4  1.2  9.9  133.9  2.7  -5.9  1.9  24.9  0 0 0 0
 9  130.9  2.6  -7.7  2.1  32.1  128.2  1.2  0.2  1.0  7.0  4957  13.4278  4896  14.0377 
 10  125.5  2.2  -2.5  2.4  42.7  127.0  1.4  -1.6  1.5  18.2  6181  13.9335  6180  13.6961 
 11  125.7  1.7  -2.4  1.3  13.4  127.5  1.7  -0.7  1.3  12.5  0 0 0 0
 12  128.4  4.5  0.7  2.9  61.5  130.2  2.4  -2.5  1.6  18.2  0 0 0 0
 13  126.5  2.7  -0.1  1.7  21.9  126.9  2.4  -3.1  1.6  16.2  6095  14.252  6085  14.3821 
 14  126.0  2.1  -5.0  1.7  21.2  135.1  3.9  -5.5  3.0  67.2  0 0 0 0
 15  127.0  2.0  -2.6  1.9  26.9  124.1  1.2  -1.8  1.1  9.9  1208  13.7289  1217  14.4665 
 16  128.9  4.7  2.4  5.6  265.1  115.9  4.0  2.2  5.1  206.7  4671  14.1314  4665  13.5109 
 17  122.9  3.7  -0.0  4.6  154.6  126.8  1.9  3.5  2.3  40.2  1133  13.6477  1206  13.6349 
 18  121.0  3.0  1.5  3.1  75.8  124.4  2.0  1.6  2.0  32.5  524  12.7799  540  13.0362 
 19  121.9  1.8  4.1  1.7  21.3  125.4  1.6  2.4  1.4  15.8  0 0 0 0
 20  128.6  3.5  -0.3  2.7  59.9  128.8  3.2  -4.6  2.7  50.3  670  13.5962  655  13.5178 
 21  122.5  2.1  -2.7  2.3  41.6  127.9  1.2  5.9  1.1  11.4  4172  14.4745  4181  13.5298 
 22  117.9  3.2  4.9  2.8  67.7  126.1  0.6  1.3  0.5  2.2  273  13.0896  290  14.0951 
 23  125.5  2.2  -0.3  1.6  19.2  126.7  2.1  1.6  1.5  16.2  0 0 0 0
 24  125.2  4.9  2.1  6.3  302.2  129.1  3.6  0.5  4.5  147.8  6113  13.7529  6126  13.6739 
 25  127.6  2.2  0.3  3.0  73.1  123.8  1.3  3.0  1.8  26.9  5799  14.4222  5795  13.8183 
 26  129.0  2.8  -3.7  2.8  60.9  128.9  3.0  -1.8  2.9  65.6  243  13.8688  268  13.8178 
 27  129.6  4.1  -1.9  3.5  89.5  127.1  5.0  -2.5  4.3  132.8  6091  14.0795  6092  14.0608 
 28  123.2  3.3  -0.1  3.9  120.3  126.7  0.7  0.4  0.8  5.5  1435  13.5285  1496  13.496 
 29  122.3  3.0  1.5  2.1  31.8  128.6  3.3  2.3  2.2  36.3  0 0 0 0
 30  125.0  3.0  -4.6  2.2  34.5  116.1  6.3  3.6  4.4  122.7  0 0 0 0
 31  124.1  2.0  2.6  1.8  26.5  124.9  3.6  -2.8  3.5  91.7  4846  14.6712  4878  13.9753 
 32  125.1  1.6  0.7  1.4  14.6  120.7  2.1  -2.5  1.9  25.5  0 0 0 0
 33  123.8  1.4  2.4  1.9  30.6  122.2  2.6  1.4  3.4  96.3  0 0 0 0
 34  124.9  6.8  1.6  10.5  921.3  125.9  3.0  -0.4  4.4  152.3  362  14.6091  371  12.9108 
 35  127.4  3.6  -1.8  3.4  87.9  120.3  3.5  4.6  3.4  67.6  0 0 0 0
 36  132.3  7.2  -5.8  11.7  351.7  46.3  77.8  195.0  143.9  171126.0  1295  13.0163  1289  13.0533 
 37  130.7  4.8  -5.5  7.8  392.1  135.5  4.1  -11.5  7.8  287.4  5971  13.5915  5962  13.7766 
 38  126.1  2.8  1.2  4.3  142.9  134.9  3.8  -12.4  6.1  168.7  1067  12.8967  1065  13.4097 
 39  125.5  1.3  1.8  1.4  16.2  123.2  2.1  -7.5  2.5  42.4  481  13.2713  468  12.9911 
 40  125.8  1.4  1.8  1.7  24.4  121.6  0.7  0.7  0.9  6.8  0 0 0 0
