Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 15 999
1 26 984
2 32 948
3 29 936
4 10 955
5 35 990
6 30 926
7 30 933
8 34 933
9 28 943
10 29 918
11 30 929
12 31 942
13 31 911
14 34 933
15 33 941
16 31 987
17 41 983
18 18 935
19 31 986
20 37 986
21 30 979
22 32 967
23 23 939
24 45 940
25 35 925
26 33 933
27 42 934
28 42 983
29 34 940
30 40 919
31 39 932
32 12 994
33 19 917
34 27 952
35 21 987
36 29 957
37 13 934
38 26 938
39 19 928
40 31 961
41 17 945
42 32 948
43 14 987
44 23 943
45 20 924
46 23 942
47 31 941
48 28 940
49 19 941
50 26 929
51 14 931
52 35 941
53 25 949
54 18 924
55 30 937
56 21 930
57 29 946
58 27 937
59 31 933
60 26 935
61 29 949
62 37 937
63 41 940
64 41 953
65 31 932
66 26 921
67 35 935
68 31 932
69 35 923
70 36 946
71 34 933
72 30 948
73 35 925
74 39 934
75 39 936
76 33 937
77 31 947
78 32 923
79 45 953
80 19 940
81 24 939
82 21 936
83 21 927
84 17 930
85 25 932
86 17 925
87 27 940
88 28 932
89 13 928
90 25 929
91 23 932
92 17 934
93 20 917
94 35 927
95 22 927
96 20 933
97 34 934
98 35 946
99 24 947
100 14 945
101 24 934
102 24 930
103 37 951
104 23 929
105 31 945
106 24 921
107 30 949
108 24 942
109 36 939
110 31 942
111 30 933
112 39 962
113 37 964
114 34 952
115 32 942
116 15 941
117 38 947
118 31 945
119 5 947
120 43 951
121 34 942
122 38 951
123 49 949
124 32 997
125 34 927
126 38 941
127 40 948
