Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 63.6 2.5 66.0 2.4 73.5 1.2 73.3 1.2 
1 69.0 2.3 67.4 2.2 72.4 1.1 69.9 1.2 
2 66.0 2.2 67.3 2.1 81.6 1.4 77.7 1.2 
3 59.9 2.3 60.1 2.2 74.8 1.5 75.8 1.1 
4 70.1 2.3 64.8 2.3 79.1 1.2 77.1 1.2 
5 65.2 2.0 69.8 2.2 70.8 1.3 68.2 1.4 
6 70.1 2.2 68.6 2.4 76.5 1.1 80.5 1.4 
7 67.2 2.2 71.0 2.3 74.5 1.3 76.2 1.1 
8 67.1 2.5 68.6 2.3 75.9 1.2 72.7 1.1 
9 70.1 2.2 66.9 2.2 73.1 1.2 77.2 1.4 
10 65.5 2.3 67.9 2.3 70.1 1.3 71.9 1.1 
11 61.8 2.5 60.7 2.3 78.8 1.2 76.3 1.1 
12 67.7 2.5 62.9 2.4 74.2 1.3 72.3 1.1 
13 70.3 2.3 67.2 2.3 78.8 1.2 76.2 1.1 
14 69.7 2.2 66.7 2.3 74.4 1.4 80.6 1.2 
15 60.5 2.3 70.1 2.5 79.7 1.2 76.0 1.3 
16 72.3 1.9 69.7 2.0 78.0 1.2 79.6 1.1 
17 74.6 2.1 75.0 2.1 79.9 1.1 77.6 1.1 
18 78.2 2.1 68.8 2.0 87.7 1.1 84.1 1.1 
19 73.5 2.1 75.5 2.0 79.4 1.2 75.0 1.5 
20 78.6 1.9 73.6 2.2 81.1 1.2 76.8 1.1 
21 77.1 2.0 77.5 2.2 78.5 1.2 76.8 1.1 
22 75.8 2.0 71.5 2.0 82.8 1.2 80.5 1.2 
23 76.4 2.2 74.0 2.1 82.7 1.2 83.2 1.1 
24 69.3 2.0 71.9 2.0 79.1 1.4 81.8 1.3 
25 72.9 2.2 72.4 2.0 82.9 1.2 80.4 1.2 
26 77.6 2.2 76.9 1.9 76.6 1.1 79.6 1.0 
