Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 6 997
1 8 998
2 6 996
3 8 999
4 6 989
5 6 999
6 7 995
7 7 999
8 11 994
9 6 944
10 7 997
11 7 999
12 10 999
13 9 998
14 8 991
15 6 999
16 25 998
17 26 985
18 30 993
19 31 997
20 20 997
21 29 980
22 31 992
23 17 997
24 24 995
25 31 957
26 22 992
27 24 991
28 7 983
29 16 996
30 31 998
31 9 996
32 31 997
33 5 996
34 31 997
35 26 989
36 31 966
37 31 985
38 26 998
39 29 995
40 30 997
41 31 999
42 20 947
43 31 998
44 31 994
45 21 994
46 31 999
47 31 998
48 15 996
49 18 992
50 26 986
51 14 994
52 30 999
53 23 999
54 10 981
55 11 992
56 10 973
57 21 936
58 31 977
59 14 955
60 31 997
61 31 989
62 11 995
63 31 997
64 37 951
65 31 962
66 36 941
67 36 947
68 36 935
69 40 940
70 39 940
71 34 963
72 43 949
73 20 922
74 40 938
75 41 949
76 41 946
77 44 958
78 39 935
79 48 946
80 25 935
81 28 926
82 35 930
83 35 939
84 35 944
85 35 932
86 31 933
87 36 939
88 25 924
89 25 951
90 25 947
91 31 929
92 29 931
93 42 944
94 27 939
95 42 941
96 33 930
97 40 941
98 33 942
99 41 949
100 38 938
101 39 945
102 40 935
103 51 958
104 37 942
105 38 923
106 41 936
107 31 931
108 47 947
109 44 942
110 39 920
111 38 933
112 6 899
113 6 895
114 6 914
115 9 907
116 6 911
117 7 901
118 8 902
119 6 904
120 7 903
121 6 906
122 7 907
123 6 899
124 6 915
125 6 904
126 7 899
127 10 892
