Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 27 967
1 28 966
2 26 938
3 19 934
4 30 949
5 21 968
6 19 941
7 33 941
8 39 957
9 31 934
10 29 933
11 41 937
12 33 945
13 27 936
14 37 931
15 33 930
16 10 939
17 16 918
18 23 918
19 30 927
20 15 926
21 26 913
22 17 925
23 28 919
24 22 912
25 12 983
26 25 922
27 17 929
28 21 941
29 16 937
30 32 930
31 29 979
32 22 928
33 9 914
34 17 914
35 12 929
36 10 929
37 8 909
38 17 926
39 9 983
40 9 901
41 13 913
42 10 911
43 21 927
44 20 911
45 17 916
46 11 921
47 15 904
48 7 920
49 13 911
50 13 911
51 14 926
52 9 920
53 18 910
54 7 907
55 7 911
56 18 912
57 12 923
58 7 905
59 18 916
60 8 918
61 7 926
62 17 918
63 18 910
64 7 907
65 9 907
66 7 906
67 12 909
68 6 906
69 9 913
70 17 920
71 6 960
72 8 920
73 7 910
74 8 902
75 6 910
76 14 921
77 15 938
78 14 914
79 15 909
80 18 906
81 18 926
82 20 913
83 25 921
84 18 910
85 31 921
86 26 914
87 25 908
88 25 911
89 26 916
90 20 926
91 23 914
92 19 927
93 13 921
94 21 911
95 27 917
96 10 926
97 6 908
98 7 917
99 8 917
100 7 916
101 6 910
102 11 912
103 17 920
104 10 918
105 12 907
106 7 910
107 13 919
108 7 888
109 8 904
110 10 914
111 10 905
112 17 928
113 6 910
114 13 924
115 13 908
116 22 928
117 12 907
118 7 903
119 11 914
120 19 926
121 12 913
122 14 921
123 19 915
124 13 914
125 9 937
126 21 918
127 13 916
