Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 788
1 793
2 797
3 792
4 799
5 786
6 778
7 797
8 785
9 783
10 795
11 764
12 790
13 799
14 790
15 801
16 761
17 759
18 780
19 757
20 761
21 762
22 765
23 765
24 758
25 758
26 756
27 747
28 758
29 752
30 759
31 766
32 816
33 816
34 826
35 826
36 834
37 836
38 820
39 831
40 829
41 822
42 821
43 827
44 821
45 823
46 832
47 830
48 745
49 757
50 739
51 756
52 758
53 751
54 754
55 747
56 765
57 767
58 765
59 760
60 744
61 753
62 749
63 762
64 801
65 824
66 808
67 800
68 806
69 804
70 795
71 808
72 806
73 796
74 785
75 807
76 799
77 798
78 800
79 813
80 764
81 768
82 773
83 766
84 773
85 760
86 781
87 769
88 749
89 767
90 784
91 762
92 770
93 769
94 752
95 760
96 773
97 751
98 764
99 764
100 765
101 772
102 770
103 760
104 763
105 753
106 769
107 760
108 776
109 737
110 767
111 765
112 931
113 846
114 825
115 910
116 776
117 891
118 773
119 760
120 784
121 788
122 776
123 775
124 780
125 781
126 771
127 785
