Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 794
1 753
2 759
3 757
4 758
5 748
6 753
7 759
8 753
9 768
10 761
11 757
12 757
13 748
14 770
15 764
16 751
17 762
18 751
19 760
20 747
21 740
22 758
23 753
24 745
25 752
26 748
27 740
28 757
29 724
30 731
31 754
32 753
33 757
34 768
35 753
36 761
37 768
38 765
39 761
40 772
41 765
42 763
43 761
44 772
45 758
46 776
47 771
48 792
49 795
50 792
51 783
52 788
53 784
54 803
55 799
56 800
57 793
58 786
59 802
60 774
61 787
62 796
63 787
64 931
65 1010
66 792
67 781
68 794
69 776
70 789
71 791
72 784
73 795
74 785
75 793
76 803
77 787
78 781
79 808
80 778
81 786
82 788
83 783
84 793
85 757
86 778
87 783
88 777
89 795
90 780
91 799
92 788
93 789
94 786
95 794
96 984
97 743
98 784
99 777
100 759
101 723
102 785
103 756
104 780
105 785
106 778
107 784
108 792
109 767
110 776
111 790
112 1004
113 845
114 995
115 772
116 972
117 785
118 1016
119 776
120 771
121 769
122 761
123 779
124 778
125 787
126 780
127 784
