Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 64.8 2.7 64.6 2.5 77.2 1.2 80.7 1.3 
1 69.7 2.5 67.1 2.7 75.0 1.2 73.2 1.1 
2 67.1 2.4 69.5 2.5 77.0 1.2 79.7 1.2 
3 76.9 2.5 74.5 2.5 73.2 1.3 77.2 1.5 
4 70.2 2.5 67.1 2.6 73.6 1.3 74.9 1.2 
5 70.2 2.6 68.0 2.5 74.3 1.3 75.8 1.1 
6 75.1 2.5 69.2 2.7 74.2 1.4 71.7 1.5 
7 64.1 2.8 69.1 2.5 73.8 1.4 79.4 1.2 
8 78.4 2.9 77.9 2.8 76.3 1.2 76.0 1.5 
9 73.3 2.6 67.1 2.8 75.7 1.2 73.5 1.1 
10 72.0 2.6 70.6 2.8 76.2 1.3 82.5 1.4 
11 69.1 2.6 74.0 2.6 73.3 1.3 75.0 1.2 
12 71.4 2.7 69.3 2.6 74.4 1.4 76.1 1.1 
13 68.2 2.4 72.8 2.5 74.9 1.3 73.0 1.1 
14 69.7 2.5 68.5 2.7 75.7 1.2 73.9 1.2 
15 69.9 2.6 74.1 2.6 77.8 1.5 73.8 1.2 
16 84.4 2.5 86.2 2.5 93.5 1.2 95.7 1.1 
17 80.6 2.6 83.2 2.4 88.8 1.2 88.7 1.2 
18 88.6 2.5 90.3 2.6 94.0 1.5 87.6 1.2 
19 86.8 2.4 89.6 2.4 91.1 1.3 87.8 1.2 
20 83.7 2.5 83.6 2.4 91.4 1.4 92.2 1.0 
21 83.3 2.6 88.1 2.7 87.4 1.4 92.0 1.1 
22 81.3 2.5 84.8 2.4 88.4 1.2 90.7 1.2 
23 81.2 2.5 82.5 2.6 93.6 1.3 96.5 1.2 
24 82.1 2.8 85.9 2.6 84.4 1.2 87.6 1.0 
25 86.2 2.5 80.2 2.6 88.1 1.2 85.5 1.1 
26 81.8 2.7 82.6 2.7 92.3 1.2 87.9 1.1 
27 89.3 2.7 87.3 2.4 92.2 1.2 89.6 1.2 
28 84.5 2.6 83.2 2.5 90.2 1.4 95.4 1.1 
29 86.2 2.5 77.0 2.6 95.8 1.2 91.8 1.5 
30 89.5 2.7 81.7 2.7 92.8 1.1 94.7 1.2 
