Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 77.9 2.5 76.3 2.4 84.4 1.2 82.1 1.1 
1 76.8 2.2 76.8 2.5 80.8 1.2 85.2 1.2 
2 78.4 2.4 80.8 2.3 80.8 1.1 82.6 1.1 
3 79.6 2.1 74.3 2.2 85.6 1.2 79.2 1.3 
4 74.7 2.5 76.5 2.4 82.8 1.3 84.9 1.4 
5 71.8 2.1 75.6 2.1 79.0 1.3 83.8 1.1 
6 80.0 2.2 78.3 2.4 86.8 1.1 85.2 1.1 
7 85.2 2.1 82.4 2.1 82.2 1.4 87.0 1.2 
8 79.3 2.3 81.7 2.4 82.6 1.4 87.8 1.1 
9 76.0 2.2 77.0 2.4 85.7 1.2 76.6 1.2 
10 77.1 2.5 74.4 2.4 83.8 1.4 87.4 1.0 
11 76.9 2.5 74.2 2.3 80.2 1.2 83.7 1.1 
12 72.2 2.3 74.2 2.2 87.5 1.1 85.5 1.1 
13 73.5 2.4 75.7 2.2 88.1 1.1 81.4 1.3 
14 78.6 2.2 81.5 2.2 84.4 1.3 81.2 1.1 
15 72.4 2.1 74.2 2.3 85.7 1.4 81.6 1.4 
16 85.8 2.0 79.6 1.9 96.0 1.1 93.7 1.1 
17 79.8 2.0 80.7 1.9 89.4 1.4 85.8 1.0 
18 82.3 2.1 82.3 2.1 91.1 1.2 88.2 1.0 
19 76.7 2.0 78.4 2.1 92.3 1.3 89.4 1.1 
20 78.3 2.0 86.3 2.0 92.5 1.1 85.1 1.2 
21 80.5 2.3 78.2 2.1 85.6 1.3 90.8 1.2 
22 82.5 2.1 78.9 2.0 88.3 1.1 85.1 1.1 
23 74.6 2.0 76.4 2.2 85.7 1.2 92.3 1.2 
24 79.8 2.1 84.5 2.1 85.2 1.2 87.1 1.0 
25 79.5 2.1 74.5 2.2 91.8 1.1 87.8 1.2 
26 81.1 2.0 79.4 2.0 92.4 1.1 88.8 1.1 
27 78.3 2.0 74.5 2.2 87.1 1.2 80.5 1.1 
28 76.9 2.0 78.5 2.0 86.4 1.2 84.1 1.1 
29 83.1 2.1 80.3 2.1 84.6 1.1 81.9 1.1 
30 82.2 2.1 77.3 2.1 84.3 1.2 85.2 1.5 
31 80.0 2.2 81.3 2.1 87.1 1.3 90.0 1.0 
32 78.5 3.6 83.2 3.5 87.6 1.2 86.9 1.6 
33 74.2 3.0 75.3 3.3 84.4 1.2 81.9 1.3 
34 79.0 3.1 86.3 3.1 86.7 1.3 84.6 1.2 
35 81.4 2.8 79.9 2.8 88.0 1.4 90.4 1.2 
36 87.6 3.4 83.2 3.4 87.5 1.2 84.8 1.6 
37 77.4 2.8 78.1 2.9 83.4 1.3 81.2 1.2 
38 85.3 3.5 85.6 3.4 89.8 1.2 88.1 1.1 
39 79.5 2.7 80.7 2.8 82.3 1.4 85.2 1.4 
