Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  123.4  2.9  -6.2  2.7  53.8  124.5  1.9  2.9  1.7  22.2  6002  14.4833  6012  13.9073 
 1  121.0  3.9  -2.8  3.3  79.8  142.7  3.5  -8.1  2.3  16.0  3398  13.8206  3484  14.6897 
 2  120.7  2.2  4.6  1.8  28.2  116.7  3.9  -3.3  3.3  80.8  695  13.5087  667  14.01 
 3  124.1  2.7  1.4  2.4  45.1  125.8  2.1  -3.4  1.9  26.8  4413  13.5554  4389  13.6082 
 4  122.6  3.1  2.3  3.3  91.0  123.2  1.5  0.1  1.6  19.2  6023  13.501  6058  13.2815 
 5  126.8  4.0  2.5  2.8  60.9  128.2  1.7  -8.0  1.3  10.5  6031  13.7153  6015  13.5345 
 6  123.6  1.1  1.5  0.9  6.4  127.3  2.7  -2.0  2.2  33.5  0 0 0 0
 7  130.7  3.0  -9.5  3.6  105.2  121.1  1.9  0.9  2.0  17.4  326  13.4572  326  13.6028 
 8  137.4  2.1  -0.1  1.4  14.3  128.1  2.7  -6.3  1.9  24.3  0 0 0 0
 9  129.4  1.2  -8.4  1.0  6.6  125.1  2.4  3.6  2.0  30.0  4756  14.0029  4815  14.5873 
 10  124.6  2.3  -2.2  2.5  47.1  124.3  1.4  -1.7  1.5  16.5  6109  13.7581  6105  14.13 
 11  119.4  3.3  -1.0  2.6  53.9  125.0  3.4  3.5  2.6  50.6  0 0 0 0
 12  130.3  5.0  0.2  3.3  77.1  129.9  2.2  -3.8  1.5  15.4  0 0 0 0
 13  125.8  0.7  1.4  0.4  1.3  125.9  1.8  -3.5  1.2  9.4  6008  14.2956  6011  14.3807 
 14  122.7  2.9  -4.8  2.4  38.8  124.7  4.3  0.8  3.4  81.9  0 0 0 0
 15  127.6  3.5  -4.0  3.2  79.1  120.1  2.8  0.5  2.6  54.0  1226  13.2971  1265  14.4014 
 16  119.8  3.7  6.0  4.4  166.1  114.3  4.3  1.5  5.5  237.6  4618  13.6187  4692  13.5175 
 17  126.4  0.8  -6.6  1.0  8.0  127.5  3.8  2.7  4.5  162.6  1227  13.5073  1230  13.6882 
 18  119.2  2.3  -2.0  2.4  43.2  120.3  1.5  1.1  1.6  19.5  434  12.1883  440  13.8189 
 19  115.8  1.9  6.8  1.8  25.4  119.7  0.5  -0.5  0.5  1.6  0 0 0 0
 20  120.6  2.7  3.5  2.1  35.7  122.5  5.2  -3.6  4.3  133.1  630  12.6648  630  13.3606 
 21  119.5  2.5  -6.5  2.7  58.9  126.6  1.3  5.8  1.3  14.1  4157  13.8117  4126  14.215 
 22  109.8  3.9  6.9  3.5  103.8  125.7  2.9  3.0  2.5  48.9  212  13.3105  210  13.8098 
 23  120.1  4.2  1.1  3.0  68.6  124.3  2.4  -1.1  1.7  21.6  0 0 0 0
 24  127.6  5.8  -4.7  7.5  424.6  126.3  3.4  -5.2  4.2  133.3  6049  13.8763  6031  13.5435 
 25  117.8  1.0  5.3  1.3  14.7  117.9  2.0  2.1  2.7  59.6  5718  14.0624  5712  13.8175 
 26  116.3  4.5  0.2  4.5  154.2  120.1  2.7  4.5  2.6  52.5  0  0  0  0 
 27  122.9  3.0  -0.7  2.6  48.0  122.4  3.4  1.0  2.9  61.4  6012  14.2327  6012  14.3635 
 28  126.8  5.0  -0.8  6.0  278.9  117.0  3.8  5.7  4.6  167.1  1561  13.7505  1556  13.0408 
 29  117.3  3.3  0.7  2.3  39.7  121.7  4.6  5.9  3.0  68.0  0 0 0 0
 30  120.8  4.3  -0.4  3.1  70.2  124.3  2.9  -2.7  2.0  25.6  0 0 0 0
 31  114.0  3.0  8.6  2.8  62.3  117.8  3.1  -2.1  3.0  68.2  4857  14.6444  4902  13.891 
 32  127.1  1.6  -5.3  1.4  15.1  120.0  1.5  3.3  1.3  12.9  0 0 0 0
 33  121.2  2.0  1.7  2.6  57.6  119.7  2.5  6.6  3.3  86.4  0 0 0 0
 34  122.3  10.4  -0.3  16.0  2143.8  135.0  4.4  -10.1  6.4  324.5  394  13.8612  396  11.5895 
 35  128.0  2.7  -1.3  2.6  49.8  122.6  3.6  3.2  3.5  71.6  0 0 0 0
 36  135.3  8.1  -11.5  12.2  694.3  125.2  5.4  -0.2  10.1  835.2  1295  13.3419  1226  12.4963 
 37  122.6  3.6  3.5  6.5  346.3  119.9  3.0  2.6  5.2  219.9  5888  14.1598  5888  13.8244 
 38  123.1  2.6  1.0  3.9  121.4  121.6  4.1  3.2  6.1  286.1  1060  12.931  1100  13.7591 
 39  123.8  0.9  -0.0  1.0  8.3  124.4  3.5  -6.5  4.1  119.1  533  13.4534  519  12.3572 
 40  125.8  1.7  -1.8  2.2  37.9  123.1  0.5  -0.5  0.6  2.6  0 0 0 0
 41  125.9  1.7  -3.9  1.4  13.8  135.5  6.2  -4.2  4.8  163.9  0 0 0 0
 42  120.7  1.5  3.0  2.0  34.4  121.9  5.8  9.3  7.6  502.2  0 0 0 0
 43  124.1  2.0  2.1  2.5  51.2  125.8  1.3  -3.7  1.6  20.9  0 0 0 0
 44  123.6  1.4  2.2  1.5  17.0  121.7  3.6  0.7  3.9  119.3  0 0 0 0
 45  132.5  3.2  -8.7  4.2  138.8  128.7  1.9  -3.2  2.6  54.2  5889  14.2556  5868  14.1827 
 46  123.6  1.0  -2.2  1.3  12.7  124.6  2.3  0.3  2.9  66.9  4869  14.6546  4873  13.3321 
 47  126.9  3.6  -1.4  4.8  184.7  128.4  2.9  -4.2  3.9  109.3  494  13.8002  515  13.2281 
 48  118.9  3.3  1.7  5.4  235.1  114.5  2.6  5.3  4.3  154.2  5961  13.3237  5967  13.0792 
 49  124.9  3.8  -2.1  5.1  223.5  114.1  2.2  7.9  3.0  74.8  3085  12.2735  3081  13.4198 
 50  109.8  3.8  12.9  5.4  261.0  114.8  1.8  3.7  2.6  59.4  2950  12.9841  2915  13.0807 
 51  118.3  1.8  4.9  2.8  64.6  117.4  1.3  -2.1  2.1  34.9  6058  12.575  6069  12.4465 
 52  113.8  3.8  6.0  5.2  208.8  117.1  1.7  5.8  2.3  41.7  5190  12.9278  5181  13.5702 
 53  118.5  1.0  10.5  1.3  14.6  121.6  1.8  -0.1  2.5  50.1  572  13.1376  602  13.0752 
 54  116.4  1.6  0.1  1.8  25.7  119.0  0.8  0.9  0.9  6.6  6011  13.3526  6073  13.9061 
 55  118.4  2.8  3.5  3.7  113.3  112.1  1.4  9.5  1.9  30.5  313  12.8106  320  13.9276 
 56  125.6  2.3  -1.6  3.7  116.2  126.2  2.4  -6.2  3.9  122.9  1043  12.7753  1032  13.284 
 57  120.5  1.0  -1.5  1.3  12.7  123.5  2.3  1.8  1.9  7.5  6004  13.7  5993  13.4243 
 58  117.9  1.2  3.0  2.1  36.2  122.2  4.3  -0.0  7.2  428.9  6258  13.1031  6225  13.0374 
 59  119.8  1.2  3.6  1.7  24.4  117.7  1.4  -1.4  2.0  30.8  5543  13.3704  5591  13.9043 
 60  115.0  2.7  6.6  3.6  59.6  113.2  2.2  3.6  4.0  132.2  6017  13.3198  6019  13.4741 
 61  112.5  2.3  4.9  3.2  84.0  119.3  0.7  -1.3  0.9  6.9  0 0 0 0
 62  120.0  1.0  -1.9  1.3  13.3  122.2  3.2  -2.7  4.2  143.3  711  12.5117  707  12.3748 
 63  119.9  1.1  -1.4  1.2  12.1  117.5  1.6  3.3  1.8  24.7  601  13.4811  624  13.4533 
 64  124.5  1.8  -1.8  1.3  13.6  128.0  7.0  3.1  4.0  71.7  0 0 0 0
 65  125.2  3.4  -0.9  2.6  55.4  121.3  1.8  2.1  1.4  15.7  2643  13.5342  2579  13.2647 
 66  129.0  1.2  -3.4  0.8  5.1  128.5  1.5  5.1  1.0  8.5  0 0 0 0
