Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  129.0  2.5  -6.8  2.3  39.1  129.6  3.0  -1.9  2.7  54.7  5903  15.2896  5906  14.6473 
 1  132.9  1.4  -7.6  1.2  10.0  134.1  4.3  -6.1  2.8  23.6  3469  14.5885  3469  14.3038 
 2  117.2  1.7  2.5  1.4  17.2  116.9  3.0  -2.3  2.6  48.2  743  14.0331  741  13.955 
 3  125.2  3.3  -2.1  3.0  70.0  125.9  2.2  -3.0  2.0  29.6  4593  13.9628  4610  14.8325 
 4  122.2  1.5  -0.4  1.6  21.8  120.2  2.0  -0.7  2.1  35.6  4202  13.5319  4160  13.3746 
 5  126.9  4.2  1.1  2.9  68.4  128.0  1.7  -5.7  1.2  9.8  5672  14.4922  5683  14.4079 
 6  122.3  2.9  -2.8  2.3  42.5  125.0  0.9  -0.0  0.7  3.5  0 0 0 0
 7  132.6  2.4  -8.2  2.9  68.8  121.7  1.4  -0.6  1.4  9.1  350  14.1364  382  13.2775 
 8  129.0  4.0  -2.1  2.7  53.8  127.0  1.8  -6.2  1.3  10.9  0 0 0 0
 9  127.3  1.8  -6.6  1.5  15.8  123.6  1.3  0.2  1.0  8.2  4909  14.2047  4932  14.9253 
 10  125.8  2.2  -4.9  2.4  43.8  125.2  1.0  -2.3  1.0  8.2  6007  14.3826  6000  14.8174 
 11  123.5  4.2  -2.1  3.3  85.8  130.1  1.4  -1.3  1.1  8.4  0 0 0 0
 12  123.8  4.9  -2.2  3.2  74.4  124.0  2.4  -2.8  1.6  17.1  0 0 0 0
 13  125.7  1.7  -0.7  1.1  9.0  127.2  2.1  -3.9  1.3  12.1  5913  15.3212  5906  14.9387 
 14  125.8  4.9  -6.5  4.1  116.3  123.7  2.5  -0.9  2.0  28.8  0 0 0 0
 15  122.4  3.0  -4.6  2.8  59.3  119.6  1.5  1.4  1.4  14.5  1190  14.3513  1153  14.8202 
 16  114.4  7.0  14.8  8.4  595.0  118.3  0.7  -0.1  0.8  5.6  4792  14.1451  4829  14.3403 
 17  122.0  2.9  -2.3  3.6  96.8  121.9  4.5  6.4  5.3  221.4  1249  14.5025  1230  13.9057 
 18  126.5  4.0  -4.1  4.2  135.0  121.1  2.9  1.2  2.9  67.9  448  13.3224  477  14.0941 
 19  121.6  2.4  2.5  2.2  38.3  119.3  1.5  3.1  1.3  13.7  0 0 0 0
 20  121.2  3.4  0.7  2.7  59.6  119.8  2.2  -0.6  1.8  23.5  608  14.3071  550  13.9313 
 21  117.3  2.4  -3.9  2.6  55.3  124.9  4.4  9.7  4.3  163.6  4286  14.6328  4292  14.7968 
 22  115.9  2.1  5.8  1.9  31.2  123.6  2.0  3.6  1.8  24.2  214  13.7402  241  14.5133 
 23  121.1  4.1  0.5  2.9  67.0  119.4  2.0  2.9  1.4  13.9  0 0 0 0
 24  127.5  4.2  -1.8  5.4  223.6  127.7  2.6  -1.5  3.2  77.9  5934  14.5716  5927  14.5205 
 25  121.5  1.3  3.4  1.8  26.2  118.6  2.3  1.6  3.2  83.4  5758  15.111  5738  15.1396 
 26  126.7  2.9  -3.9  2.9  66.0  125.5  3.0  1.7  2.9  65.5  257  13.6179  221  14.4014 
 27  127.9  3.2  -2.5  2.7  51.8  122.8  4.1  1.7  3.5  86.2  5924  14.8794  5914  14.9408 
 28  126.4  2.2  -2.1  2.6  52.9  120.4  1.5  2.7  1.9  27.2  1413  14.0763  1445  14.1828 
 29  123.0  2.9  1.5  2.1  31.1  123.3  4.1  5.4  2.8  55.7  0 0 0 0
 30  125.6  3.5  -4.2  2.5  45.9  117.7  9.2  2.9  6.4  261.6  0 0 0 0
 31  119.1  4.4  4.8  4.1  129.8  120.9  1.9  -0.2  1.9  26.6  5006  14.8262  5032  14.0831 
 32  122.9  2.5  -0.3  2.2  37.1  119.9  1.9  0.4  1.7  20.5  0 0 0 0
 33  122.1  1.2  1.8  1.6  21.8  118.8  2.0  3.1  2.6  53.6  0 0 0 0
 34  122.5  6.0  3.5  9.2  716.7  125.7  4.7  -1.1  6.9  375.6  584  13.375  530  12.214 
 35  127.1  3.9  -0.3  3.7  101.9  121.4  3.9  6.3  3.8  83.4  0 0 0 0
 36  121.4  2.5  3.5  3.7  64.4  125.5  3.8  0.2  7.0  400.5  1527  13.3405  1499  13.2516 
 37  126.2  1.3  1.0  2.4  45.8  132.3  3.4  -6.5  5.9  282.8  5880  14.5983  5838  14.9322 
 38  118.1  3.9  3.6  5.9  273.0  126.4  0.8  -2.3  1.2  12.0  1305  13.2458  1327  13.2297 
 39  118.5  2.3  1.9  2.6  52.6  120.9  2.9  -8.3  3.5  84.3  655  12.784  666  13.21 
 40  124.0  1.3  0.7  1.7  21.7  121.6  0.4  -1.5  0.6  2.6  0 0 0 0
 41  126.7  1.6  -3.3  1.3  11.9  131.5  6.8  -2.6  5.2  193.2  0 0 0 0
 42  121.9  2.1  4.0  2.7  64.3  120.9  5.3  6.9  6.9  415.1  0 0 0 0
 43  122.8  2.3  2.6  2.9  67.7  125.5  1.6  -3.0  2.0  30.3  0 0 0 0
 44  121.8  1.2  2.5  1.3  13.1  121.3  2.7  1.3  2.9  64.9  0 0 0 0
 45  130.9  6.4  -5.3  8.5  568.9  122.5  0.8  2.4  1.0  8.6  5846  15.3113  5845  14.8394 
 46  123.8  1.4  0.6  1.7  24.1  121.5  1.6  3.2  2.0  31.8  5284  15.9681  5263  14.5395 
 47  135.9  6.4  -8.4  8.6  596.2  131.1  3.0  -12.2  4.1  119.1  627  14.0403  640  13.0756 
 48  122.2  2.3  -0.7  3.7  109.6  117.9  1.3  4.6  2.1  35.4  5871  14.3767  5883  15.0785 
 49  121.1  1.7  2.6  2.3  45.3  119.9  2.7  0.7  3.7  117.2  3060  12.8248  2997  13.899 
 50  110.9  2.7  9.1  3.9  138.2  113.1  1.2  5.2  1.8  26.4  2818  13.9592  2813  14.5362 
 51  116.3  2.6  4.4  4.0  132.9  114.5  1.5  1.8  2.5  49.8  5961  12.3555  5936  12.1627 
 52  120.9  1.4  1.8  1.9  27.1  120.1  2.2  4.0  3.0  73.8  5210  14.1997  5205  14.1826 
 53  114.9  2.6  8.1  3.6  111.1  118.9  1.7  -0.4  2.4  46.8  566  13.3208  542  13.6392 
 54  115.8  0.8  2.1  0.9  6.7  119.6  1.0  -0.8  1.1  9.1  5915  14.5106  5917  14.6184 
 55  119.1  1.2  5.8  1.5  19.3  117.7  1.3  -1.0  1.7  23.8  335  13.0099  327  14.5992 
 56  120.7  6.1  4.1  9.9  842.1  118.7  2.4  5.5  3.8  120.5  1028  13.8359  1063  12.9952 
 57  117.8  1.2  2.1  1.5  18.7  123.2  4.6  -0.7  3.7  28.6  5893  14.4998  5908  14.3428 
 58  111.9  13.0  -1.4  24.0  2866.2  123.9  5.6  -6.2  10.0  493.0  3975  13.4426  3941  13.1049 
 59  116.3  1.7  4.4  2.4  48.0  117.2  2.2  -2.1  3.2  83.6  5536  14.3908  5496  14.3444 
 60  112.6  4.1  7.3  6.5  279.6  115.1  6.2  -1.8  11.0  1013.1  5903  13.9956  5918  14.3619 
 61  118.1  1.8  3.2  2.5  53.6  119.5  0.8  -2.2  1.1  10.5  0 0 0 0
 62  119.6  1.7  -2.9  2.2  39.7  116.2  1.5  0.7  1.9  30.7  724  13.0507  732  12.9894 
 63  124.7  1.4  -2.4  1.6  19.1  118.9  1.2  0.9  1.3  14.2  691  13.7384  679  13.9538 
 64  121.6  1.1  1.1  0.8  5.7  123.5  3.7  1.5  2.1  19.9  0 0 0 0
 65  123.2  3.7  1.6  2.8  65.2  120.2  3.0  2.3  2.3  42.7  3074  14.3191  3040  14.1741 
 66  127.1  2.1  -1.8  1.4  15.4  122.5  1.8  3.9  1.1  11.5  0 0 0 0
 67  114.6  2.0  3.6  1.5  18.6  121.6  4.8  1.4  3.5  91.3  0 0 0 0
 68  119.8  0.8  -1.2  0.6  3.0  118.6  3.6  0.4  2.6  54.4  5633  14.5993  5650  14.75 
 69  122.0  3.1  -0.4  1.8  25.9  116.6  0.4  4.4  0.2  0.4  0 0 0 0
 70  124.1  1.0  -1.2  0.6  2.6  130.9  2.1  2.8  1.2  11.5  5924  15.2708  5939  14.6484 
 71  129.5  2.4  -0.6  1.8  25.1  122.8  1.8  1.1  1.4  15.6  6005  15.4571  5985  15.874 
 72  124.4  1.7  2.7  1.2  12.2  124.8  2.0  0.4  1.5  15.7  1522  13.8475  1493  13.2802 
 73  127.6  2.2  -3.9  1.5  16.7  124.3  5.6  3.1  3.7  103.2  5952  15.6381  5960  15.4973 
 74  125.1  3.2  0.0  2.1  34.9  122.3  5.8  2.7  3.7  112.6  0 0 0 0
 75  122.9  2.8  2.0  2.0  34.0  123.1  5.0  0.6  3.7  105.7  1668  14.3695  1725  14.4512 
 76  117.4  2.9  1.9  2.0  31.4  117.9  1.7  4.0  1.2  10.8  3104  14.0106  3035  14.6585 
 77  118.8  2.0  3.1  1.4  16.9  125.3  1.3  -0.2  0.9  6.3  4997  14.707  4997  14.9368 
 78  118.7  2.2  2.7  1.0  7.5  117.5  5.9  0.8  2.9  62.4  5896  15.7489  5911  15.0596 
 79  121.1  0.8  3.5  0.5  2.0  125.8  3.7  -6.0  2.5  44.9  1663  13.6849  1668  13.9896 
 80  130.0  2.7  0.2  2.2  39.4  132.3  3.4  3.3  2.7  58.7  0 0 0 0
 81  127.2  4.2  2.6  2.9  69.5  123.9  2.9  -0.4  2.0  29.6  4090  14.8779  4034  14.2011 
 82  130.9  3.1  1.8  2.4  48.3  130.1  5.8  3.3  4.5  162.5  368  13.4819  385  13.7514 
 83  134.8  1.5  0.9  1.4  17.1  128.6  1.1  -0.9  1.0  8.3  272  13.1314  264  14.3202 
 84  129.6  1.4  1.1  1.4  16.0  127.7  1.9  5.8  1.5  11.7  1171  13.0892  1135  14.328 
 85  125.0  4.5  5.0  4.3  152.0  125.8  3.6  3.3  2.8  37.0  0 0 0 0
 86  130.9  4.1  2.0  3.0  75.9  129.2  2.8  -3.7  2.2  36.2  5932  16.0634  5932  15.2225 
 87  133.6  3.7  -1.9  4.0  134.0  125.1  2.2  4.2  2.5  51.9  0 0 0 0
 88  125.8  1.5  2.7  1.1  9.5  130.0  3.1  0.9  2.2  37.5  0 0 0 0
 89  132.7  2.1  0.6  2.0  34.1  130.1  1.2  1.3  1.1  10.9  4898  15.7546  4891  14.6379 
 90  134.7  3.5  -1.5  3.4  92.2  128.0  4.4  -0.5  3.6  54.4  0 0 0 0
 91  131.5  1.9  -0.2  1.6  21.5  128.6  1.8  5.8  1.6  19.6  0 0 0 0
 92  134.2  2.6  -2.4  2.9  65.6  118.2  3.5  10.4  2.9  39.9  3842  14.9485  3816  14.197 
 93  113.2  9.4  8.7  6.5  336.9  130.6  3.2  1.4  1.8  12.8  0 0 0 0
 94  148.6  9.9  -4.7  8.3  522.5  134.5  2.9  -2.1  2.6  50.1  0 0 0 0
 95  122.5  3.4  6.8  3.2  86.9  132.6  2.2  1.8  2.0  33.1  841  14.3772  798  14.7569 
 96  126.0  2.6  -1.1  1.7  23.5  130.8  3.5  2.1  2.1  39.1  5792  14.8817  5801  14.9648 
 97  136.0  1.9  -8.0  1.2  10.6  129.9  4.1  1.1  2.5  50.7  0 0 0 0
 98  124.1  2.1  -2.8  1.2  12.1  126.8  3.0  -0.6  1.7  23.5  0 0 0 0
 99  128.0  1.4  -0.5  1.3  13.5  126.7  1.2  -0.1  1.0  9.2  0 0 0 0
 100  123.0  1.7  -0.5  1.1  9.3  121.5  3.4  -2.4  2.1  33.7  0 0 0 0
 101  132.1  2.6  -2.9  1.7  25.9  130.0  2.4  -1.9  1.6  20.5  0 0 0 0
 102  127.5  1.4  -0.5  1.0  8.8  132.8  1.8  -2.0  1.2  12.7  0 0 0 0
 103  122.4  2.1  2.7  1.3  13.6  128.9  2.2  -5.2  1.4  14.0  5891  15.4728  5891  14.792 
 104  128.3  1.3  -3.5  0.8  5.5  125.3  4.5  1.1  2.7  59.3  4580  14.1398  4620  13.6878 
 105  129.9  2.3  -6.6  1.6  20.2  136.0  6.6  2.1  4.2  141.3  0 0 0 0
 106  125.9  1.0  -1.1  0.8  4.8  131.2  1.8  1.8  1.3  14.3  5930  15.6606  5947  15.8041 
 107  122.0  5.1  -0.1  4.2  141.7  127.4  2.4  3.3  1.9  31.8  0 0 0 0
 108  127.3  1.1  1.0  0.8  5.4  128.3  1.9  -0.2  1.4  14.9  0 0 0 0
 109  129.2  2.6  -2.6  1.7  23.4  124.9  2.4  0.9  1.6  19.4  0 0 0 0
 110  125.1  1.2  -0.9  1.0  8.6  129.6  2.7  -1.5  2.1  33.8  5943  15.4408  5946  14.7434 
 111  125.8  3.0  -1.8  2.1  32.6  126.3  4.0  4.4  2.7  60.6  0 0 0 0
 112  120.9  1.6  2.0  1.0  9.1  121.2  2.5  1.9  1.7  22.4  5217  12.6011  5193  12.8728 
 113  128.3  5.4  -6.3  5.7  160.0  121.2  2.3  4.3  3.1  81.7  5893  14.0265  5873  14.3438 
 114  117.8  0.7  0.8  0.6  3.0  115.5  1.3  5.0  1.1  10.9  896  12.8573  870  13.1648 
 115  128.7  4.0  -1.8  4.1  81.9  123.1  2.9  1.1  3.7  117.5  5869  14.659  5862  14.8041 
 116  123.1  3.9  0.2  2.9  76.1  127.2  3.4  -1.1  2.5  50.0  5680  13.7226  5638  13.4107 
 117  120.5  2.0  1.6  2.4  50.1  121.1  1.9  1.2  2.3  43.4  5889  14.6354  5916  14.5771 
 118  124.7  5.8  -1.1  4.3  154.5  119.3  6.7  -0.8  5.0  182.0  287  11.6841  305  13.1969 
 119  120.2  2.2  4.2  2.1  38.7  123.8  2.4  -2.6  2.5  46.0  5883  14.4875  5861  15.322 
 120  117.4  2.4  -1.3  1.3  8.6  122.2  6.3  -1.4  4.2  144.6  3379  14.1201  3298  13.3972 
 121  119.9  0.6  1.4  0.5  2.1  122.1  1.8  2.3  1.5  17.7  5915  14.4056  5924  14.481 
 122  118.5  2.7  2.3  2.3  42.6  119.9  2.8  5.4  2.4  46.5  5921  14.1427  5917  14.2402 
 123  116.2  3.6  4.4  3.1  80.9  118.1  3.6  3.5  3.1  78.7  5584  14.7803  5617  15.0791 
 124  123.8  3.7  -2.3  3.0  71.9  126.7  2.9  2.8  2.2  40.3  3230  13.6379  3180  14.0922 
 125  120.6  2.0  2.2  2.3  43.5  118.2  0.7  4.0  0.8  5.9  5787  15.0939  5779  14.0854 
 126  119.0  1.6  -0.4  1.5  17.2  121.1  1.6  2.6  1.5  18.4  1138  14.626  1097  13.0756 
 127  130.1  4.6  -4.5  5.4  224.5  126.3  1.6  -2.0  1.8  27.7  2792  14.8129  2802  13.3101 
