Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 773
1 787
2 780
3 763
4 784
5 776
6 925
7 781
8 774
9 772
10 766
11 769
12 785
13 784
14 765
15 786
16 766
17 779
18 771
19 768
20 783
21 769
22 771
23 760
24 752
25 773
26 782
27 776
28 776
29 774
30 757
31 765
32 762
33 754
34 752
35 768
36 757
37 756
38 756
39 767
40 752
41 766
42 762
43 762
44 752
45 765
46 760
47 766
48 752
49 767
50 759
51 751
52 759
53 756
54 759
55 762
56 760
57 750
58 756
59 755
60 754
61 753
62 755
63 762
64 968
65 756
66 759
67 761
68 756
69 760
70 753
71 762
72 770
73 744
74 759
75 762
76 768
77 761
78 829
79 772
80 796
81 808
82 807
83 817
84 792
85 804
86 797
87 804
88 815
89 808
90 800
91 797
92 791
93 757
94 786
95 798
96 1016
97 775
98 781
99 785
100 784
101 769
102 716
103 788
104 788
105 788
106 775
107 785
108 784
109 788
110 790
111 785
112 1008
113 883
114 873
115 781
116 747
117 749
118 1010
119 1015
120 756
121 757
122 745
123 758
124 752
125 757
126 759
127 771
