Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 6 999
1 7 999
2 6 999
3 9 999
4 6 999
5 11 999
6 5 999
7 7 999
8 7 999
9 7 998
10 7 999
11 8 999
12 9 999
13 10 999
14 9 999
15 5 999
16 5 999
17 6 999
18 8 999
19 5 999
20 9 999
21 5 999
22 5 999
23 6 999
24 5 999
25 5 999
26 5 999
27 5 999
28 7 999
29 6 999
30 6 999
31 5 999
32 7 999
33 5 999
34 8 997
35 5 999
36 8 999
37 7 998
38 9 999
39 6 999
40 5 998
41 8 999
42 10 999
43 6 999
44 5 999
45 15 999
46 15 997
47 6 999
48 5 999
49 11 999
50 7 999
51 7 999
52 5 999
53 5 999
54 9 997
55 5 998
56 6 998
57 15 998
58 6 999
59 5 999
60 9 999
61 7 999
62 9 999
63 13 999
64 25 930
65 31 943
66 23 917
67 33 927
68 30 932
69 29 924
70 27 931
71 28 936
72 32 919
73 28 917
74 36 933
75 31 944
76 29 923
77 29 924
78 26 916
79 23 933
80 35 952
81 30 942
82 28 943
83 32 948
84 27 944
85 26 945
86 33 939
87 25 955
88 34 949
89 18 952
90 21 942
91 28 937
92 32 945
93 18 937
94 39 949
95 31 943
96 16 919
97 25 929
98 17 929
99 17 932
100 7 941
101 10 914
102 26 932
103 23 948
104 25 942
105 21 931
106 25 938
107 24 936
108 21 945
109 23 933
110 27 931
111 29 930
112 35 934
113 32 928
114 29 928
115 35 933
116 29 912
117 36 928
118 37 940
119 16 919
120 22 917
121 40 922
122 36 922
123 46 938
124 29 910
125 36 925
126 31 917
127 29 934
