Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 79.9 2.3 76.3 2.4 81.0 1.3 86.5 1.3 
1 80.1 2.2 80.3 2.4 87.9 1.1 84.4 1.1 
2 86.9 2.2 81.7 2.2 82.5 1.2 80.8 1.1 
3 77.6 2.2 81.8 2.3 84.8 1.3 84.5 1.5 
4 87.8 2.1 88.6 2.5 90.7 1.3 87.9 1.5 
5 75.9 2.3 78.8 2.1 85.3 1.4 84.6 1.0 
6 84.6 2.2 82.5 2.3 85.5 1.2 87.5 1.0 
7 83.7 2.2 83.9 2.2 86.6 1.2 85.0 1.1 
8 84.2 2.2 75.7 2.4 83.8 1.2 81.8 1.1 
9 74.3 2.2 76.8 2.3 85.8 1.3 84.4 1.1 
10 77.8 2.3 75.8 2.5 85.8 1.2 87.7 1.0 
11 83.9 2.5 80.2 2.4 90.6 1.3 87.6 1.2 
12 80.8 2.3 77.2 2.2 93.6 1.4 87.7 1.2 
13 79.0 2.2 78.7 2.4 92.0 1.4 94.4 1.1 
14 80.4 2.4 82.2 2.3 81.5 1.3 84.0 1.1 
15 77.3 2.4 78.1 2.4 90.9 1.3 86.5 1.5 
16 76.6 2.1 75.7 1.9 87.9 1.3 85.6 1.0 
17 78.5 2.0 79.2 2.0 85.0 1.1 87.2 1.0 
18 80.7 2.2 81.1 1.9 84.2 1.2 80.8 1.1 
19 75.8 2.1 73.6 2.0 84.8 1.1 84.7 1.4 
20 76.0 2.0 80.2 2.0 82.9 1.3 84.6 1.0 
21 80.8 2.1 80.9 2.1 84.4 1.2 86.5 1.1 
22 80.2 1.9 80.0 2.2 86.5 1.2 89.9 1.0 
23 83.4 1.9 80.4 2.1 84.6 1.2 81.6 1.1 
24 80.7 2.0 80.4 2.0 89.5 1.2 82.5 1.3 
25 77.4 2.0 76.4 2.0 83.0 1.2 81.3 1.1 
26 72.5 2.1 74.3 1.9 85.8 1.4 84.5 1.0 
27 76.3 2.0 79.4 2.0 82.5 1.4 85.2 1.3 
28 74.3 2.2 77.5 2.0 90.0 1.1 88.2 1.2 
29 77.1 2.0 77.4 2.1 86.2 1.1 87.7 1.0 
30 75.3 2.2 81.6 2.1 87.4 1.1 83.7 1.2 
31 77.3 2.1 72.8 2.0 84.4 1.1 80.8 1.1 
32 76.7 3.0 71.0 2.9 80.2 1.1 77.6 1.2 
33 83.3 2.5 81.1 2.5 84.3 1.2 81.3 1.2 
34 81.0 2.7 74.6 2.7 83.8 1.2 80.3 1.1 
35 83.5 2.3 77.0 2.4 88.1 1.2 79.0 1.3 
36 81.5 2.7 82.0 2.7 87.1 1.1 84.9 1.1 
37 75.3 2.4 75.4 2.2 84.7 1.1 87.6 1.0 
38 82.5 2.8 82.7 2.5 75.9 1.3 85.8 1.3 
39 72.5 2.3 79.2 2.2 81.4 1.2 83.3 1.1 
40 79.7 2.4 76.4 2.5 88.4 1.2 80.4 1.3 
41 79.2 2.5 81.6 2.4 86.4 1.2 87.1 1.1 
42 78.1 2.5 77.8 2.8 82.0 1.2 83.8 1.1 
43 72.7 2.4 80.6 2.3 81.5 1.3 85.2 1.3 
44 75.3 2.7 77.9 2.9 83.0 1.2 80.2 1.1 
45 79.1 2.5 81.6 2.5 80.5 1.4 80.1 1.5 
46 80.5 2.4 76.1 2.3 83.2 1.3 75.7 1.3 
47 73.5 2.4 75.4 2.4 83.2 1.2 82.7 1.1 
48 77.9 2.0 73.0 2.0 89.9 1.2 83.4 1.3 
49 79.6 2.1 74.8 2.1 78.3 1.2 80.5 1.3 
50 80.4 2.1 80.1 2.0 82.1 1.1 84.5 1.1 
51 72.5 2.2 74.2 2.0 82.9 1.2 83.3 1.1 
52 76.1 2.2 75.9 2.0 80.8 1.2 83.1 1.1 
53 71.9 2.3 74.6 2.1 75.2 1.2 73.2 1.1 
54 74.2 2.2 76.8 2.2 82.6 1.4 80.7 1.1 
55 79.6 2.3 79.2 2.1 81.2 1.2 84.8 1.2 
56 72.4 2.2 79.9 2.1 84.2 1.1 84.2 1.0 
57 76.1 2.1 71.3 2.2 78.7 1.4 81.9 1.4 
58 75.1 2.0 75.8 2.3 75.9 1.2 75.5 1.5 
59 75.2 2.4 79.6 2.2 78.4 1.2 78.8 1.1 
60 78.8 2.1 76.3 2.0 85.7 1.3 83.2 1.4 
61 71.0 2.2 74.4 2.4 81.6 1.3 85.1 1.2 
62 78.2 2.2 74.8 2.3 80.4 1.2 82.8 1.1 
63 73.6 2.3 74.0 2.4 82.2 1.3 84.5 1.1 
64 79.6 2.0 81.6 2.0 81.5 1.2 87.3 1.1 
65 82.5 2.0 84.1 1.8 83.5 1.4 85.0 1.3 
66 83.2 2.1 87.0 1.9 82.6 1.2 84.7 1.3 
67 80.0 1.9 78.4 2.1 83.3 1.2 80.4 1.1 
68 75.3 1.9 78.2 2.1 82.2 1.3 78.3 1.2 
69 75.3 1.9 81.8 2.0 87.6 1.1 81.4 1.2 
70 76.6 1.9 79.0 1.8 86.3 1.2 84.6 1.3 
71 79.8 1.9 79.9 1.9 86.3 1.1 84.5 1.0 
72 85.2 1.9 80.9 1.9 87.8 1.1 83.7 1.2 
73 84.4 1.9 83.0 1.9 86.8 1.2 84.8 1.1 
74 85.3 2.0 83.4 1.8 87.5 1.1 83.1 1.3 
75 81.1 2.1 78.5 1.8 88.1 1.2 90.6 1.1 
76 85.7 1.9 82.7 1.9 85.7 1.2 80.3 1.1 
77 80.0 1.9 76.0 2.1 82.3 1.2 80.6 1.0 
78 75.7 2.0 81.7 2.1 85.4 1.2 79.9 1.1 
79 78.2 2.0 85.9 1.8 80.7 1.1 82.8 1.4 
