Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  121.4  6.4  -3.9  5.9  253.1  123.4  2.6  2.4  2.3  41.4  5924  15.5048  5926  14.5518 
 1  126.6  7.4  -8.0  6.3  284.0  136.7  2.7  -9.0  1.7  9.0  3279  14.2886  3272  14.7881 
 2  121.4  2.1  0.3  1.7  25.7  118.2  3.6  -2.7  3.1  69.2  638  14.5686  660  14.1072 
 3  122.1  2.7  -3.2  2.4  45.7  124.3  1.4  -3.8  1.3  12.4  4408  14.1206  4431  14.3371 
 4  121.3  2.4  -2.1  2.5  51.9  120.5  1.6  -3.9  1.7  22.1  5103  13.6707  4993  13.6585 
 5  128.5  2.0  0.2  1.4  15.8  130.5  2.3  -5.6  1.7  18.5  4867  14.4793  4880  14.4518 
 6  124.3  3.0  -0.6  2.4  47.5  128.3  1.4  -4.8  1.1  9.1  0 0 0 0
 7  130.7  3.4  -9.0  4.2  137.9  123.3  4.2  -6.2  4.3  84.0  341  13.3538  348  13.7043 
 8  141.3  3.4  -7.7  2.3  38.6  123.9  3.1  -2.3  2.1  32.0  0 0 0 0
 9  133.1  3.9  -11.6  3.2  74.0  123.7  1.0  -2.1  0.8  5.1  4765  15.0988  4790  14.7826 
 10  120.3  1.7  -1.8  1.8  24.9  126.1  1.8  -4.0  1.9  28.5  6012  14.3867  6024  14.3659 
 11  116.5  5.8  1.3  4.6  163.3  124.7  1.6  -0.1  1.2  10.3  0 0 0 0
 12  128.9  5.0  -2.0  3.2  76.5  124.8  3.5  -0.2  2.3  37.1  0 0 0 0
 13  122.0  4.1  1.1  2.6  49.7  128.3  2.5  -4.2  1.6  17.7  5926  15.0162  5926  14.7105 
 14  125.8  2.9  -7.0  2.4  40.9  125.2  5.0  -4.1  3.9  111.1  0 0 0 0
 15  123.4  3.5  -9.8  3.3  81.7  121.5  1.9  2.6  1.8  24.0  1320  13.9692  1237  14.8132 
 16  116.6  9.6  20.9  11.5  1131.0  122.8  1.1  -0.9  1.5  12.4  4670  15.5  4729  14.6628 
 17  126.9  4.7  1.1  5.8  252.5  132.7  5.3  0.5  6.7  235.6  1291  14.9446  1227  14.5997 
 18  122.9  5.7  -2.6  6.4  206.7  127.4  3.3  -2.1  3.6  68.1  383  14.4621  355  13.775 
 19  126.8  1.9  0.5  1.9  18.2  128.4  1.3  1.0  1.2  7.9  0 0 0 0
 20  114.8  6.6  6.3  5.5  165.5  129.0  3.3  -7.8  2.9  38.9  588  14.1915  567  15.3022 
 21  120.6  4.6  -0.9  5.4  156.6  128.5  2.2  9.2  2.2  29.5  4093  15.408  4147  15.1871 
 22  124.6  3.1  3.4  2.9  47.2  128.1  2.1  0.9  1.9  18.9  256  13.9747  250  14.2437 
 23  123.2  6.8  2.2  5.1  133.6  132.4  1.1  -3.4  0.9  3.5  0 0 0 0
 24  134.5  6.9  -4.5  9.3  442.9  133.0  3.0  -5.9  4.0  79.1  5969  15.2257  5967  14.9585 
 25  121.4  2.1  5.0  3.1  51.5  125.0  1.8  -1.3  2.7  38.0  5693  15.7238  5710  15.5138 
 26  125.9  2.3  -2.5  2.4  30.6  122.9  1.7  2.2  1.7  15.3  0  0  0  0 
 27  129.8  2.1  -1.1  1.9  16.7  124.9  6.0  0.2  5.5  141.5  5932  15.4475  5927  15.4788 
 28  121.7  3.5  3.2  4.4  99.5  123.6  6.0  2.6  7.6  304.6  1361  14.8479  1364  14.2021 
 29  125.3  1.7  -0.7  1.2  7.3  127.2  4.2  2.3  2.9  42.3  0 0 0 0
 30  123.3  5.6  -2.4  4.3  87.2  130.4  5.2  -5.4  3.8  60.3  0 0 0 0
 31  132.3  1.5  -4.3  1.5  11.8  120.6  5.9  0.9  6.1  186.0  4772  15.1308  4782  14.6797 
 32  121.7  1.9  2.5  1.7  21.3  120.8  2.9  0.2  2.6  48.1  0 0 0 0
 33  119.1  1.7  6.6  2.3  43.0  115.1  1.7  6.9  2.2  40.9  0 0 0 0
 34  112.8  5.9  8.0  9.1  691.4  126.6  7.3  -9.9  10.6  898.3  456  13.9774  455  11.6989 
 35  121.6  4.0  3.3  3.8  107.8  119.7  2.8  -1.0  2.7  42.2  0 0 0 0
 36  118.5  1.3  4.7  1.9  17.3  117.2  1.6  8.0  3.0  75.7  1232  13.8074  1253  12.9413 
 37  123.7  3.1  -2.6  5.5  248.7  135.0  6.7  -8.0  11.7  1101.5  5868  14.5167  5835  14.3054 
 38  118.3  3.1  1.9  4.6  167.5  119.7  3.9  -1.6  5.8  262.3  1066  13.3338  1091  13.3147 
