Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 817
1 817
2 808
3 812
4 810
5 792
6 804
7 819
8 807
9 821
10 792
11 793
12 804
13 796
14 800
15 814
16 793
17 792
18 788
19 802
20 785
21 804
22 789
23 787
24 787
25 794
26 791
27 779
28 793
29 792
30 771
31 789
32 791
33 804
34 789
35 807
36 808
37 792
38 790
39 804
40 799
41 793
42 801
43 798
44 804
45 803
46 816
47 802
48 809
49 800
50 802
51 796
52 798
53 800
54 795
55 796
56 812
57 786
58 794
59 794
60 749
61 790
62 797
63 806
64 756
65 755
66 756
67 738
68 750
69 744
70 745
71 756
72 750
73 752
74 739
75 747
76 764
77 749
78 747
79 758
80 763
81 765
82 772
83 764
84 774
85 770
86 776
87 762
88 758
89 778
90 765
91 777
92 771
93 751
94 768
95 755
96 777
97 699
98 772
99 779
100 761
101 769
102 758
103 771
104 770
105 763
106 772
107 768
108 767
109 745
110 761
111 779
112 899
113 728
114 747
115 744
116 748
117 847
118 733
119 740
120 745
121 744
122 734
123 738
124 747
125 745
126 744
127 749
