Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 5 999
1 6 999
2 6 996
3 12 997
4 8 997
5 6 999
6 11 927
7 9 996
8 6 999
9 7 991
10 6 995
11 6 999
12 6 998
13 6 998
14 8 991
15 8 991
16 6 999
17 15 991
18 12 982
19 13 925
20 7 987
21 9 999
22 15 997
23 11 994
24 8 998
25 14 991
26 5 999
27 11 992
28 9 986
29 17 981
30 11 948
31 23 986
32 6 986
33 5 924
34 6 910
35 6 959
36 6 982
37 6 899
38 6 972
39 6 907
40 6 975
41 5 921
42 7 935
43 5 902
44 6 982
45 6 924
46 6 896
47 7 907
48 7 999
49 9 958
50 6 998
51 7 978
52 6 994
53 11 997
54 6 972
55 7 996
56 9 996
57 7 997
58 6 923
59 7 995
60 8 992
61 6 928
62 7 996
63 12 998
64 17 932
65 24 936
66 16 933
67 27 928
68 18 930
69 13 922
70 14 921
71 13 914
72 17 941
73 11 929
74 19 921
75 20 926
76 13 943
77 17 921
78 19 917
79 24 920
80 13 931
81 13 919
82 10 922
83 18 940
84 15 925
85 7 925
86 14 928
87 14 925
88 14 918
89 15 917
90 13 927
91 10 921
92 21 926
93 18 921
94 7 929
95 25 930
96 10 916
97 7 897
98 11 917
99 13 919
100 6 901
101 9 906
102 7 908
103 7 923
104 9 919
105 17 922
106 12 910
107 11 920
108 11 917
109 10 911
110 13 991
111 12 929
112 20 913
113 23 927
114 22 939
115 21 923
116 7 912
117 13 913
118 23 927
119 12 925
120 15 923
121 23 933
122 8 919
123 13 931
124 15 931
125 10 913
126 15 906
127 16 922
