Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  119.5  4.0  -1.0  3.7  98.3  123.2  2.1  4.8  1.9  26.9  5901  14.5903  5917  14.4085 
 1  116.1  6.2  6.7  5.3  199.5  122.1  2.9  9.1  1.9  11.1  3630  13.9959  3511  13.8455 
 2  115.6  3.7  9.6  3.0  77.6  117.7  1.0  3.4  0.8  4.9  710  13.8399  718  13.6068 
 3  126.4  3.8  0.4  3.4  90.5  124.3  1.6  2.6  1.4  15.2  4244  14.0731  4272  13.9689 
 4  119.6  4.0  3.0  4.2  146.4  120.8  1.2  2.4  1.2  12.0  3755  13.431  3743  13.3382 
 5  119.6  2.1  6.2  1.4  16.2  116.4  2.8  2.3  2.1  28.4  5357  14.0679  5386  13.9415 
 6  118.5  3.7  6.2  3.0  71.7  124.6  3.4  -0.1  2.7  51.0  0 0 0 0
 7  132.4  4.9  -9.0  6.0  286.6  115.7  4.5  2.7  4.6  95.1  326  13.7544  326  12.923 
 8  123.4  2.9  4.3  2.0  29.3  120.6  2.8  3.9  2.0  27.4  0 0 0 0
 9  123.5  3.9  -1.5  3.2  73.9  116.3  1.9  8.1  1.6  18.6  4734  14.4256  4756  14.7384 
 10  125.6  3.8  -4.5  4.1  132.7  125.0  2.0  0.5  2.1  33.2  6020  14.3127  6013  14.2223 
 11  110.9  2.6  7.8  2.1  33.0  121.4  1.3  6.8  1.0  7.1  0 0 0 0
 12  119.4  4.1  4.1  2.6  51.0  116.3  1.0  5.7  0.6  2.8  0 0 0 0
 13  117.0  5.3  9.7  3.3  83.5  115.2  1.4  6.5  0.9  5.1  5913  14.4731  5919  14.5867 
 14  117.2  3.9  -2.1  3.2  71.8  115.1  3.4  6.8  2.7  51.6  0 0 0 0
 15  121.3  4.4  -1.1  4.1  125.1  121.1  3.4  2.1  3.2  80.3  1071  14.523  1101  14.2716 
 16  129.8  6.0  4.3  7.1  434.1  115.6  4.6  6.6  6.0  279.1  4830  14.0895  4802  14.3066 
 17  128.9  2.5  -1.8  3.1  71.3  128.7  4.2  0.5  4.9  192.2  1276  14.1134  1230  13.6974 
 18  122.1  2.4  -0.6  2.6  50.2  124.8  2.9  1.0  3.0  68.2  468  13.2212  445  13.696 
 19  122.3  2.7  3.0  2.5  47.6  122.7  1.0  3.5  1.0  6.9  0 0 0 0
 20  124.9  4.0  1.1  3.1  79.0  123.2  3.7  1.7  3.0  65.5  631  14.083  590  14.2715 
 21  115.8  2.4  2.0  2.6  55.5  127.1  2.0  7.3  1.9  33.4  4333  14.6036  4276  14.35 
 22  117.6  3.4  4.7  3.1  80.6  125.3  1.7  4.2  1.5  17.4  0  0  0  0 
 23  126.9  5.8  -3.7  4.1  130.2  126.9  2.3  -0.5  1.7  19.6  0 0 0 0
 24  130.0  3.6  -1.9  4.6  161.3  131.5  3.0  -1.5  3.8  106.0  5961  14.9028  5967  14.6089 
 25  123.0  1.3  2.4  1.8  26.2  121.2  0.9  4.1  1.2  11.6  5733  14.9577  5699  14.7587 
 26  128.2  2.8  -4.7  2.8  60.6  127.1  2.4  1.5  2.3  41.9  253  13.2669  243  15.0732 
 27  130.2  5.3  -4.8  4.5  144.1  125.4  4.4  3.1  3.8  100.3  5916  14.9319  5912  15.1448 
 28  126.0  3.6  -0.9  4.2  141.3  128.0  2.1  -1.3  2.5  50.2  1523  13.9921  1461  13.7552 
 29  128.5  3.3  -0.4  2.3  39.8  124.2  4.0  5.6  2.7  52.5  0 0 0 0
 30  123.9  3.7  -0.6  2.7  50.1  131.7  5.1  -1.9  3.6  80.4  0 0 0 0
 31  121.7  2.6  2.4  2.5  47.8  123.7  3.0  -1.4  3.0  64.3  4886  14.6683  4820  14.7223 
 32  123.3  1.6  2.7  1.4  14.2  124.7  1.9  -1.5  1.7  19.8  0 0 0 0
 33  121.1  1.8  0.7  2.4  48.6  118.4  0.9  3.7  1.2  12.0  0 0 0 0
 34  115.7  4.5  10.1  6.8  389.8  121.7  1.9  4.2  2.8  63.2  456  14.6222  482  11.3683 
 35  123.3  2.8  -0.3  2.6  51.3  122.2  6.0  3.5  5.8  194.4  0 0 0 0
 36  119.9  3.5  3.7  5.3  130.4  118.5  1.9  6.7  3.6  104.8  1226  13.643  1247  12.8203 
 37  119.9  2.5  2.2  4.4  162.8  124.5  2.6  -4.8  4.5  164.9  5777  14.1916  5781  14.2921 
 38  121.9  3.2  1.4  4.9  184.6  117.3  2.2  5.4  3.4  86.5  1232  12.8953  1143  12.8509 
 39  120.5  1.0  2.4  1.2  10.8  118.4  0.8  -6.6  0.9  5.8  492  13.0259  513  12.9241 
 40  119.3  1.0  0.5  1.3  12.7  118.4  0.8  0.1  1.0  7.3  0 0 0 0
 41  124.1  2.8  -3.1  2.3  37.3  127.6  7.2  -0.6  5.5  215.8  0 0 0 0
 42  118.6  2.0  4.1  2.6  59.8  119.7  5.6  4.2  7.4  475.5  0 0 0 0
 43  123.0  1.9  -1.8  2.4  45.9  120.5  1.5  3.1  1.8  25.5  0 0 0 0
 44  123.5  1.8  0.1  1.9  28.0  118.2  2.5  2.2  2.6  55.4  0 0 0 0
 45  127.9  4.7  -2.4  6.2  303.7  122.1  1.2  0.1  1.6  21.4  5778  14.8284  5744  14.5689 
 46  119.0  2.1  1.5  2.6  53.2  120.1  0.7  2.6  0.8  5.2  5034  14.6733  5034  14.392 
 47  120.8  5.0  3.4  6.6  358.2  129.0  6.3  -10.1  8.6  517.7  467  14.7119  465  13.3907 
 48  126.1  3.0  1.2  4.9  192.7  119.9  3.7  8.9  6.4  206.2  5860  14.7774  5887  14.9202 
 49  129.6  2.8  -4.4  3.8  124.7  123.2  0.6  0.3  0.9  6.4  2749  13.1715  2678  14.3976 
 50  119.2  1.0  7.4  1.4  17.1  120.6  0.8  4.3  1.2  12.4  2458  14.4211  2478  14.022 
 51  124.2  1.8  3.1  2.8  66.9  124.1  3.1  0.5  4.9  198.0  2266  12.6326  2284  12.4911 
 52  123.9  1.6  -0.5  2.2  37.6  119.5  1.3  6.9  1.7  24.7  4951  14.453  5029  14.6385 
 53  123.6  1.7  4.8  2.3  47.5  122.3  1.8  1.5  2.5  51.8  420  14.2487  409  13.7361 
 54  120.7  1.5  2.7  1.8  23.8  122.7  1.0  1.1  1.1  9.7  5913  14.3038  5898  15.0364 
 55  121.4  2.1  5.9  2.7  60.7  121.7  2.7  0.7  3.6  107.2  232  13.8255  215  17.0624 
 56  121.4  4.6  6.7  7.5  489.6  124.9  2.5  0.3  3.9  126.1  735  14.4945  774  14.1936 
 57  120.4  0.8  2.7  1.0  7.3  117.7  2.3  4.8  1.8  7.1  5886  14.9801  5903  13.8329 
 58  120.1  1.8  1.9  3.1  80.5  122.6  3.4  5.6  5.7  266.5  4767  13.1884  4829  13.1275 
 59  123.9  1.7  6.2  2.4  46.6  121.4  1.6  -0.7  2.3  42.8  5406  14.7045  5371  14.4944 
 60  125.8  5.2  4.0  8.8  645.7  118.1  3.2  1.3  5.3  189.0  5924  14.0216  5914  14.3301 
 61  121.5  2.7  1.6  3.7  115.3  125.6  1.1  -1.6  1.5  18.3  0 0 0 0
 62  123.4  1.4  -2.5  1.9  28.4  125.0  2.5  0.9  3.2  83.3  536  13.5655  573  14.5877 
 63  128.6  1.2  -0.5  1.3  13.2  125.7  2.9  -0.1  3.3  84.4  544  14.6232  569  14.0139 
 64  130.5  1.3  -0.9  0.9  7.2  123.8  5.5  2.9  3.1  43.7  0 0 0 0
 65  122.1  2.9  1.8  2.2  39.4  122.2  2.9  2.3  2.2  39.5  2835  14.076  2859  13.8722 
 66  126.6  1.2  -1.8  0.8  5.0  127.3  1.4  2.0  0.9  6.8  0 0 0 0
 67  117.2  5.1  3.5  3.8  116.6  134.4  3.4  -2.1  2.5  45.1  0 0 0 0
