Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 30 941
1 42 955
2 31 951
3 34 944
4 31 958
5 33 945
6 27 945
7 32 986
8 21 937
9 44 952
10 35 933
11 34 928
12 23 925
13 22 935
14 37 935
15 17 933
16 25 912
17 31 933
18 29 919
19 32 922
20 26 910
21 32 928
22 33 923
23 25 924
24 33 920
25 34 922
26 40 920
27 37 927
28 25 928
29 12 906
30 31 931
31 43 942
32 21 928
33 14 925
34 34 927
35 22 918
36 34 946
37 33 927
38 33 927
39 30 918
40 20 925
41 33 933
42 26 919
43 38 931
44 29 932
45 27 927
46 39 940
47 32 948
48 35 934
49 41 946
50 38 925
51 22 935
52 28 925
53 23 931
54 28 941
55 39 944
56 12 919
57 33 936
58 30 936
59 37 928
60 31 941
61 30 917
62 22 921
63 44 941
64 43 952
65 45 953
66 48 965
67 39 952
68 29 941
69 35 961
70 41 972
71 41 940
72 48 958
73 35 942
74 38 958
75 41 951
76 44 948
77 44 977
78 48 960
79 53 951
80 25 948
81 29 917
82 33 930
83 33 937
84 33 927
85 23 919
86 29 982
87 33 988
88 19 911
89 24 915
90 31 923
91 27 925
92 25 933
93 21 914
94 32 923
95 35 932
96 28 947
97 28 946
98 25 959
99 34 946
100 31 953
101 31 933
102 26 932
103 26 937
104 31 939
105 14 929
106 28 957
107 25 938
108 17 929
109 25 934
110 17 918
111 31 934
112 16 981
113 37 932
114 40 940
115 38 938
116 44 947
117 45 957
118 40 969
119 45 940
120 48 939
121 39 940
122 26 916
123 40 938
124 45 942
125 39 949
126 40 928
127 48 938
