Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 76.0 2.2 79.8 2.2 85.0 1.1 87.3 1.1 
1 79.3 2.3 79.9 2.3 84.7 1.1 88.3 1.1 
2 79.5 2.2 79.9 2.0 88.6 1.1 90.5 1.1 
3 77.1 1.9 79.0 2.2 84.7 1.0 84.8 1.0 
4 82.3 2.2 81.4 2.1 86.4 1.1 84.7 1.0 
5 77.5 2.3 74.8 1.9 84.3 1.1 81.9 1.1 
6 72.4 2.1 74.9 2.1 81.4 1.2 82.9 1.1 
7 76.5 2.3 77.0 2.1 85.2 1.1 87.2 1.0 
8 87.5 2.3 79.6 2.3 84.3 1.2 88.5 1.1 
9 85.8 2.0 77.2 2.3 84.6 1.2 86.8 1.0 
10 76.3 2.2 75.5 2.4 85.5 1.1 88.0 1.0 
11 76.7 2.4 79.7 2.1 88.2 1.1 85.8 1.0 
12 74.5 2.3 78.5 2.1 91.4 1.2 89.1 1.1 
13 76.9 2.2 80.1 2.2 90.5 1.2 88.0 1.2 
14 78.1 2.3 80.7 2.0 88.0 1.1 88.0 1.0 
15 75.3 2.2 78.0 2.1 82.0 1.2 84.7 1.2 
16 73.1 2.4 76.3 2.1 77.4 1.4 75.9 1.3 
17 72.9 2.2 69.9 2.4 72.2 1.2 78.6 1.3 
18 72.0 2.2 71.8 2.2 80.4 1.1 76.5 1.1 
19 70.7 2.5 66.7 2.5 76.2 1.2 79.2 1.1 
20 73.4 2.2 72.4 2.5 79.7 1.1 77.9 1.1 
21 66.9 2.3 65.3 2.3 72.1 1.1 78.2 1.3 
22 66.1 2.3 70.1 2.4 80.4 1.2 72.6 1.3 
23 64.2 2.4 67.6 2.4 77.3 1.3 81.2 1.4 
24 73.7 2.4 65.8 2.3 75.2 1.2 72.8 1.1 
25 67.0 2.4 62.0 2.4 78.7 1.4 73.4 1.3 
26 64.5 2.4 72.0 2.3 79.9 1.2 77.3 1.1 
27 67.2 2.5 66.7 2.2 75.3 1.2 73.0 1.1 
28 65.7 2.2 69.1 2.2 80.3 1.1 80.5 1.5 
29 71.2 2.2 68.3 2.4 73.0 1.2 75.8 1.1 
30 63.5 2.5 68.3 2.4 73.8 1.2 73.7 1.1 
31 66.6 2.2 68.5 2.2 69.2 1.2 77.6 1.3 
32 82.1 2.8 83.0 2.9 84.3 1.2 84.7 1.3 
33 84.7 2.5 81.3 2.8 92.0 1.2 92.0 1.0 
34 77.8 2.5 80.5 2.9 87.4 1.1 82.7 1.4 
35 81.4 2.3 82.6 2.4 87.7 1.1 84.2 1.2 
