Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 799
1 798
2 800
3 799
4 791
5 780
6 795
7 796
8 802
9 808
10 796
11 755
12 796
13 801
14 788
15 800
16 751
17 759
18 752
19 760
20 765
21 769
22 751
23 750
24 754
25 766
26 775
27 761
28 756
29 755
30 751
31 764
32 718
33 742
34 734
35 728
36 730
37 725
38 736
39 736
40 728
41 729
42 732
43 730
44 723
45 741
46 739
47 737
48 756
49 766
50 746
51 752
52 749
53 760
54 755
55 755
56 764
57 749
58 752
59 756
60 741
61 769
62 762
63 760
64 915
65 786
66 781
67 779
68 791
69 779
70 787
71 802
72 784
73 787
74 795
75 790
76 798
77 790
78 792
79 786
80 814
81 799
82 810
83 810
84 801
85 796
86 794
87 802
88 808
89 823
90 809
91 809
92 809
93 805
94 791
95 821
96 914
97 820
98 814
99 813
100 785
101 766
102 806
103 811
104 802
105 797
106 800
107 811
108 809
109 781
110 814
111 811
112 951
113 916
114 923
115 749
116 731
117 739
118 902
119 738
120 739
121 730
122 691
123 746
124 736
125 745
126 740
127 746
