Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 1020
1 755
2 757
3 761
4 763
5 763
6 776
7 762
8 768
9 764
10 753
11 736
12 754
13 757
14 764
15 767
16 765
17 768
18 755
19 761
20 769
21 764
22 763
23 753
24 748
25 765
26 771
27 755
28 765
29 742
30 756
31 767
32 795
33 783
34 795
35 785
36 780
37 783
38 792
39 778
40 782
41 783
42 767
43 788
44 780
45 781
46 784
47 794
48 763
49 753
50 762
51 756
52 762
53 753
54 763
55 762
56 763
57 757
58 763
59 771
60 753
61 753
62 763
63 767
64 751
65 762
66 761
67 757
68 752
69 749
70 758
71 742
72 765
73 755
74 733
75 749
76 761
77 757
78 755
79 766
80 757
81 769
82 754
83 768
84 761
85 771
86 769
87 757
88 762
89 766
90 776
91 766
92 760
93 682
94 754
95 768
96 741
97 737
98 728
99 750
100 716
101 677
102 731
103 744
104 746
105 743
106 751
107 736
108 747
109 695
110 741
111 741
112 903
113 788
114 795
115 799
116 796
117 780
118 1009
119 781
120 796
121 789
122 787
123 803
124 800
125 793
126 791
127 802
