Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 34 998
1 31 945
2 33 950
3 32 934
4 34 937
5 37 943
6 41 950
7 36 944
8 36 958
9 43 949
10 31 944
11 46 952
12 38 943
13 28 943
14 40 936
15 14 935
16 19 937
17 20 937
18 20 921
19 17 943
20 22 930
21 16 932
22 25 930
23 24 999
24 23 933
25 26 926
26 32 941
27 22 926
28 23 925
29 29 927
30 25 951
31 32 933
32 21 925
33 21 913
34 10 915
35 18 925
36 10 920
37 25 923
38 26 928
39 13 909
40 21 923
41 23 922
42 23 932
43 18 924
44 10 910
45 14 917
46 17 917
47 18 928
48 21 923
49 34 937
50 22 918
51 29 932
52 22 932
53 23 920
54 35 932
55 35 930
56 33 927
57 29 948
58 33 929
59 35 923
60 13 918
61 33 937
62 35 938
63 33 942
64 30 914
65 27 941
66 31 930
67 33 925
68 31 923
69 32 928
70 34 917
71 13 921
72 27 919
73 22 929
74 32 937
75 32 929
76 31 922
77 22 908
78 38 928
79 35 919
80 17 983
81 20 926
82 19 921
83 22 927
84 7 905
85 14 911
86 23 993
87 15 936
88 20 936
89 25 935
90 18 989
91 16 913
92 27 929
93 25 934
94 30 943
95 24 922
96 46 942
97 33 921
98 33 922
99 30 919
100 43 936
101 33 923
102 27 916
103 35 915
104 35 916
105 43 929
106 34 914
107 48 929
108 48 933
109 32 918
110 45 920
111 38 933
112 6 908
113 8 903
114 10 920
115 11 912
116 7 911
117 6 915
118 7 909
119 6 907
120 10 910
121 9 902
122 6 903
123 6 898
124 6 907
125 17 931
126 13 969
127 22 914
