Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 65.4 2.9 67.3 2.9 64.1 1.2 69.9 1.4 
1 67.3 2.7 67.3 2.6 71.9 1.2 69.7 1.2 
2 63.7 2.7 64.3 2.6 71.1 1.3 68.3 1.3 
3 66.1 2.6 66.4 2.5 71.5 1.3 67.4 1.5 
4 63.8 2.7 66.5 2.6 67.8 1.2 65.6 1.2 
5 62.0 2.7 71.0 2.5 69.7 1.3 71.5 1.2 
6 65.8 2.9 65.3 2.9 77.3 1.4 72.7 1.1 
7 72.7 2.7 61.6 2.8 69.8 1.3 71.9 1.1 
8 70.5 2.9 66.8 2.9 71.6 1.3 69.6 1.2 
9 64.7 2.6 68.0 2.7 68.3 1.3 71.0 1.2 
10 64.2 2.9 63.2 2.8 69.3 1.4 71.5 1.2 
11 68.3 2.6 66.4 2.7 69.8 1.5 68.5 1.2 
12 63.4 2.5 61.2 2.8 75.5 1.3 72.8 1.1 
13 64.8 2.6 61.5 2.9 62.8 1.5 66.0 1.6 
14 64.2 2.6 69.3 2.6 65.9 1.3 70.6 1.2 
15 64.7 2.6 61.3 2.8 72.3 1.2 68.9 1.2 
16 82.9 2.1 80.8 2.3 89.5 1.2 91.6 1.1 
17 84.2 2.2 80.0 2.4 90.1 1.2 92.5 1.1 
18 79.5 2.4 77.1 2.2 96.2 1.1 89.1 1.3 
19 86.8 2.5 91.1 2.3 88.5 1.1 90.7 1.1 
20 83.3 2.1 81.2 2.1 96.0 1.1 93.5 1.1 
21 75.6 2.4 76.3 2.3 96.5 1.1 91.4 1.2 
22 80.8 2.2 83.3 2.2 92.0 1.1 92.0 1.0 
23 81.9 2.4 87.4 2.1 92.2 1.1 95.4 1.1 
24 87.1 2.1 83.0 2.3 85.5 1.2 89.6 1.5 
25 83.4 2.3 84.4 2.2 87.2 1.1 85.2 1.1 
26 87.4 2.3 83.9 2.1 91.7 1.1 89.6 1.2 
27 84.6 2.3 83.5 2.1 89.2 1.2 94.4 1.4 
28 86.2 2.3 82.8 2.1 94.0 1.4 88.7 1.1 
29 79.6 2.2 83.2 2.2 94.6 1.3 92.8 1.1 
30 83.4 2.1 81.3 2.1 87.2 1.1 85.0 1.1 
