Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 11 999
1 12 996
2 12 996
3 26 998
4 19 973
5 16 999
6 7 969
7 12 996
8 23 999
9 7 998
10 9 996
11 14 998
12 19 998
13 14 996
14 20 940
15 25 999
16 12 993
17 9 996
18 26 998
19 15 987
20 15 977
21 15 991
22 15 993
23 25 991
24 14 995
25 15 996
26 47 992
27 30 998
28 15 990
29 10 995
30 9 997
31 18 998
32 7 995
33 24 995
34 18 970
35 18 938
36 15 987
37 17 993
38 15 973
39 11 995
40 9 992
41 26 995
42 16 987
43 19 989
44 5 986
45 19 933
46 12 998
47 14 998
48 6 907
49 11 917
50 6 910
51 8 928
52 7 899
53 6 915
54 14 929
55 13 895
56 9 903
57 7 899
58 16 916
59 6 891
60 14 915
61 15 908
62 19 906
63 23 912
64 14 974
65 8 908
66 7 919
67 25 927
68 10 919
69 9 919
70 6 911
71 7 909
72 15 916
73 24 930
74 17 913
75 10 909
76 8 917
77 13 905
78 7 907
79 19 940
80 6 907
81 6 884
82 7 901
83 7 894
84 6 900
85 7 898
86 6 886
87 7 961
88 6 905
89 6 889
90 7 879
91 6 905
92 7 886
93 7 911
94 9 905
95 7 905
96 11 920
97 13 919
98 10 922
99 11 925
100 6 918
101 9 918
102 11 926
103 18 926
104 13 920
105 20 918
106 17 925
107 21 931
108 9 927
109 18 915
110 22 915
111 21 915
112 17 937
113 7 924
114 13 935
115 17 938
116 13 933
117 12 927
118 11 921
119 9 926
120 18 939
121 19 936
122 13 926
123 12 921
124 13 935
125 16 936
126 8 924
127 25 950
