Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 37 992
1 22 985
2 16 966
3 22 926
4 23 953
5 24 926
6 27 920
7 28 998
8 18 951
9 23 995
10 21 996
11 28 918
12 28 987
13 37 989
14 31 994
15 34 997
16 12 993
17 7 918
18 10 921
19 12 982
20 9 911
21 7 921
22 9 995
23 10 931
24 17 915
25 11 957
26 13 925
27 14 988
28 16 915
29 17 969
30 13 924
31 10 982
32 18 987
33 17 936
34 17 998
35 31 947
36 14 985
37 21 998
38 23 948
39 21 966
40 16 945
41 27 942
42 25 941
43 21 989
44 15 924
45 24 947
46 21 986
47 29 966
48 6 966
49 11 922
50 12 922
51 6 898
52 7 914
53 9 903
54 13 925
55 22 940
56 9 919
57 8 910
58 9 909
59 14 908
60 10 906
61 10 901
62 9 906
63 11 905
64 24 931
65 22 928
66 29 929
67 29 930
68 16 915
69 24 919
70 13 911
71 19 936
72 18 934
73 30 926
74 12 915
75 30 927
76 14 909
77 24 929
78 21 917
79 29 934
80 13 920
81 23 935
82 9 931
83 11 930
84 9 925
85 13 921
86 17 929
87 11 921
88 15 943
89 13 934
90 7 928
91 13 928
92 13 939
93 11 948
94 16 921
95 16 934
96 32 947
97 26 924
98 18 913
99 30 930
100 29 932
101 14 920
102 30 933
103 21 939
104 32 931
105 20 919
106 29 921
107 29 931
108 17 927
109 25 933
110 26 928
111 30 947
112 9 998
113 16 917
114 7 908
115 16 936
116 9 908
117 8 911
118 11 913
119 11 916
120 10 911
121 10 915
122 7 922
123 9 919
124 6 908
125 15 922
126 14 909
127 10 917
