Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 790
1 740
2 740
3 740
4 728
5 736
6 736
7 727
8 737
9 739
10 729
11 717
12 735
13 735
14 737
15 739
16 815
17 808
18 796
19 802
20 808
21 807
22 822
23 814
24 819
25 820
26 812
27 803
28 810
29 805
30 799
31 812
32 743
33 743
34 741
35 752
36 752
37 746
38 736
39 748
40 746
41 760
42 743
43 732
44 747
45 743
46 738
47 733
48 763
49 760
50 773
51 765
52 770
53 756
54 764
55 764
56 774
57 777
58 762
59 774
60 764
61 765
62 767
63 767
64 775
65 918
66 772
67 774
68 776
69 764
70 761
71 770
72 768
73 765
74 752
75 766
76 764
77 762
78 769
79 774
80 745
81 745
82 753
83 757
84 750
85 746
86 744
87 747
88 747
89 744
90 745
91 744
92 743
93 713
94 741
95 745
96 975
97 712
98 971
99 749
100 727
101 745
102 715
103 743
104 751
105 740
106 745
107 746
108 741
109 739
110 739
111 753
112 1011
113 754
114 981
115 729
116 723
117 729
118 717
119 735
120 732
121 732
122 723
123 733
124 743
125 732
126 735
127 723
