Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 5 999
1 5 993
2 6 998
3 6 992
4 5 995
5 6 993
6 5 993
7 6 990
8 7 991
9 5 994
10 5 992
11 5 993
12 6 993
13 8 999
14 7 989
15 11 986
16 5 999
17 12 996
18 10 994
19 5 995
20 19 999
21 13 994
22 19 998
23 15 989
24 11 997
25 10 926
26 12 999
27 12 941
28 24 961
29 7 997
30 5 997
31 10 999
32 12 949
33 26 974
34 8 958
35 13 996
36 8 975
37 24 996
38 22 931
39 5 918
40 14 946
41 5 996
42 12 945
43 15 993
44 19 972
45 11 984
46 26 935
47 8 983
48 5 987
49 12 937
50 5 970
51 12 992
52 12 971
53 5 984
54 30 943
55 5 927
56 27 959
57 15 933
58 7 990
59 14 945
60 15 991
61 15 985
62 12 997
63 15 949
64 14 926
65 16 940
66 7 924
67 9 929
68 13 913
69 7 921
70 13 940
71 22 941
72 17 925
73 17 935
74 9 899
75 10 938
76 11 907
77 11 927
78 15 915
79 25 926
80 13 906
81 19 919
82 12 900
83 12 905
84 9 912
85 14 913
86 14 901
87 12 993
88 19 910
89 11 913
90 18 911
91 8 921
92 21 915
93 20 913
94 22 915
95 18 910
96 26 996
97 20 923
98 25 932
99 27 928
100 24 929
101 22 924
102 27 920
103 23 919
104 35 932
105 29 946
106 25 918
107 23 929
108 25 929
109 25 929
110 36 942
111 40 924
112 35 996
113 34 937
114 31 939
115 35 940
116 35 961
117 21 943
118 36 951
119 26 995
120 24 927
121 32 946
122 21 948
123 35 945
124 27 940
125 31 948
126 28 931
127 38 938
