Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 68.3 2.1 67.6 2.3 83.8 1.2 77.1 1.1 
1 76.8 2.1 75.3 2.2 80.0 1.2 78.1 1.1 
2 71.1 2.2 74.0 2.0 83.5 1.2 82.2 1.1 
3 76.1 2.1 80.1 2.2 76.7 1.3 81.2 0.9 
4 76.3 2.0 75.7 2.3 81.0 1.2 85.1 1.0 
5 74.2 1.9 74.2 2.2 88.3 1.1 86.1 1.0 
6 77.8 2.1 73.9 2.2 83.9 1.2 81.1 1.1 
7 62.5 2.2 68.8 2.1 74.4 1.2 74.7 1.1 
8 81.4 2.1 78.0 2.1 86.7 1.2 88.2 1.0 
9 71.6 2.2 71.7 2.2 84.7 1.1 82.7 1.1 
10 75.2 2.4 78.7 2.2 78.1 1.2 82.8 1.4 
11 74.1 2.3 76.4 2.1 81.1 1.1 83.5 1.1 
12 77.6 2.1 73.0 2.3 80.7 1.1 78.7 1.1 
13 72.5 2.3 66.8 2.1 82.3 1.4 78.5 1.1 
14 78.2 2.3 72.1 2.1 82.3 1.3 81.2 1.4 
15 72.7 2.1 69.8 2.1 83.3 1.4 78.0 1.2 
16 87.7 2.1 83.4 2.2 93.2 1.3 90.5 1.1 
17 90.8 2.2 80.7 2.2 94.6 1.4 91.5 1.5 
18 88.9 2.2 81.3 2.2 94.9 1.3 91.0 1.5 
19 81.2 2.1 86.5 2.2 87.2 1.3 92.4 1.1 
20 78.3 2.4 83.4 2.2 89.0 1.2 91.8 1.1 
21 85.3 2.1 82.8 2.3 92.8 1.1 88.8 1.1 
22 93.9 2.2 85.3 2.2 93.6 1.1 95.6 1.1 
23 87.8 2.2 85.0 2.1 93.0 1.2 90.2 1.1 
24 84.6 2.1 82.0 2.2 89.2 1.2 93.4 1.2 
25 83.6 2.2 80.8 2.1 88.8 1.2 86.0 1.0 
26 80.5 2.4 80.2 2.1 86.8 1.1 88.1 1.1 
27 79.8 2.2 83.4 2.2 88.9 1.1 88.5 1.4 
28 81.2 2.1 78.8 2.1 89.4 1.2 91.8 1.1 
29 69.1 2.3 76.7 2.2 84.8 1.1 83.0 1.1 
30 82.7 2.3 83.2 2.1 89.1 1.3 85.4 1.0 
31 83.5 2.2 75.8 2.2 91.9 1.1 89.9 1.1 
32 51.8 3.2 51.1 3.1 63.7 1.3 62.0 1.2 
33 60.5 2.9 60.4 3.1 68.0 1.3 66.1 1.2 
34 63.0 3.1 59.7 3.2 70.7 1.3 66.3 1.4 
35 62.4 2.8 64.8 3.0 61.4 1.2 66.1 1.4 
36 58.7 3.0 61.5 3.1 61.6 1.2 63.9 1.2 
37 57.5 2.7 60.6 2.7 65.5 1.2 67.9 1.2 
38 60.4 3.0 57.5 2.9 65.5 1.5 60.7 1.3 
39 55.7 2.6 59.6 2.7 63.8 1.5 68.5 1.2 
40 57.7 2.9 62.8 2.8 65.1 1.2 65.0 1.6 
41 57.1 3.0 60.0 3.1 68.7 1.2 66.9 1.2 
42 55.2 3.0 56.3 2.9 68.5 1.2 65.3 1.2 
