Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 750
1 751
2 749
3 754
4 754
5 738
6 747
7 751
8 750
9 745
10 749
11 734
12 748
13 737
14 750
15 754
16 757
17 753
18 755
19 750
20 745
21 756
22 759
23 726
24 753
25 755
26 757
27 756
28 757
29 741
30 738
31 768
32 737
33 737
34 744
35 741
36 745
37 739
38 739
39 742
40 734
41 737
42 733
43 738
44 736
45 744
46 739
47 740
48 738
49 737
50 733
51 729
52 735
53 736
54 740
55 723
56 726
57 740
58 726
59 737
60 716
61 731
62 737
63 746
64 745
65 757
66 747
67 750
68 753
69 740
70 751
71 759
72 753
73 766
74 746
75 755
76 757
77 742
78 748
79 768
80 732
81 744
82 728
83 735
84 730
85 737
86 730
87 737
88 732
89 738
90 729
91 744
92 745
93 719
94 725
95 755
96 817
97 731
98 727
99 725
100 728
101 685
102 675
103 721
104 724
105 725
106 717
107 726
108 723
109 728
110 719
111 729
112 1018
113 978
114 918
115 749
116 761
117 748
118 750
119 754
120 755
121 750
122 753
123 758
124 772
125 761
126 751
127 756
