Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 74.1 2.4 70.3 2.3 78.1 1.2 80.2 1.5 
1 75.2 2.3 76.6 2.1 81.9 1.3 81.1 1.1 
2 82.2 2.1 86.4 2.3 83.1 1.4 87.9 1.0 
3 77.1 2.5 77.7 2.2 85.4 1.3 80.2 1.1 
4 73.3 2.5 73.2 2.1 85.2 1.2 86.8 1.1 
5 75.4 2.2 72.1 2.3 79.0 1.3 85.0 1.5 
6 72.2 2.3 74.8 2.4 81.5 1.2 83.4 1.1 
7 77.7 2.3 81.4 2.2 82.0 1.4 87.7 1.1 
8 74.7 2.6 70.7 2.3 85.0 1.2 87.5 1.0 
9 77.3 2.2 82.2 2.1 85.0 1.4 81.6 1.1 
10 72.6 2.4 75.4 2.3 80.0 1.2 77.8 1.2 
11 75.8 2.3 76.2 2.4 85.1 1.3 81.8 1.2 
12 78.6 2.5 83.6 2.4 82.6 1.3 80.4 1.1 
13 74.2 2.2 75.4 2.5 80.2 1.1 80.3 1.5 
14 78.1 2.4 77.6 2.1 85.6 1.2 87.8 1.0 
15 70.5 2.4 74.9 2.3 80.3 1.2 84.0 1.2 
16 73.9 2.2 79.3 2.2 82.1 1.4 77.0 1.2 
17 73.0 2.2 78.8 2.4 79.6 1.2 79.5 1.1 
18 80.7 2.4 78.0 2.2 80.2 1.4 82.8 1.1 
19 71.7 2.3 75.4 2.4 80.9 1.4 77.3 1.1 
20 81.5 2.4 76.3 2.4 84.3 1.1 84.4 1.1 
21 76.2 2.2 77.0 2.5 83.8 1.2 81.5 1.2 
22 77.5 2.2 72.4 2.2 85.0 1.1 84.8 1.1 
23 72.9 2.3 72.7 2.4 79.9 1.3 84.3 1.1 
24 79.8 2.2 74.9 2.3 80.5 1.2 82.6 1.1 
25 74.4 2.2 79.2 2.2 83.7 1.2 81.3 1.1 
26 79.0 2.3 74.5 2.4 82.8 1.4 84.3 1.1 
27 68.6 2.2 74.6 2.3 84.6 1.2 77.9 1.4 
28 70.2 2.4 75.4 2.2 87.1 1.1 83.6 1.5 
29 76.7 2.5 78.9 2.3 83.3 1.4 86.7 1.1 
30 75.1 2.2 75.7 2.5 84.2 1.3 81.4 1.2 
31 68.6 2.3 72.6 2.3 82.2 1.2 80.2 1.4 
32 74.3 2.9 72.5 2.7 83.5 1.2 80.1 1.3 
33 71.7 2.5 72.8 2.7 71.6 1.2 67.9 1.2 
34 69.7 2.7 72.6 2.5 73.1 1.2 77.2 1.5 
35 75.4 2.4 70.9 2.4 75.7 1.1 70.4 1.4 
36 69.3 2.7 65.4 2.8 77.5 1.2 79.8 1.1 
37 76.6 2.3 71.0 2.3 77.1 1.1 78.5 1.1 
38 69.0 2.6 65.5 2.7 76.6 1.1 75.7 1.5 
39 68.2 2.2 73.7 2.3 80.1 1.2 83.7 1.1 
40 64.5 2.4 65.3 2.5 77.6 1.2 79.5 1.1 
41 72.5 2.7 70.1 2.6 80.5 1.1 82.8 1.1 
42 67.6 2.7 73.0 2.5 76.1 1.3 75.6 1.5 
43 72.5 2.2 68.2 2.5 79.4 1.2 76.6 1.0 
44 68.5 2.8 66.3 2.7 76.0 1.2 72.3 1.2 
