Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 15 959
1 30 965
2 10 947
3 17 990
4 15 958
5 16 974
6 31 988
7 9 958
8 8 995
9 9 990
10 28 987
11 15 988
12 30 989
13 15 989
14 15 949
15 8 975
16 6 908
17 15 918
18 7 952
19 12 990
20 6 989
21 21 922
22 13 915
23 12 990
24 19 951
25 17 916
26 14 920
27 5 996
28 23 916
29 14 918
30 9 983
31 15 993
32 6 953
33 15 975
34 7 949
35 26 935
36 6 956
37 9 954
38 15 984
39 17 936
40 9 947
41 26 939
42 25 951
43 8 990
44 26 990
45 18 950
46 15 931
47 6 925
48 15 972
49 5 940
50 16 957
51 11 992
52 31 948
53 40 954
54 13 951
55 5 967
56 31 966
57 21 951
58 20 948
59 14 999
60 51 955
61 40 941
62 43 961
63 24 937
64 30 931
65 32 935
66 22 935
67 25 910
68 21 927
69 29 922
70 21 916
71 22 941
72 29 930
73 27 918
74 24 906
75 24 913
76 26 938
77 29 923
78 28 924
79 27 929
80 16 908
81 24 921
82 19 924
83 20 916
84 23 908
85 25 910
86 20 921
87 14 932
88 23 909
89 24 918
90 17 903
91 25 923
92 28 905
93 24 917
94 19 916
95 22 917
96 19 931
97 15 914
98 11 926
99 19 916
100 15 921
101 22 929
102 14 935
103 30 939
104 28 933
105 16 938
106 23 941
107 23 935
108 22 931
109 13 925
110 29 924
111 30 937
112 16 925
113 22 933
114 19 926
115 37 946
116 22 938
117 26 922
118 24 921
119 19 927
120 29 927
121 31 948
122 21 911
123 26 929
124 25 934
125 24 933
126 33 936
127 31 946
