Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 67.6 2.7 64.6 2.8 71.7 1.3 76.2 1.1 
1 66.8 2.6 65.2 2.8 69.2 1.2 72.7 1.4 
2 71.4 2.5 70.0 2.6 81.3 1.4 77.6 1.1 
3 72.1 2.6 68.2 2.6 74.0 1.3 76.0 1.1 
4 67.5 2.6 71.1 2.9 79.0 1.2 74.4 1.5 
5 68.4 2.5 64.4 2.8 76.9 1.4 73.3 1.2 
6 63.7 2.7 66.8 2.8 71.8 1.2 78.0 1.4 
7 65.8 2.5 70.6 2.6 71.8 1.2 75.9 1.2 
8 72.9 2.8 69.8 2.8 73.7 1.3 73.2 1.1 
9 68.4 2.8 72.7 2.7 71.3 1.3 76.9 1.3 
10 71.2 2.6 69.4 2.7 71.7 1.4 75.2 1.2 
11 73.4 2.8 69.3 2.6 83.0 1.4 75.5 1.2 
12 70.8 3.0 70.7 2.6 76.3 1.2 76.5 1.1 
13 66.2 2.9 68.0 2.6 71.7 1.2 77.1 1.3 
14 73.1 2.6 71.5 2.5 76.9 1.3 71.5 1.3 
15 71.8 2.7 68.1 2.5 71.3 1.3 79.3 1.3 
16 72.2 2.2 68.3 2.4 70.5 1.3 67.0 1.3 
17 66.2 2.1 69.0 2.2 76.5 1.2 72.4 1.1 
18 74.3 2.0 74.0 2.3 73.7 1.2 75.4 1.1 
19 69.0 2.3 74.5 2.2 75.8 1.1 73.5 1.1 
20 67.3 2.1 69.3 2.1 78.2 1.4 73.1 1.2 
21 72.9 2.1 63.4 2.1 74.3 1.2 75.8 1.0 
22 70.2 2.1 66.0 2.4 75.1 1.2 73.5 1.1 
23 66.5 2.1 71.1 2.1 72.3 1.2 68.3 1.1 
24 70.7 2.2 68.4 2.1 75.4 1.4 76.2 1.0 
25 71.7 2.2 63.6 2.2 73.7 1.2 75.0 1.1 
26 63.5 2.0 64.2 2.1 70.0 1.2 72.2 1.1 
27 71.8 2.2 64.0 2.2 76.0 1.2 69.3 1.3 
28 66.7 2.1 67.3 2.1 69.8 1.4 75.5 1.2 
29 59.3 2.1 61.0 2.1 80.6 1.2 74.0 1.3 
30 57.9 2.0 60.0 2.2 77.9 1.2 76.5 1.1 
31 64.6 2.2 67.6 2.3 78.2 1.4 72.8 1.1 
32 69.0 2.9 72.6 3.1 72.4 1.2 76.0 1.1 
33 69.0 2.5 65.4 2.7 72.0 1.2 71.4 1.5 
34 64.8 2.7 68.1 2.9 68.8 1.2 72.4 1.3 
35 65.9 2.5 67.2 2.4 71.0 1.5 74.8 1.2 
36 73.2 3.0 70.5 3.0 75.3 1.4 75.9 1.5 
37 68.7 2.6 69.0 2.4 78.3 1.3 69.8 1.4 
38 63.4 2.7 65.2 2.8 67.8 1.4 72.1 1.1 
39 69.9 2.4 68.3 2.3 75.7 1.2 73.0 1.2 
40 71.6 2.6 61.8 2.7 69.6 1.3 69.0 1.2 
41 68.2 2.6 68.8 2.6 78.0 1.4 73.1 1.1 
42 63.0 2.7 68.9 2.7 75.6 1.2 73.5 1.1 
43 64.8 2.7 67.2 2.4 79.3 1.2 76.7 1.1 
44 70.3 2.9 73.1 3.0 79.9 1.2 80.0 1.1 
45 72.6 2.6 66.7 2.7 69.2 1.4 66.7 1.6 
46 65.7 2.6 68.8 2.4 72.8 1.2 76.1 1.3 
47 62.6 2.6 67.3 2.5 76.5 1.4 72.8 1.1 
48 76.9 2.1 74.1 2.3 78.1 1.2 80.4 1.2 
49 71.8 2.2 74.1 2.1 71.7 1.2 76.3 1.1 
50 73.6 2.2 70.5 2.1 77.0 1.1 79.3 1.1 
51 71.1 2.2 69.3 2.0 74.0 1.3 80.0 1.2 
52 78.8 2.1 76.5 2.0 78.1 1.1 77.9 1.1 
53 73.8 2.0 74.2 1.9 72.8 1.2 79.0 1.3 
54 70.0 2.0 71.9 2.0 77.9 1.1 81.1 1.5 
55 74.1 1.9 70.7 2.1 79.4 1.2 75.5 1.5 
