Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 8 893
1 6 910
2 6 897
3 10 913
4 7 889
5 6 887
6 7 892
7 6 904
8 6 892
9 6 890
10 6 888
11 6 884
12 6 888
13 6 902
14 7 880
15 13 897
16 16 916
17 11 914
18 10 906
19 9 892
20 8 910
21 16 900
22 10 901
23 12 899
24 13 900
25 10 893
26 8 897
27 14 904
28 10 900
29 8 902
30 15 904
31 10 918
32 16 924
33 19 932
34 12 930
35 24 947
36 14 927
37 16 946
38 11 931
39 12 923
40 18 942
41 14 937
42 13 922
43 15 936
44 12 926
45 21 923
46 18 927
47 26 934
48 7 902
49 6 898
50 7 902
51 6 903
52 9 913
53 7 900
54 7 917
55 11 906
56 13 912
57 6 888
58 6 884
59 6 890
60 9 898
61 7 903
62 7 902
63 7 889
64 6 973
65 6 926
66 7 917
67 9 911
68 6 925
69 7 912
70 8 931
71 5 919
72 9 936
73 13 931
74 9 926
75 8 922
76 7 919
77 10 924
78 12 924
79 8 978
80 13 998
81 24 927
82 14 917
83 10 936
84 16 987
85 9 899
86 10 907
87 21 932
88 11 906
89 20 939
90 8 927
91 13 928
92 17 910
93 11 904
94 12 902
95 13 923
96 21 928
97 15 929
98 11 919
99 13 921
100 23 919
101 14 931
102 20 931
103 20 915
104 12 917
105 22 924
106 12 909
107 7 911
108 12 914
109 18 913
110 14 911
111 11 978
112 25 933
113 9 999
114 9 982
115 21 987
116 7 988
117 18 984
118 10 920
119 10 937
120 17 986
121 13 910
122 12 986
123 9 920
124 14 990
125 9 986
126 20 915
127 15 920
