Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 745
1 752
2 748
3 744
4 755
5 749
6 741
7 755
8 746
9 751
10 747
11 750
12 745
13 749
14 748
15 751
16 753
17 746
18 756
19 754
20 754
21 753
22 759
23 745
24 751
25 765
26 756
27 743
28 752
29 725
30 756
31 745
32 738
33 743
34 751
35 743
36 737
37 744
38 741
39 750
40 742
41 740
42 751
43 739
44 737
45 745
46 747
47 739
48 924
49 761
50 764
51 767
52 764
53 764
54 763
55 759
56 764
57 759
58 762
59 760
60 757
61 757
62 776
63 762
64 743
65 742
66 749
67 740
68 756
69 728
70 751
71 749
72 759
73 749
74 735
75 754
76 753
77 753
78 1000
79 745
80 737
81 747
82 747
83 740
84 745
85 745
86 734
87 747
88 733
89 736
90 740
91 735
92 740
93 656
94 730
95 740
96 761
97 760
98 769
99 757
100 759
101 763
102 720
103 771
104 766
105 775
106 767
107 743
108 764
109 732
110 777
111 785
112 975
113 736
114 766
115 756
116 750
117 758
118 747
119 752
120 752
121 759
122 752
123 756
124 761
125 748
126 755
127 772
