Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 6 898
1 7 919
2 10 908
3 6 897
4 7 888
5 12 908
6 7 922
7 9 913
8 6 901
9 6 884
10 6 893
11 7 882
12 7 893
13 7 900
14 8 900
15 9 896
16 13 959
17 9 931
18 7 999
19 9 937
20 10 918
21 10 926
22 6 913
23 7 917
24 6 908
25 7 900
26 10 915
27 8 920
28 8 930
29 5 911
30 11 921
31 7 917
32 9 993
33 7 924
34 13 932
35 17 936
36 12 930
37 8 921
38 12 923
39 17 910
40 13 918
41 9 906
42 10 927
43 14 907
44 17 929
45 8 923
46 17 969
47 25 987
48 18 925
49 20 919
50 21 923
51 20 929
52 19 922
53 12 912
54 8 906
55 16 919
56 10 923
57 18 925
58 11 913
59 10 903
60 11 903
61 9 903
62 12 904
63 9 892
64 6 982
65 7 905
66 7 891
67 6 900
68 7 918
69 6 898
70 6 901
71 7 899
72 6 917
73 7 896
74 7 894
75 6 895
76 6 880
77 6 896
78 8 935
79 6 901
80 7 929
81 11 927
82 11 911
83 7 915
84 7 921
85 10 928
86 8 911
87 8 908
88 8 912
89 13 907
90 13 923
91 9 919
92 10 907
93 14 917
94 13 918
95 7 992
96 6 926
97 5 910
98 6 922
99 6 915
100 6 923
101 6 911
102 6 897
103 6 965
104 6 923
105 7 896
106 6 906
107 7 898
108 5 901
109 6 912
110 9 923
111 6 900
112 10 995
113 17 956
114 13 948
115 15 991
116 20 923
117 10 925
118 13 934
119 10 970
120 19 931
121 16 907
122 17 934
123 23 971
124 8 930
125 14 917
126 18 974
127 8 959
