Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 61.7 2.6 61.4 2.5 65.1 1.2 70.7 1.4 
1 65.0 2.5 69.9 2.4 72.0 1.2 72.6 1.2 
2 74.9 2.4 69.4 2.5 76.5 1.4 76.4 1.2 
3 65.8 2.6 68.5 2.5 69.4 1.2 70.9 1.1 
4 68.7 2.6 67.0 2.6 71.9 1.2 69.0 1.1 
5 68.3 2.3 72.6 2.3 73.5 1.2 79.4 1.1 
6 71.0 2.3 67.8 2.3 71.0 1.5 75.3 1.2 
7 70.8 2.5 68.8 2.5 74.4 1.3 70.9 1.6 
8 67.6 2.4 70.9 2.4 75.7 1.5 80.0 1.1 
9 73.5 2.5 66.9 2.6 74.0 1.2 72.8 1.1 
10 68.1 2.7 66.1 2.5 71.7 1.5 75.5 1.1 
11 67.5 2.5 70.1 2.5 74.2 1.4 75.7 1.1 
12 61.4 2.5 64.1 2.4 69.5 1.3 63.7 1.1 
13 64.4 2.5 67.6 2.6 73.1 1.5 69.4 1.1 
14 67.4 2.5 72.7 2.5 73.6 1.2 75.7 1.1 
15 64.9 2.5 70.5 2.6 75.4 1.2 73.6 1.2 
16 74.9 2.1 75.9 1.8 78.9 1.1 77.2 1.1 
17 77.1 1.9 72.5 1.9 81.9 1.1 84.5 1.1 
18 71.6 1.9 70.6 2.1 77.7 1.2 79.3 0.9 
19 73.2 2.0 73.7 2.1 76.0 1.1 79.4 1.0 
20 70.9 2.2 73.2 2.0 78.2 1.2 79.2 1.0 
21 68.4 2.3 70.7 1.9 83.7 1.1 80.3 1.4 
22 72.8 2.1 68.5 1.9 80.1 1.0 78.2 1.3 
23 63.5 1.9 74.8 2.1 77.9 1.3 83.1 1.2 
24 74.2 1.8 71.4 2.0 73.7 1.2 75.1 1.0 
25 67.4 1.9 67.4 1.9 77.1 1.1 79.9 1.3 
26 72.1 2.1 75.9 1.9 79.6 1.0 77.5 1.1 
27 72.8 2.0 67.7 2.0 79.7 1.1 77.1 1.0 
28 64.5 2.1 66.9 1.9 77.0 1.1 79.8 0.9 
29 71.4 2.0 69.0 1.9 75.5 1.1 81.5 1.2 
30 68.8 1.9 71.1 1.9 74.8 1.2 74.2 1.2 
31 72.3 2.0 75.4 2.0 77.4 1.1 78.6 1.0 
32 73.4 2.9 76.0 3.2 83.8 1.4 81.5 1.2 
33 73.0 2.7 67.8 2.8 79.7 1.2 75.0 1.5 
34 70.4 2.7 76.9 2.7 78.1 1.2 79.6 1.2 
35 78.7 2.4 77.1 2.7 83.8 1.2 81.7 1.1 
36 78.9 2.8 81.2 3.1 83.7 1.2 81.1 1.2 
37 73.2 2.6 74.6 2.5 80.0 1.2 83.0 1.1 
38 77.1 2.7 78.4 2.6 80.0 1.3 83.2 1.2 
39 75.5 2.4 68.3 2.5 78.5 1.2 76.6 1.1 
40 72.1 2.7 73.8 2.5 78.0 1.3 79.2 1.1 
41 74.5 2.8 79.0 2.7 83.8 1.2 80.6 1.2 
42 72.2 2.6 75.3 2.8 77.8 1.3 83.6 1.3 
43 74.5 2.5 74.9 2.5 73.7 1.3 79.5 1.2 
44 71.8 2.9 73.5 2.9 77.9 1.2 77.5 1.2 
45 69.6 2.4 75.5 2.5 78.3 1.4 81.8 1.4 
46 69.3 2.5 69.6 2.5 78.4 1.3 80.2 1.1 
47 70.8 2.5 76.3 2.5 79.9 1.1 83.0 1.2 
48 68.0 2.2 68.3 2.2 74.8 1.3 71.0 1.5 
49 69.7 2.3 72.2 2.3 76.8 1.2 79.0 1.1 
50 76.1 2.5 74.8 2.3 73.3 1.2 76.0 1.1 
51 65.2 2.5 61.9 2.4 74.9 1.3 71.6 1.3 
52 73.6 2.5 75.3 2.3 77.0 1.2 73.1 1.2 
53 64.9 2.4 60.7 2.3 79.8 1.2 75.8 1.4 
54 71.0 2.4 74.9 2.2 71.5 1.3 80.5 1.2 
55 67.6 2.3 65.0 2.4 71.2 1.2 69.3 1.1 
56 68.0 2.2 64.2 2.4 78.8 1.2 76.8 1.1 
57 68.3 2.5 68.2 2.2 77.5 1.4 76.2 1.1 
58 67.5 2.5 64.7 2.3 78.2 1.2 80.8 1.6 
59 62.7 2.4 64.8 2.5 74.8 1.3 73.0 1.1 
60 63.6 2.5 67.1 2.3 76.7 1.3 68.5 1.1 
61 69.7 2.6 65.6 2.6 75.6 1.2 73.1 1.0 
62 69.5 2.5 65.5 2.4 74.0 1.4 67.7 1.1 
63 69.7 2.5 69.7 2.8 73.6 1.3 68.3 1.3 
