Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 31 945
1 30 946
2 32 928
3 21 935
4 23 928
5 34 935
6 32 932
7 9 960
8 38 939
9 23 950
10 43 945
11 30 940
12 32 937
13 22 937
14 31 940
15 25 968
16 43 959
17 36 959
18 32 953
19 39 947
20 33 938
21 31 943
22 37 935
23 42 943
24 44 954
25 39 941
26 43 958
27 42 943
28 42 941
29 31 954
30 51 948
31 40 969
32 15 996
33 44 959
34 37 959
35 41 962
36 41 958
37 48 960
38 41 949
39 44 961
40 36 971
41 43 962
42 37 959
43 39 955
44 41 945
45 30 966
46 31 950
47 45 952
48 34 931
49 36 935
50 27 929
51 44 944
52 34 958
53 42 937
54 37 947
55 40 970
56 42 935
57 39 939
58 35 955
59 37 921
60 37 931
61 42 941
62 47 939
63 54 965
64 25 953
65 19 933
66 22 934
67 19 954
68 28 945
69 25 931
70 28 939
71 21 936
72 28 937
73 16 931
74 15 926
75 25 942
76 21 953
77 30 947
78 20 938
79 39 988
80 36 936
81 33 945
82 36 952
83 40 942
84 24 948
85 40 947
86 33 950
87 30 930
88 36 940
89 35 927
90 36 929
91 36 937
92 45 947
93 37 945
94 41 935
95 17 938
96 14 970
97 33 948
98 41 964
99 49 989
100 40 962
101 41 961
102 40 960
103 24 956
104 35 957
105 37 964
106 44 953
107 23 941
108 39 952
109 41 960
110 43 961
111 52 988
112 40 951
113 31 965
114 43 945
115 32 943
116 27 947
117 38 945
118 40 946
119 30 931
120 32 928
121 35 942
122 33 932
123 44 990
124 42 943
125 35 942
126 41 930
127 41 944
