Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 5 999
1 10 998
2 10 997
3 5 999
4 5 995
5 5 998
6 5 999
7 6 999
8 9 999
9 23 999
10 6 997
11 5 999
12 10 997
13 8 999
14 6 999
15 12 999
16 7 996
17 20 995
18 13 999
19 26 999
20 8 991
21 15 998
22 7 996
23 15 996
24 9 998
25 7 999
26 15 996
27 15 996
28 30 998
29 24 996
30 15 995
31 5 997
32 6 999
33 9 991
34 11 999
35 10 977
36 6 984
37 9 992
38 5 994
39 10 999
40 10 999
41 10 999
42 6 992
43 8 998
44 10 999
45 11 995
46 12 992
47 8 996
48 5 999
49 14 961
50 28 986
51 10 999
52 11 997
53 17 999
54 26 998
55 25 996
56 14 999
57 10 999
58 11 998
59 31 995
60 8 996
61 34 987
62 30 975
63 21 998
64 6 906
65 9 917
66 6 907
67 11 925
68 6 917
69 6 905
70 6 909
71 6 904
72 6 908
73 8 916
74 7 916
75 6 920
76 6 904
77 6 900
78 11 916
79 7 923
80 6 928
81 6 883
82 6 889
83 6 877
84 6 875
85 6 889
86 6 891
87 7 886
88 6 888
89 6 886
90 6 891
91 6 897
92 9 870
93 6 908
94 7 876
95 6 885
96 10 927
97 14 924
98 8 925
99 20 931
100 20 933
101 21 929
102 14 933
103 10 918
104 13 928
105 19 923
106 17 930
107 25 932
108 22 930
109 9 916
110 6 908
111 17 925
112 16 910
113 31 943
114 21 925
115 19 911
116 29 926
117 19 911
118 25 921
119 30 918
120 22 929
121 27 924
122 28 926
123 36 927
124 33 930
125 10 918
126 26 922
127 25 927
