Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  119.5  1.9  -3.3  1.7  21.4  125.0  1.4  0.8  1.3  12.1  5991  14.3164  5991  13.7759 
 1  127.6  1.7  -6.4  1.4  14.7  144.0  4.2  -9.9  2.7  22.4  3360  14.239  3382  14.2799 
 2  118.9  2.1  2.3  1.7  24.6  122.1  3.5  -2.4  3.0  66.7  653  13.3998  662  14.102 
 3  130.2  2.0  -4.4  1.8  26.0  122.9  2.1  -0.9  1.9  28.8  4335  14.1885  4263  13.7916 
 4  117.2  3.5  4.8  3.7  111.5  118.4  3.5  1.7  3.8  113.5  5443  13.1415  5413  13.1029 
 5  125.2  2.1  0.3  1.5  17.1  129.9  3.3  -6.5  2.4  38.5  5920  13.6254  5908  13.5505 
 6  120.4  2.0  1.0  1.6  19.9  131.8  2.0  -2.9  1.6  18.7  0 0 0 0
 7  128.6  3.5  -3.0  4.3  150.1  118.6  2.4  0.8  2.5  28.2  368  13.5174  355  11.6871 
 8  124.9  4.5  0.5  3.0  67.2  126.5  2.7  -6.3  1.9  25.5  0 0 0 0
 9  127.5  1.9  -5.2  1.6  18.2  124.2  1.7  -0.6  1.4  15.0  4689  14.8911  4666  13.9254 
 10  123.5  2.2  -2.5  2.4  43.3  125.9  2.4  -1.8  2.5  49.0  6081  13.9543  6090  13.9066 
 11  119.1  2.1  0.3  1.7  21.7  118.6  3.2  2.8  2.4  44.5  0 0 0 0
 12  127.9  3.5  -2.8  2.3  37.1  130.6  3.8  -2.7  2.5  44.3  0 0 0 0
 13  123.1  1.4  1.9  0.9  5.6  126.6  3.4  -2.1  2.2  31.7  6004  14.2929  6004  14.7957 
