Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  117.3  2.4  -1.4  2.3  37.3  122.2  1.1  1.9  1.0  7.8  6070  13.8087  6084  13.3892 
 1  119.5  3.0  0.7  2.5  46.4  114.2  3.9  8.6  2.6  19.9  3329  12.703  3302  13.8004 
 2  116.3  2.0  3.3  1.6  22.1  115.4  3.0  4.4  2.6  48.4  589  13.551  552  14.3514 
 3  123.5  2.2  0.9  2.0  31.0  125.6  3.1  1.3  2.8  60.0  4183  13.6183  4281  13.1284 
 4  119.7  1.7  1.1  1.8  27.5  120.6  1.8  -0.5  1.9  28.8  5665  12.8519  5629  12.8056 
 5  125.0  1.8  2.0  1.3  13.0  130.7  4.0  -5.2  2.9  55.7  6020  13.4112  6060  13.2587 
 6  124.2  2.4  -1.3  1.9  29.8  124.9  3.4  -2.8  2.7  52.1  0 0 0 0
 7  122.8  1.8  -0.8  2.2  39.8  119.6  3.6  -1.5  3.7  62.9  286  13.5127  266  12.0267 
 8  128.9  3.4  0.2  2.3  38.8  121.3  1.7  0.5  1.2  9.9  0 0 0 0
 9  130.4  3.9  -8.2  3.3  75.2  121.5  1.6  2.5  1.3  13.4  4685  14.1684  4603  13.2859 
 10  121.0  1.7  1.5  1.8  26.4  124.2  1.5  -1.0  1.6  19.9  6179  13.4219  6199  13.3872 
 11  110.9  2.4  5.4  1.9  28.8  116.7  2.3  6.2  1.7  21.6  0 0 0 0
 12  125.7  5.5  2.5  3.6  94.6  118.6  1.6  2.3  1.0  7.7  0 0 0 0
 13  118.3  2.6  5.8  1.6  20.4  117.7  2.4  3.0  1.5  15.9  6093  13.3848  6093  13.6886 
 14  129.1  3.5  -8.0  2.9  59.1  119.5  6.2  -0.2  4.8  169.5  0 0 0 0
 15  116.9  3.0  4.0  2.8  60.6  117.0  2.6  0.9  2.5  47.3  867  13.8431  812  14.5362 
 16  115.3  5.7  7.9  6.8  393.6  117.7  1.5  -5.8  2.0  30.5  4558  13.6947  4566  12.8574 
 17  122.5  2.9  -4.2  3.6  94.0  119.2  3.2  3.1  3.8  114.5  895  13.206  913  13.5675 
 18  118.7  2.8  -0.8  2.9  66.8  123.3  1.5  0.6  1.5  17.6  462  12.7903  425  12.6513 
 19  119.0  1.2  4.2  1.1  9.4  118.6  1.5  -0.5  1.4  14.5  0 0 0 0
 20  123.7  3.5  -0.7  2.8  62.5  121.2  6.3  -4.6  5.3  195.5  502  14.2566  489  13.7145 
 21  113.2  2.4  3.7  2.7  58.0  130.5  2.1  4.9  2.0  35.7  4046  13.5278  4043  13.6506 
 22  110.2  5.4  6.9  4.9  198.9  124.5  2.1  0.4  1.9  27.1  205  13.4413  209  14.0484 
 23  115.5  4.8  1.4  3.4  91.4  118.2  4.7  -1.3  3.4  80.6  0 0 0 0
 24  117.6  2.6  1.4  3.4  87.6  120.5  2.0  2.1  2.5  47.1  6120  13.2087  6132  13.0911 
 25  120.6  2.2  1.7  3.0  71.8  115.3  1.1  2.5  1.6  20.1  5733  13.3442  5720  13.5235 
 26  124.8  2.9  -4.7  3.0  66.6  118.2  2.1  3.7  2.1  33.1  0  0  0  0 
 27  124.1  4.7  0.4  4.0  113.6  118.6  3.7  -1.1  3.2  71.6  6103  13.4948  6095  13.3554 
 28  122.5  4.8  -1.7  5.7  253.7  123.0  1.8  -3.0  2.1  36.0  1065  13.6698  1032  13.9156 
 29  119.1  0.8  0.6  0.6  2.5  122.5  5.2  4.1  3.5  87.3  0 0 0 0
 30  117.8  3.6  -4.6  2.6  48.0  122.1  9.1  -0.7  6.3  253.5  0 0 0 0
 31  122.2  3.6  2.8  3.3  86.7  119.4  3.5  -0.4  3.4  85.0  4510  13.9372  4538  14.0855 
 32  128.3  2.3  1.6  2.0  30.3  122.3  2.7  1.7  2.4  43.0  0 0 0 0
 33  121.5  1.5  8.6  2.0  34.1  124.0  2.0  4.4  2.6  55.2  0 0 0 0
 34  133.5  7.2  1.9  11.0  1022.1  134.6  2.6  1.3  3.5  76.8  485  13.7533  460  12.0174 
 35  126.0  4.4  5.0  4.2  132.8  131.6  4.2  4.1  4.0  94.2  0 0 0 0
 36  126.7  6.2  -4.6  9.4  415.3  136.8  10.6  -3.3  20.9  2132.0  1477  12.3949  1540  12.8764 
 37  142.6  8.5  -10.0  15.1  1892.6  142.4  2.3  -10.9  4.1  136.7  5986  14.3892  5989  13.7403 
 38  122.0  5.9  13.7  9.5  423.1  136.4  2.1  -2.7  3.1  74.3  1345  13.0974  1407  12.3777 
 39  135.0  2.2  0.1  2.5  49.2  126.2  0.9  -6.5  1.1  7.9  681  13.2329  667  11.9535 
 40  127.9  1.5  2.3  1.9  27.6  125.8  0.9  0.9  1.1  9.8  0 0 0 0
 41  130.0  3.1  0.8  2.5  44.9  134.9  4.8  2.1  3.7  95.5  0 0 0 0
 42  128.4  2.7  5.2  3.5  107.3  118.8  6.7  13.7  8.8  675.6  0 0 0 0
 43  128.8  1.6  1.5  2.0  32.3  132.3  1.8  2.4  2.2  37.9  0 0 0 0
 44  129.9  1.8  1.1  1.9  28.3  125.5  5.3  3.4  5.6  251.5  0 0 0 0
 45  136.4  5.1  -2.5  6.8  359.4  129.9  1.4  1.5  1.9  29.4  6006  13.9554  5986  14.3598 
 46  129.7  3.1  -1.2  3.8  119.0  125.3  2.1  3.4  2.5  51.9  5027  14.1118  5045  14.0876 
 47  124.9  3.2  5.4  4.3  152.9  136.7  4.5  -12.1  6.0  258.1  535  13.3205  568  13.514 
 48  125.0  2.6  4.2  4.2  145.1  126.0  1.8  5.1  2.9  68.5  6047  14.3299  6031  14.2726 
 49  126.3  1.6  2.6  2.1  39.5  123.7  2.8  3.4  3.9  126.4  2899  13.2954  2927  13.7246 
 50  123.4  1.0  5.2  1.4  18.5  116.8  2.1  6.4  3.0  78.6  2612  13.9345  2621  14.125 
 51  126.4  1.3  2.8  2.0  32.7  119.8  2.1  0.6  3.4  96.9  3195  12.5256  3167  12.4073 
 52  125.6  2.1  -1.0  2.8  61.9  125.3  1.7  6.5  2.3  44.9  5086  13.9569  5119  13.6962 
 53  122.2  1.2  5.9  1.6  21.6  122.7  1.5  -0.0  2.1  36.5  452  13.9824  438  13.7189 
 54  122.7  1.1  -1.3  1.3  12.9  124.2  1.3  2.9  1.4  15.7  6090  13.908  6101  14.4128 
 55  126.3  2.6  0.9  3.4  97.3  118.2  2.2  8.4  2.9  68.0  292  13.767  314  14.1892 
 56  125.4  3.2  5.0  4.9  160.8  131.5  5.6  2.7  8.8  637.1  1021  13.802  1044  13.66 
 57  124.3  2.1  0.6  2.6  55.2  121.9  4.7  3.5  3.8  30.0  6091  13.8559  6085  13.5645 
 58  123.3  4.4  3.9  7.6  378.1  132.4  5.9  -8.8  10.5  538.1  4782  13.1884  4888  13.1466 
 59  123.7  0.9  5.1  1.2  12.3  118.8  2.5  1.5  3.6  102.3  5518  14.3251  5487  14.4134 
 60  133.8  21.0  10.0  30.3  2339.0  112.8  6.7  10.7  10.2  273.9  6102  14.1975  6114  14.2975 
 61  118.8  2.9  4.7  4.1  138.7  129.6  1.2  -5.8  1.7  22.9  0 0 0 0
 62  127.0  2.3  -1.6  3.0  73.4  126.0  2.7  2.1  3.5  101.5  733  13.2051  753  13.0063 
 63  132.2  2.4  -2.9  2.7  54.4  124.3  0.5  2.1  0.5  2.2  574  13.6101  543  13.9915 
 64  121.8  1.9  3.6  1.4  16.4  119.2  3.6  2.4  2.1  19.4  0 0 0 0
 65  123.8  3.7  2.3  2.8  64.3  125.8  4.4  1.3  3.4  94.5  2488  13.3874  2485  12.5085 
 66  125.3  2.2  -1.5  1.5  17.6  122.3  1.0  5.9  0.7  3.8  0 0 0 0
 67  118.6  4.1  3.9  3.1  77.2  123.4  1.8  2.5  1.3  12.2  0 0 0 0
 68  121.9  2.7  -0.0  1.9  30.2  117.1  2.9  2.6  2.2  37.4  5617  12.9604  5609  13.5222 
 69  119.6  4.3  1.9  2.6  51.1  117.4  4.6  2.6  2.8  61.7  0 0 0 0
 70  124.5  1.6  -1.0  1.0  6.8  124.3  3.1  5.2  1.8  24.7  6131  13.3877  6119  13.5256 
 71  123.0  2.0  1.7  1.5  18.8  115.7  2.4  1.8  1.8  26.8  6187  13.9444  6185  14.1598 
 72  113.3  3.1  6.6  2.2  41.8  129.0  3.4  -2.3  2.4  43.7  1221  13.1893  1185  12.8502 
 73  127.8  2.9  -1.3  1.9  28.2  125.5  6.8  2.4  4.5  152.2  6136  13.938  6153  13.9537 
 74  124.5  2.5  2.2  1.6  21.4  122.3  7.0  5.1  4.5  163.6  0 0 0 0
 75  123.1  1.5  2.8  1.1  10.0  119.1  4.3  3.9  3.1  78.0  4692  14.6683  4775  14.5017 
 76  123.9  2.4  0.4  1.6  22.1  124.0  0.3  4.4  0.2  0.3  2704  12.7525  2771  14.5929 
 77  119.0  2.6  1.5  1.9  30.2  126.6  2.9  0.6  2.0  32.5  6141  13.8378  6166  14.2076 
 78  123.8  1.9  2.6  0.9  5.7  117.0  5.6  3.8  2.8  54.4  6103  14.4983  6089  13.5751 
 79  123.2  1.5  1.5  1.0  7.6  125.7  3.7  -2.8  2.5  45.4  1353  13.1529  1277  14.1805 
 80  127.1  2.1  2.0  1.7  25.3  127.5  2.0  4.2  1.6  21.4  0 0 0 0
 81  125.0  3.8  0.0  2.6  55.5  129.5  2.3  -2.2  1.6  19.1  3453  13.4589  3391  13.6812 
 82  127.2  3.4  0.6  2.7  57.7  130.3  5.8  3.6  4.4  160.9  281  13.3533  248  13.2596 
 83  127.6  2.1  3.3  1.9  31.4  128.8  2.9  -3.4  2.8  62.3  0  0  0  0 
