Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  123.2  3.4  -2.9  3.1  71.3  125.2  1.4  1.4  1.2  11.8  5996  15.1243  6000  14.2621 
 1  132.1  2.5  -3.3  2.1  32.7  134.2  1.3  -1.6  0.9  2.3  3296  14.5654  3331  14.1897 
 2  111.3  2.4  5.3  2.0  33.8  113.5  2.0  0.4  1.7  21.1  496  13.8545  487  14.4868 
 3  129.1  3.3  -0.5  2.9  67.5  123.9  2.3  0.6  2.1  33.1  4247  14.5876  4189  13.9753 
 4  121.4  3.8  2.2  4.0  134.3  122.5  2.7  -1.6  2.9  65.4  6034  12.3893  6036  12.3438 
 5  124.6  2.1  3.5  1.5  17.1  124.5  3.0  -4.0  2.2  32.8  6020  13.503  6007  13.4135 
 6  120.9  1.6  2.7  1.3  12.8  126.9  1.2  2.1  1.0  6.7  0 0 0 0
 7  134.8  3.8  -7.2  4.7  173.0  121.4  1.7  0.7  1.7  13.2  309  14.3926  289  13.9922 
 8  126.6  2.1  1.2  1.4  14.9  131.5  2.6  -2.8  1.8  22.8  0 0 0 0
 9  133.9  2.2  -8.4  1.8  24.0  123.2  0.7  2.6  0.6  2.7  4795  14.5583  4873  14.8157 
 10  122.9  1.6  0.5  1.7  23.0  126.7  2.2  0.6  2.4  43.4  6090  14.0191  6084  13.8584 
 11  121.8  2.8  0.2  2.2  39.0  120.3  2.3  3.0  1.7  22.2  0 0 0 0
 12  128.4  3.6  -1.4  2.4  40.8  125.5  2.5  1.3  1.6  19.2  0 0 0 0
 13  121.1  2.5  3.2  1.6  18.4  122.7  1.3  2.0  0.8  4.7  6013  14.6611  6003  14.9222 
 14  129.2  3.7  -7.2  3.0  64.1  120.5  2.6  3.4  2.0  29.9  0 0 0 0
 15  126.2  4.0  -2.2  3.7  102.9  125.5  3.2  1.9  3.0  71.0  1037  14.6233  1039  15.5592 
 16  124.7  4.9  7.6  5.9  296.0  116.4  2.3  0.9  3.0  68.0  4772  14.9876  4830  14.0789 
 17  126.4  2.5  -5.5  3.1  70.4  135.3  6.5  -5.3  7.7  464.2  1316  13.1192  1234  14.5278 
 18  122.7  3.4  0.4  3.6  100.2  123.7  0.8  0.1  0.8  5.5  489  13.5166  508  13.2667 
 19  124.4  0.8  1.6  0.7  4.1  123.1  0.6  3.3  0.6  2.4  0 0 0 0
 20  125.1  3.4  3.1  2.7  58.7  117.3  4.7  1.1  3.9  107.9  611  13.6446  648  14.0017 
 21  120.1  3.7  -1.8  4.1  136.6  126.4  1.6  10.1  1.5  20.3  4405  14.6057  4338  14.7181 
 22  116.9  2.4  7.3  2.2  40.3  126.1  0.7  1.1  0.6  2.8  206  14.5015  225  15.4963 
 23  126.5  4.1  0.8  2.9  65.1  131.6  2.7  -1.9  1.9  25.6  0 0 0 0
 24  126.7  3.5  3.0  4.6  158.1  135.7  3.5  -6.5  4.4  144.1  6040  14.5795  6044  14.4549 
