Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 63.2 2.3 56.3 2.4 75.3 1.1 72.5 1.0 
1 65.2 2.1 66.3 2.2 66.3 1.2 67.5 1.1 
2 69.1 2.2 65.0 2.0 76.0 1.1 72.7 1.0 
3 69.2 2.3 70.6 2.3 69.7 1.4 71.7 1.1 
4 64.1 2.2 65.2 2.5 68.4 1.3 65.6 1.1 
5 65.4 2.2 63.2 2.2 75.3 1.1 73.1 1.0 
6 67.5 2.1 62.7 2.3 64.7 1.1 71.0 1.3 
7 66.5 2.2 68.6 2.0 69.9 1.2 78.7 1.3 
8 60.9 2.1 66.9 2.4 71.2 1.2 69.3 1.0 
9 59.2 2.2 63.2 2.1 70.3 1.3 76.0 1.1 
10 66.7 2.4 65.3 2.2 72.7 1.1 75.5 1.0 
11 64.2 2.2 61.3 2.1 72.1 1.1 72.1 1.1 
12 66.7 2.2 63.3 2.3 70.2 1.2 68.1 1.5 
13 64.2 2.3 67.0 2.0 75.6 1.2 70.5 1.3 
14 62.3 2.2 58.9 2.2 70.5 1.4 72.1 1.1 
15 65.0 2.1 60.7 2.3 76.8 1.1 71.0 1.3 
16 75.8 2.4 81.6 2.3 87.9 1.2 82.8 1.4 
17 77.9 2.6 79.9 2.4 85.2 1.2 87.0 1.1 
18 77.2 2.4 77.3 2.3 76.6 1.2 83.3 1.4 
19 72.6 2.4 75.2 2.3 87.8 1.2 87.8 1.1 
20 77.1 2.4 80.7 2.5 81.0 1.3 83.3 1.2 
21 82.6 2.3 78.7 2.6 92.9 1.3 89.0 1.1 
22 75.1 2.3 80.5 2.5 84.6 1.2 86.5 1.1 
23 76.7 2.2 76.9 2.5 87.1 1.3 91.3 1.2 
24 80.2 2.3 79.5 2.3 89.6 1.3 91.7 1.1 
25 81.5 2.6 78.4 2.5 88.3 1.2 81.5 1.4 
26 77.8 2.3 78.6 2.3 86.6 1.4 80.2 1.2 
27 74.0 2.4 80.7 2.5 94.4 1.4 87.4 1.2 
28 80.5 2.3 82.2 2.3 84.4 1.4 81.7 1.2 
29 75.1 2.5 76.4 2.3 85.3 1.2 84.7 1.1 
30 76.2 2.4 76.2 2.3 87.8 1.4 85.0 1.1 
31 76.0 2.4 67.9 2.4 79.7 1.2 82.4 1.5 
32 57.2 2.9 51.3 3.0 65.8 1.4 63.4 1.5 
33 58.7 2.6 57.9 2.6 61.2 1.2 61.6 1.2 
34 53.5 2.7 51.9 2.8 60.7 1.2 68.5 1.2 
35 58.2 2.6 49.3 2.6 56.8 1.2 58.8 1.1 
36 53.5 3.0 50.5 3.0 59.1 1.4 60.2 1.1 
37 53.0 2.4 55.3 2.5 60.2 1.2 63.3 1.1 
38 53.6 2.7 55.8 2.7 57.0 1.2 59.6 1.2 
39 53.2 2.3 48.0 2.5 62.6 1.3 60.7 1.1 
40 55.7 2.4 55.4 2.6 66.9 1.2 64.2 1.2 
41 56.2 2.6 53.7 2.7 64.8 1.2 58.5 1.5 
42 51.1 2.9 47.1 3.0 58.3 1.4 59.8 1.2 
43 54.0 2.5 56.1 2.6 57.4 1.3 59.8 1.1 
44 51.7 3.1 53.5 3.0 56.4 1.2 58.9 1.1 
45 55.1 2.3 58.6 2.6 64.1 1.2 57.9 1.5 
46 53.4 2.6 54.1 2.5 57.6 1.2 60.2 1.5 
47 50.4 2.6 46.4 2.5 56.5 1.3 52.5 1.1 
48 63.9 2.3 62.9 2.4 73.6 1.2 75.3 1.1 
49 62.5 2.5 64.6 2.6 73.0 1.2 67.3 1.4 
50 63.9 2.3 71.5 2.3 70.8 1.4 75.8 1.1 
51 66.2 2.5 62.0 2.6 70.4 1.4 73.6 1.5 
52 71.1 2.2 71.5 2.6 75.2 1.2 73.7 1.2 
53 66.9 2.3 65.9 2.4 69.8 1.2 71.3 1.1 
54 70.6 2.3 70.0 2.4 74.8 1.2 72.6 1.1 
55 62.3 2.6 64.4 2.7 74.6 1.2 72.1 1.1 
56 67.1 2.3 70.2 2.4 68.5 1.2 70.5 1.1 
57 69.5 2.5 66.8 2.5 74.6 1.4 69.7 1.4 
58 66.0 2.3 65.6 2.6 75.3 1.2 72.5 1.1 
59 65.5 2.7 65.7 2.5 75.1 1.2 72.5 1.2 
60 63.8 2.5 71.4 2.4 67.4 1.3 73.2 1.3 
61 64.2 2.5 61.4 2.5 68.2 1.2 71.5 1.2 
62 67.2 2.6 61.8 2.8 66.7 1.4 68.0 1.1 
63 61.0 2.6 70.6 2.8 72.2 1.2 75.1 1.1 
64 88.9 2.2 87.0 2.0 88.6 1.2 90.8 1.1 
65 83.7 2.0 83.5 2.1 89.8 1.2 91.6 1.0 
66 84.2 2.1 95.3 2.3 81.8 1.4 87.0 1.1 
67 86.1 2.1 83.7 2.0 88.3 1.1 88.4 1.1 
68 84.4 2.1 90.4 2.1 85.1 1.1 87.0 1.1 
69 82.0 2.2 85.6 2.0 85.0 1.1 85.3 1.1 
70 84.4 2.0 85.6 1.9 89.3 1.4 84.7 1.1 
71 82.5 2.2 80.7 2.1 86.3 1.3 82.3 1.4 
72 82.9 2.1 79.4 2.2 85.9 1.2 87.5 1.0 
73 81.5 2.1 77.5 2.0 87.2 1.1 83.7 1.3 
74 83.7 2.0 81.0 2.1 82.0 1.4 87.1 1.1 
75 80.8 2.1 80.5 2.1 80.8 1.2 83.0 1.1 
76 84.9 2.0 80.3 2.0 89.0 1.2 82.0 1.3 
77 81.6 2.1 88.3 2.1 85.4 1.2 88.0 1.0 
78 81.1 2.0 81.6 1.9 89.8 1.4 84.1 1.2 
79 78.5 2.1 84.2 2.0 80.6 1.2 84.5 1.2 
80 72.2 4.3 71.7 4.2 72.4 1.3 76.4 1.3 
81 69.4 2.5 68.5 2.7 74.4 1.5 76.0 1.2 
82 73.6 3.0 71.9 3.4 75.2 1.4 79.2 1.2 
83 71.8 2.5 73.3 2.3 73.2 1.2 73.0 1.2 
84 77.8 2.4 79.3 2.6 82.6 1.3 80.7 1.1 
85 71.7 2.4 75.6 2.2 76.6 1.2 76.7 1.1 
86 70.8 2.6 75.2 2.6 75.5 1.3 72.9 1.1 
87 76.8 2.1 78.4 2.3 79.1 1.3 76.8 1.2 
88 76.5 2.3 72.2 2.5 75.3 1.3 72.6 1.1 
89 72.8 2.4 74.5 2.1 79.6 1.3 76.0 1.2 
90 70.1 2.2 70.9 2.2 80.5 1.2 80.5 1.1 
91 70.7 2.3 73.0 2.3 74.1 1.5 80.2 1.1 
92 67.8 2.3 62.5 2.1 70.2 1.3 75.0 1.3 
93 75.2 2.3 73.3 2.2 78.7 1.2 76.9 1.0 
94 65.7 2.2 65.1 2.2 71.8 1.3 75.4 1.2 
95 68.5 2.2 68.0 2.2 71.7 1.4 74.9 1.2 
96 73.0 2.1 69.2 2.1 75.3 1.2 71.8 1.2 
97 70.7 2.2 67.9 2.1 73.5 1.2 76.6 1.3 
98 73.7 2.1 72.3 2.1 74.6 1.2 71.2 1.5 
99 71.8 2.1 68.2 2.3 79.5 1.1 74.9 1.4 
100 76.2 2.1 73.3 2.1 74.8 1.3 69.4 1.3 
101 65.4 2.1 69.2 2.1 74.7 1.2 71.9 1.2 
102 68.4 2.1 67.8 2.3 74.9 1.2 70.7 1.5 
103 67.5 2.2 65.0 2.1 69.0 1.1 72.0 1.0 
104 66.3 2.3 68.6 2.1 72.2 1.1 74.8 1.1 
105 64.1 2.1 68.8 2.0 70.8 1.4 74.8 1.2 
106 71.1 2.2 74.7 2.1 75.0 1.2 73.0 1.1 
107 63.5 2.3 66.8 2.2 72.1 1.1 72.0 1.0 
108 71.8 2.2 66.3 2.4 79.1 1.2 71.9 1.2 
109 64.6 2.4 68.9 2.4 73.3 1.4 68.9 1.1 
110 67.7 2.1 65.4 2.1 66.7 1.2 65.5 1.1 
111 71.0 2.2 67.9 2.1 73.7 1.3 65.2 1.3 
112 88.2 2.6 88.2 2.7 91.1 1.3 88.5 1.1 
113 86.1 2.4 90.6 2.5 95.0 1.3 91.7 1.5 
114 90.1 2.6 88.4 2.5 85.3 1.2 89.2 1.6 
115 85.8 2.4 86.4 2.7 90.3 1.3 89.0 1.2 
116 86.2 2.6 84.1 2.6 88.9 1.5 87.1 1.6 
117 84.8 2.6 83.1 2.4 92.8 1.2 92.4 1.2 
118 79.7 2.4 85.2 2.4 88.5 1.2 82.4 1.4 
119 92.8 2.6 85.7 2.4 91.2 1.3 88.0 1.1 
120 85.7 2.5 81.3 2.6 89.1 1.3 91.5 1.2 
121 84.0 2.3 89.9 2.5 91.3 1.4 87.5 1.5 
122 86.2 2.5 86.1 2.5 95.5 1.3 86.6 1.4 
123 84.3 2.4 83.2 2.5 92.3 1.2 89.3 1.2 
124 87.8 2.3 83.6 2.7 95.7 1.2 93.8 1.1 
125 84.6 2.4 87.9 2.5 93.8 1.3 95.2 1.1 
126 88.3 2.4 91.5 2.6 89.2 1.4 91.6 1.2 
127 91.1 2.4 88.0 2.4 92.6 1.4 92.2 1.6 
