Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 78.6 2.5 75.7 2.3 83.9 1.2 80.7 1.0 
1 78.0 2.1 78.6 2.2 88.4 1.1 83.2 1.2 
2 73.6 2.3 77.1 2.1 82.4 1.1 80.0 1.0 
3 79.5 2.2 77.2 2.1 81.4 1.2 83.4 1.1 
4 76.7 2.3 74.3 2.2 75.3 1.3 79.9 1.0 
5 75.4 2.3 69.4 2.1 82.8 1.2 74.2 1.5 
6 80.1 2.5 78.0 2.2 83.0 1.3 84.2 0.9 
7 73.1 2.2 74.0 2.1 82.3 1.2 81.0 1.1 
8 78.1 2.5 77.4 2.3 77.8 1.2 77.1 1.1 
9 69.9 2.2 72.1 2.3 77.6 1.3 87.1 1.1 
10 74.8 2.5 79.2 2.4 84.1 1.1 81.5 1.1 
11 72.3 2.5 77.5 2.4 82.6 1.2 80.5 1.1 
12 73.7 2.4 77.1 2.3 80.6 1.1 85.3 1.2 
13 70.7 2.3 75.2 2.2 77.0 1.1 82.0 1.5 
14 75.3 2.1 76.2 2.2 84.4 1.3 86.2 1.0 
15 74.7 2.2 73.2 2.2 79.5 1.1 77.7 1.1 
16 72.0 2.0 67.7 2.0 71.6 1.2 68.3 1.1 
17 64.7 2.1 64.6 2.3 67.4 1.4 69.7 1.4 
18 64.7 2.3 64.2 2.1 72.7 1.1 75.7 1.1 
19 63.2 2.1 71.7 2.2 77.6 1.2 72.3 1.1 
20 62.4 2.0 60.2 2.1 68.5 1.2 76.6 1.1 
21 66.4 2.4 67.2 2.1 73.9 1.3 70.0 1.0 
22 64.8 2.4 68.8 2.3 69.5 1.2 71.9 1.1 
23 66.9 2.0 61.6 2.2 78.8 1.3 75.0 1.4 
24 65.1 2.1 67.3 2.0 71.0 1.2 69.3 1.1 
25 65.2 2.3 60.9 2.2 70.5 1.2 67.9 1.4 
26 67.1 2.0 66.2 2.1 75.8 1.1 73.6 1.1 
27 67.3 2.3 70.5 2.2 67.7 1.3 71.0 1.1 
28 64.6 2.3 64.2 2.1 69.7 1.4 68.2 1.0 
29 66.3 2.1 67.2 2.2 75.0 1.2 74.9 1.1 
30 64.1 2.1 65.2 2.4 70.8 1.4 74.3 1.4 
31 59.0 2.1 62.4 2.3 71.7 1.2 69.8 1.1 
32 62.8 3.1 60.6 2.9 73.4 1.3 68.4 1.1 
33 69.9 2.8 67.9 2.7 73.3 1.2 75.2 1.1 
34 71.8 2.9 68.8 2.8 73.4 1.4 72.3 1.0 
35 72.0 2.6 68.6 2.6 74.1 1.4 77.5 1.5 
36 66.4 2.8 70.7 3.1 76.3 1.1 73.2 1.1 
37 60.2 2.4 66.7 2.4 71.8 1.2 75.0 1.1 
38 70.9 2.9 69.9 2.7 69.0 1.2 72.4 1.1 
39 60.6 2.3 65.1 2.5 70.8 1.3 75.2 1.3 
40 59.8 2.5 68.4 2.5 71.6 1.3 69.2 1.1 
41 60.7 2.7 59.8 2.5 72.0 1.3 74.7 1.1 
42 66.0 2.8 65.3 2.6 75.5 1.2 73.6 1.0 
43 68.9 2.6 63.8 2.5 72.1 1.1 67.0 1.4 
44 59.1 2.7 65.2 2.9 68.7 1.2 73.3 1.3 
45 62.8 2.7 61.6 2.4 71.0 1.3 72.9 1.0 
46 67.5 2.4 72.4 2.5 74.9 1.3 75.3 1.1 
47 69.4 2.5 60.5 2.4 73.1 1.3 68.8 1.2 
48 66.7 1.9 63.0 2.0 68.2 1.1 72.4 1.0 
49 66.8 2.2 62.0 2.1 62.0 1.2 66.1 1.3 
50 62.8 2.0 65.0 1.9 69.7 1.2 69.6 1.1 
51 60.9 2.0 65.3 2.2 66.5 1.2 65.2 1.1 
52 61.3 1.9 63.4 1.9 70.2 1.3 68.7 1.0 
53 63.4 2.0 62.1 2.1 65.0 1.2 73.1 1.1 
54 65.5 2.0 66.2 2.2 73.3 1.2 70.3 1.2 
55 55.7 2.1 59.9 2.2 67.5 1.1 65.3 1.1 
56 59.2 1.9 66.0 1.9 66.3 1.3 68.2 0.9 
57 63.8 2.1 61.8 2.1 67.8 1.2 64.8 1.0 
58 64.7 2.2 63.5 2.0 71.2 1.1 69.4 1.1 
59 58.5 2.3 60.2 2.1 66.9 1.2 67.1 1.1 
60 62.1 2.0 64.7 2.0 71.3 1.1 68.2 1.1 
61 69.2 2.1 63.5 2.2 74.4 1.3 68.8 1.1 
62 62.0 2.0 62.5 2.1 66.5 1.1 68.1 1.0 
63 62.3 2.3 67.4 2.4 65.7 1.3 67.3 1.0 
64 81.6 2.1 74.0 2.1 84.2 1.2 79.7 1.2 
65 79.6 2.1 80.9 2.0 80.2 1.1 82.6 1.1 
66 79.6 2.1 84.5 2.0 76.7 1.1 76.1 1.1 
67 85.9 2.2 82.9 2.0 86.1 1.2 87.6 1.0 
68 77.9 2.1 80.6 2.0 81.5 1.2 84.1 1.2 
69 75.9 2.1 73.0 2.1 84.7 1.2 80.2 1.1 
70 80.3 2.1 83.5 2.2 76.0 1.1 85.8 1.2 
71 77.4 2.0 79.2 2.2 80.2 1.1 84.2 1.2 
72 72.9 2.1 75.5 2.1 81.5 1.1 83.5 1.4 
73 73.5 2.2 78.4 2.1 79.9 1.1 75.9 1.1 
74 80.4 2.1 80.4 2.0 82.6 1.2 84.1 1.1 
75 82.6 2.3 82.6 2.0 82.5 1.3 83.3 1.1 
76 72.3 2.4 72.2 2.1 80.4 1.2 77.7 1.1 
77 76.2 2.3 76.2 2.1 81.1 1.2 84.6 1.2 
78 76.5 2.2 74.0 2.0 81.0 1.2 77.8 1.1 
79 76.2 2.1 78.7 2.0 82.6 1.3 77.6 1.2 
80 71.9 4.7 69.9 4.5 74.1 1.4 75.2 1.2 
81 65.4 2.9 72.3 2.8 76.6 1.2 78.5 1.1 
82 68.0 3.5 68.2 3.4 76.2 1.2 73.0 1.2 
83 70.4 2.7 63.9 2.6 72.6 1.2 68.8 1.2 
84 70.8 3.0 70.7 2.9 71.0 1.4 78.3 1.4 
85 71.5 2.6 69.2 2.8 74.0 1.3 73.1 1.1 
86 68.2 2.9 64.3 2.8 72.8 1.3 75.4 1.1 
87 69.8 2.6 71.6 2.5 72.0 1.2 74.9 1.3 
88 71.4 2.8 62.7 2.7 72.6 1.3 75.6 1.2 
89 66.4 2.6 65.1 2.7 69.5 1.3 71.1 1.2 
90 69.6 2.5 65.5 2.7 68.4 1.3 65.6 1.2 
91 70.2 2.7 80.0 2.7 72.7 1.3 75.0 1.2 
92 65.9 2.6 71.8 2.6 74.6 1.4 76.7 1.3 
93 69.1 2.6 71.7 2.6 77.8 1.4 71.9 1.3 
94 72.7 2.5 71.2 2.5 77.2 1.5 73.5 1.2 
95 63.4 2.6 69.7 2.7 76.5 1.3 72.6 1.2 
96 81.6 2.0 85.5 2.1 88.4 1.0 83.7 1.2 
97 80.2 1.8 80.3 2.1 87.1 1.0 83.0 1.5 
98 83.7 1.8 82.1 2.0 79.2 1.2 84.4 1.1 
99 76.2 2.0 73.3 1.9 83.9 1.1 83.8 1.0 
100 80.3 1.8 84.0 1.8 85.8 1.1 87.6 1.0 
101 85.4 1.8 84.1 2.0 82.4 1.2 80.7 1.0 
102 77.5 1.9 80.7 2.1 84.0 1.1 80.8 1.3 
103 81.6 2.1 76.2 1.9 87.2 1.0 85.7 1.0 
104 79.0 1.8 78.6 2.1 81.0 1.1 83.7 1.0 
105 78.7 1.9 80.5 2.1 84.3 1.1 84.6 1.0 
106 76.5 2.1 79.7 1.8 84.8 1.3 82.0 1.1 
107 81.4 2.1 80.1 2.0 83.6 1.3 87.6 1.0 
108 73.3 2.0 77.3 2.0 83.2 1.2 78.1 1.3 
109 72.9 2.0 81.8 2.0 79.7 1.1 76.3 1.0 
110 78.4 1.9 78.4 2.1 84.5 1.1 84.5 1.0 
111 78.3 2.0 72.3 2.0 81.8 1.2 83.6 1.0 
112 66.1 2.2 62.6 2.2 72.4 1.1 76.5 1.1 
113 65.8 1.9 68.7 2.2 68.4 1.1 71.5 1.0 
114 64.7 2.1 64.0 2.0 66.4 1.2 65.4 1.1 
115 68.3 2.1 71.5 2.0 70.3 1.2 71.9 1.0 
116 67.8 2.1 64.4 2.3 67.6 1.2 73.0 1.1 
117 67.4 2.0 64.3 2.0 68.4 1.1 68.3 1.1 
118 63.4 2.0 59.6 2.1 75.1 1.2 70.4 1.4 
119 63.6 2.2 66.5 2.0 68.1 1.1 66.0 1.1 
120 66.5 2.2 67.8 2.0 72.1 1.1 75.1 1.1 
121 68.7 2.0 71.1 1.9 70.4 1.3 68.3 1.1 
122 67.5 2.1 58.7 2.2 70.0 1.4 72.8 1.2 
123 60.7 2.1 67.9 1.9 75.0 1.2 72.0 1.1 
124 62.2 2.1 64.6 2.1 76.1 1.1 72.3 1.0 
125 63.7 1.9 62.4 1.9 68.1 1.1 70.8 1.1 
126 69.3 2.2 64.2 2.1 70.7 1.3 71.6 1.1 
127 63.7 2.0 63.8 2.0 66.6 1.2 62.3 1.5 
