Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 16 915
1 18 919
2 22 917
3 31 930
4 23 916
5 27 924
6 25 930
7 25 928
8 22 921
9 25 915
10 22 910
11 29 921
12 23 926
13 16 918
14 25 917
15 27 925
16 11 899
17 19 915
18 22 941
19 22 935
20 13 913
21 17 911
22 29 926
23 23 912
24 11 902
25 22 918
26 18 911
27 17 909
28 17 918
29 16 916
30 23 911
31 23 926
32 6 881
33 6 909
34 7 919
35 6 906
36 7 903
37 8 910
38 6 918
39 7 909
40 10 913
41 10 911
42 7 893
43 7 904
44 9 903
45 9 908
46 10 902
47 19 917
48 6 888
49 6 918
50 7 902
51 8 910
52 6 899
53 7 922
54 11 909
55 8 915
56 14 917
57 10 914
58 9 924
59 6 902
60 7 909
61 8 913
62 8 903
63 11 991
64 21 949
65 19 938
66 23 951
67 34 959
68 13 924
69 27 941
70 21 941
71 26 993
72 23 931
73 20 949
74 28 941
75 19 947
76 31 941
77 23 939
78 27 950
79 24 941
80 14 942
81 23 923
82 28 938
83 16 949
84 22 987
85 17 919
86 8 969
87 29 980
88 14 992
89 25 936
90 29 935
91 30 943
92 39 943
93 33 941
94 28 941
95 34 944
96 16 930
97 9 913
98 11 918
99 16 929
100 11 910
101 9 920
102 13 916
103 11 954
104 8 912
105 17 917
106 8 907
107 7 915
108 11 922
109 12 930
110 7 903
111 14 912
112 7 994
113 13 956
114 10 960
115 10 925
116 6 986
117 8 980
118 9 915
119 6 919
120 6 988
121 6 913
122 6 917
123 7 960
124 14 996
125 7 993
126 12 916
127 13 986
