Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 6 999
1 5 999
2 6 997
3 5 999
4 5 998
5 12 999
6 10 999
7 8 999
8 5 999
9 15 997
10 6 999
11 6 996
12 5 989
13 6 992
14 7 991
15 5 989
16 8 999
17 5 999
18 7 997
19 5 997
20 5 998
21 8 999
22 5 999
23 5 997
24 5 999
25 6 999
26 7 999
27 8 999
28 5 999
29 5 998
30 5 999
31 10 998
32 6 999
33 9 999
34 5 998
35 5 999
36 5 999
37 6 999
38 8 999
39 8 998
40 9 998
41 5 999
42 8 999
43 11 998
44 19 998
45 7 999
46 8 999
47 6 998
48 5 998
49 7 999
50 5 999
51 5 998
52 9 999
53 10 999
54 14 997
55 6 998
56 6 996
57 13 999
58 6 999
59 6 996
60 11 999
61 5 998
62 15 999
63 12 996
64 48 956
65 43 935
66 52 953
67 44 942
68 39 939
69 48 958
70 48 940
71 41 938
72 45 945
73 41 952
74 51 943
75 49 932
76 43 939
77 48 925
78 54 939
79 54 946
80 11 981
81 40 965
82 21 953
83 41 956
84 39 945
85 15 964
86 30 931
87 38 951
88 41 996
89 5 948
90 18 952
91 43 951
92 27 993
93 47 955
94 52 950
95 40 981
96 39 961
97 37 931
98 20 945
99 37 943
100 40 938
101 33 949
102 39 944
103 34 931
104 42 948
105 38 940
106 37 945
107 49 939
108 34 942
109 48 951
110 45 949
111 49 943
112 11 997
113 11 941
114 23 951
115 31 950
116 15 941
117 12 920
118 13 997
119 36 937
120 25 992
121 29 926
122 38 933
123 40 975
124 29 995
125 27 927
126 30 934
127 26 997
